,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,ALUPAR,ALUPAR INVESTIMENTO S/A,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,a participação em outras sociedades atuantes nos setores de energia e infra-estrutura. no Brasil ou no exterior; a geração. transformação. transporte. a distribuiçãoe o comércio de energia.,"R$ 41,05 M",Utilidade Pública,Energia Elétrica,Energia Elétrica,"IBRA, IEE, IGC, IGCT, ITAG, SMLL, UTIL"
