,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"1,97%","1,56%","2,98%","2,36%","4,97%","-10,47%","44,71%","-17,38%","-7,10%","-5,87%","0,60","-0,52","-1,52","-9,14"
1,31/03/2024,"1,62%","1,27%","2,46%","1,93%","3,67%","-7,59%","42,52%","-12,15%","-5,47%","-4,23%","0,63","-0,52","-1,52","-10,74"
2,31/12/2023,"2,32%","1,77%","3,52%","2,68%","4,30%","-7,84%","41,80%","-13,58%","-6,90%","-5,65%","0,58","-0,57","-1,57","-9,03"
3,30/09/2023,"-0,18%","-0,13%","-0,27%","-0,20%","13,87%","-22,21%","44,15%","-42,48%","0,49%","1,78%","0,52","-0,53","-1,53","29,63"
4,30/06/2023,"-2,14%","-1,60%","-3,24%","-2,43%","13,21%","-23,77%","47,01%","-37,27%","5,69%","6,89%","0,64","-0,47","-1,47","6,29"
5,31/03/2023,"-4,94%","-3,59%","-7,49%","-5,44%","10,01%","-18,74%","49,89%","-29,57%","13,71%","14,89%","0,63","-0,48","-1,48","2,94"
6,31/12/2022,"-5,22%","-3,69%","-7,90%","-5,59%","9,33%","-15,97%","50,64%","-26,37%","13,09%","14,24%","0,61","-0,55","-1,55","3,74"
7,30/09/2022,"-10,98%","-7,77%","-16,64%","-11,77%","2,78%","-5,12%","50,61%","-7,44%","26,25%","27,27%","0,69","-0,62","-1,62","1,94"
8,30/06/2022,"-9,99%","-7,11%","-15,14%","-10,77%","0,38%","-0,79%","48,80%","-1,03%","25,69%","26,70%","0,76","-0,56","-1,56","1,66"
9,31/03/2022,"-7,60%","-5,40%","-11,51%","-8,18%","1,92%","-4,15%","47,51%","-5,32%","20,19%","21,24%","0,78","-0,53","-1,53","1,96"
10,31/12/2021,"-8,58%","-5,93%","-13,00%","-8,99%","0,87%","-1,76%","47,67%","-2,41%","21,79%","22,89%","0,73","-0,58","-1,58","2,08"
11,30/09/2021,"-3,36%","-2,32%","-5,09%","-3,51%","3,98%","-7,89%","47,71%","-10,91%","8,51%","9,73%","0,72","-0,54","-1,54","4,87"
12,30/06/2021,"-3,20%","-2,23%","-4,84%","-3,38%","3,86%","-8,98%","49,54%","-12,10%","9,67%","10,60%","0,74","-0,48","-1,48","3,94"
13,31/03/2021,"-3,05%","-2,11%","-4,63%","-3,19%","4,00%","-9,25%","50,10%","-13,23%","9,71%","10,97%","0,70","-0,46","-1,46","3,38"
14,31/12/2020,"-5,58%","-3,86%","-8,45%","-5,85%","3,28%","-7,62%","50,78%","-11,33%","18,15%","19,74%","0,67","-0,50","-1,50","2,20"
15,30/09/2020,"-2,95%","-2,05%","-4,46%","-3,11%","5,07%","-9,98%","47,63%","-22,10%","11,87%","14,21%","0,45","-0,50","-1,50","3,77"
16,30/06/2020,"-2,22%","-1,54%","-3,36%","-2,34%","6,25%","-13,80%","46,14%","-27,81%","9,22%","12,75%","0,50","-0,43","-1,43","3,25"
17,31/03/2020,"-1,84%","-1,25%","-2,79%","-1,90%","7,12%","-16,20%","49,51%","-30,23%","7,14%","10,62%","0,54","-0,43","-1,43","3,52"
18,31/12/2019,"1,74%","1,15%","2,64%","1,74%","9,34%","-19,57%","50,21%","-36,44%","-5,89%","-2,55%","0,54","-0,43","-1,43","-16,85"
19,30/09/2019,"-1,39%","-0,91%","-2,11%","-1,38%","8,69%","-16,56%","48,89%","-28,93%","3,88%","6,69%","0,57","-0,51","-1,51","6,32"
20,30/06/2019,"-5,24%","-3,54%","-7,94%","-5,36%","5,81%","-12,83%","50,45%","-19,71%","16,11%","18,91%","0,65","-0,45","-1,45","2,03"
21,31/03/2019,"-4,61%","-3,05%","-6,98%","-4,63%","6,02%","-13,16%","47,84%","-20,10%","13,69%","16,48%","0,65","-0,44","-1,44","2,31"
22,31/12/2018,"-4,72%","-3,05%","-7,15%","-4,63%","6,55%","-12,68%","46,96%","-21,11%","13,09%","15,82%","0,60","-0,48","-1,48","2,73"
23,30/09/2018,"-2,50%","-1,64%","-3,79%","-2,49%","7,09%","-13,14%","52,65%","-22,17%","6,74%","9,44%","0,59","-0,52","-1,52","5,49"
24,30/06/2018,"1,62%","1,10%","2,45%","1,66%","9,75%","-20,45%","54,99%","-28,90%","-4,37%","-1,88%","0,71","-0,45","-1,45","-19,68"
25,31/03/2018,"1,96%","1,30%","2,98%","1,97%","10,75%","-21,66%","55,13%","-31,02%","-4,99%","-2,55%","0,70","-0,46","-1,46","-14,18"
26,31/12/2017,"1,74%","1,11%","2,64%","1,68%","11,11%","-19,14%","55,56%","-30,53%","-3,91%","-1,55%","0,63","-0,52","-1,52","-24,13"
27,30/09/2017,"0,99%","0,59%","1,51%","0,90%","12,09%","-20,09%","55,14%","-31,72%","-1,94%","0,30%","0,63","-0,54","-1,54","131,27"
28,30/06/2017,"3,95%","2,35%","5,99%","3,56%","15,90%","-27,86%","48,67%","-41,63%","-7,87%","-5,63%","0,67","-0,48","-1,48","-6,09"
29,31/03/2017,"2,64%","1,54%","4,00%","2,33%","17,67%","-30,43%","49,39%","-43,32%","-4,77%","-2,57%","0,70","-0,50","-1,50","-13,76"
30,31/12/2016,"5,11%","2,73%","7,74%","4,14%","18,94%","-27,85%","49,53%","-44,33%","-7,65%","-5,41%","0,63","-0,58","-1,58","-7,76"
31,30/09/2016,"9,79%","4,70%","14,84%","7,11%","23,56%","-30,31%","44,97%","-46,56%","-10,66%","-8,58%","0,65","-0,60","-1,60","-5,03"
32,30/06/2016,"2,69%","1,50%","4,08%","2,27%","17,74%","-27,78%","46,37%","-32,67%","-3,47%","-1,53%","0,85","-0,57","-1,57","-22,04"
33,31/03/2016,"3,46%","1,89%","5,24%","2,86%","15,95%","-24,45%","44,52%","-28,16%","-4,28%","-2,36%","0,87","-0,58","-1,58","-14,26"
34,31/12/2015,"5,23%","2,41%","7,92%","3,65%","15,75%","-19,47%","42,39%","-26,56%","-4,62%","-2,70%","0,73","-0,68","-1,68","-15,21"
35,30/09/2015,"-7,57%","-3,15%","-11,47%","-4,77%","10,14%","-11,23%","46,41%","-15,67%","5,24%","7,05%","0,72","-0,78","-1,78","5,83"
36,30/06/2015,"-13,93%","-7,03%","-21,10%","-10,65%","4,82%","-7,55%","47,71%","-6,76%","11,71%","13,23%","1,12","-0,64","-1,64","1,88"
37,31/03/2015,"-6,13%","-3,44%","-9,29%","-5,20%","10,31%","-16,16%","48,74%","-12,89%","5,25%","6,71%","1,25","-0,65","-1,65","3,13"
38,31/12/2014,"-9,44%","-4,80%","-14,31%","-7,28%","9,78%","-13,58%","49,47%","-12,05%","6,80%","8,29%","1,13","-0,81","-1,81","4,10"
39,30/09/2014,"-3,11%","-1,68%","-4,71%","-2,55%","11,66%","-16,94%","47,87%","-15,47%","2,83%","4,52%","1,10","-0,90","-1,90","9,43"
40,30/06/2014,"8,62%","4,47%","13,06%","6,77%","19,24%","-29,98%","45,64%","-33,05%","-9,29%","-7,04%","0,91","-0,64","-1,64","-6,25"
41,31/03/2014,"0,90%","0,49%","1,37%","0,75%","15,31%","-24,71%","43,56%","-26,97%","-1,10%","1,40%","0,92","-0,64","-1,64","28,04"
42,31/12/2013,"0,99%","0,53%","1,51%","0,80%","17,04%","-22,12%","43,04%","-27,78%","-1,04%","1,48%","0,80","-0,72","-1,72","32,41"
43,30/09/2013,"-2,26%","-1,14%","-3,43%","-1,73%","14,48%","-17,72%","43,10%","-22,16%","2,07%","4,44%","0,80","-0,69","-1,69","6,76"
44,30/06/2013,"1,18%","0,57%","1,79%","0,87%","14,01%","-19,43%","40,46%","-23,76%","-1,11%","1,37%","0,82","-0,64","-1,64","29,67"
45,31/03/2013,"-0,33%","-0,16%","-0,49%","-0,24%","12,32%","-17,42%","41,49%","-20,79%","0,31%","2,73%","0,84","-0,62","-1,62","12,09"
46,31/12/2012,"-0,08%","-0,04%","-0,13%","-0,06%","12,75%","-16,28%","41,31%","-20,29%","0,07%","2,48%","0,80","-0,77","-1,77","14,21"
47,30/09/2012,"12,04%","3,68%","18,24%","5,57%","21,69%","-21,82%","36,80%","-32,17%","-5,54%","-2,90%","0,68","-0,82","-1,82","-13,36"
48,30/06/2012,"9,68%","4,40%","14,67%","6,66%","29,34%","-34,31%","40,37%","-43,00%","-6,54%","-2,90%","0,80","-0,72","-1,72","-16,06"
49,31/03/2012,NA,NA,NA,NA,NA,NA,"40,35%","-45,32%","-8,46%","-5,13%",NA,"-0,71","-1,71","-8,32"
50,31/12/2011,"16,17%","5,97%","24,50%","9,04%","33,88%","-33,64%","39,41%","-45,74%","-8,01%","-4,96%","0,74","-0,78","-1,78","-9,52"
51,30/09/2011,"28,31%","4,17%","42,90%","6,32%","25,28%","-20,09%","33,61%","-35,85%","-4,52%","-2,08%","0,56","-0,99","-1,99","-28,11"
52,30/06/2011,"107,54%","24,46%","162,93%","37,05%","38,74%","-34,70%","33,61%","-57,07%","-30,68%","-28,50%","0,61","-0,86","-1,86","-2,05"
53,31/03/2011,"99,07%","22,50%","150,10%","34,09%","38,01%","-34,70%","35,35%","-55,28%","-29,31%","-27,41%","0,63","-0,90","-1,90","-1,82"
54,31/12/2010,"152,57%","24,88%","231,16%","37,69%","40,17%","-36,75%","38,52%","-56,73%","-30,77%","-29,23%","0,65","-1,01","-2,01","-1,96"
55,30/09/2010,"56,77%","3,59%","86,01%","5,44%","17,26%","-13,38%","53,98%","-35,38%","-6,29%",NA,"0,38","-1,26","-2,26",NA
56,30/06/2010,"73,90%","7,91%","111,97%","11,98%","15,96%","-14,27%","53,03%","-88,87%","-40,47%",NA,"0,16","-1,12","-2,12",NA
57,31/03/2010,"83,36%","5,99%","126,30%","9,07%","9,83%","-8,50%","51,38%","-138,03%","-78,23%",NA,"0,06","-1,10","-2,10",NA
58,31/12/2009,"-79,73%","6,97%","-120,80%","10,56%","30,79%","-23,28%","43,82%","-35,51%","-6,88%",NA,"0,66","-1,09","-2,09",NA
59,30/09/2009,"-24,99%","18,28%","-37,87%","27,69%","38,00%","-19,88%","42,23%","-39,62%","-11,82%",NA,"0,50","-1,29","-2,29",NA
60,30/06/2009,"-24,40%","5,21%","-36,97%","7,89%","41,16%","-28,55%","43,25%","-36,95%","-4,17%",NA,"0,77","-1,12","-2,12",NA
61,31/03/2009,"199,43%","-1,83%","302,17%","-2,77%","31,11%","-22,32%","43,81%","-29,81%","1,91%",NA,"0,75","-1,16","-2,16",NA
62,31/12/2008,"2,65%","-0,63%","4,02%","-0,96%","36,10%","-21,93%","43,82%","-31,19%","0,58%",NA,"0,70","-1,32","-2,32",NA
63,30/09/2008,"24,40%","-10,72%","36,98%","-16,24%","29,05%","-15,21%","46,54%","-21,37%","7,54%",NA,"0,71","-1,91","-2,91",NA
64,30/06/2008,"8,58%","-2,77%","13,00%","-4,19%","34,20%","-20,23%","42,99%","-28,26%","2,35%",NA,"0,72","-1,44","-2,44",NA
65,31/03/2008,"1,49%","-0,61%","2,26%","-0,92%","36,89%","-20,62%","44,51%","-27,12%","0,52%",NA,"0,76","-1,39","-2,39",NA
66,31/12/2007,"6,60%","-3,13%","10,00%","-4,75%","33,63%","-16,58%","44,33%","-23,34%","2,61%",NA,"0,71","-1,65","-2,65",NA
67,30/09/2007,"60,60%","-28,30%","91,82%","-42,87%","-1,56%","0,88%","44,08%","1,49%","29,22%",NA,"0,59","-1,91","-2,91",NA
68,30/06/2007,"67,94%","-26,76%","102,94%","-40,54%","-10,21%","6,02%","42,77%","11,39%","32,76%",NA,"0,53","-1,69","-2,69",NA
69,31/03/2007,"54,61%","-22,65%","82,74%","-34,32%","-5,00%","2,84%","39,86%","5,41%","28,05%",NA,"0,53","-1,79","-2,79",NA
70,31/12/2006,"36,96%","-23,26%","56,00%","-35,24%","-2,10%","0,99%","39,98%","2,00%","26,02%",NA,"0,49","-2,03","-3,03",NA
71,30/09/2006,"-3,05%","17,46%","-4,62%","26,46%","44,21%","-14,68%","49,30%","-39,69%","-5,78%",NA,"0,37","-1,78","-2,78",NA
72,30/06/2006,"-13,78%","52,79%","-20,87%","79,99%","60,62%","-20,19%","43,11%","-66,80%","-31,16%",NA,"0,30","-1,70","-2,70",NA
73,31/03/2006,"-24,59%","344,34%","-37,26%","521,73%","99,87%","-22,94%","48,78%","-80,16%","-55,12%",NA,"0,29","-1,76","-2,76",NA
74,31/12/2005,"-21,71%","-85,17%","-32,89%","-129,05%","241,90%","-22,71%","39,03%","-94,41%","-64,94%",NA,"0,24","-2,12","-3,12",NA
75,30/09/2005,"-19,46%","-53,73%","-29,48%","-81,41%","403,44%","-21,93%","25,76%","-80,50%","-59,13%",NA,"0,27","-3,01","-4,01",NA
76,30/06/2005,"-17,08%","-68,84%","-25,87%","-104,30%","637,02%","-24,95%","33,92%","-56,82%","-33,38%",NA,"0,44","-3,00","-4,00",NA
77,31/03/2005,"-7,63%","-35,03%","-11,57%","-53,08%","967,84%","-19,97%","37,32%","-43,16%","-13,66%",NA,"0,46","-4,35","-5,35",NA
78,31/12/2004,"-8,63%","-18,26%","-13,08%","-27,67%","-205,82%","-19,07%","36,49%","-49,37%","-22,16%",NA,"0,39","-10,65","-11,65",NA
79,30/09/2004,"-2,38%","-5,72%","-3,60%","-8,67%","-196,97%","-11,20%","43,04%","-26,68%","-5,85%",NA,"0,42","-18,40","-19,40",NA
80,30/06/2004,"8,50%","37,23%","12,88%","56,41%","216,44%","-2,92%","56,39%","-4,45%","11,83%",NA,"0,66","-25,53","-26,53",NA
81,31/03/2004,"5,27%","21,44%","7,99%","32,48%","-169,20%","-5,11%","53,01%","-7,77%","6,90%",NA,"0,66","-48,45","-49,45",NA
