,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 636,88 M","R$ 401,87 M","R$ 6,07",66.206.215,0,0,66.206.215,913.795,0,0,913.795,65.292.420,0,65.292.420,221
1,31/03/2024,"R$ 639,09 M","R$ 396,63 M","R$ 5,59",70.906.215,0,0,70.906.215,2.684.201,0,0,2.684.201,68.222.014,0,68.222.014,221
2,31/12/2023,"R$ 665,62 M","R$ 402,68 M","R$ 5,68",70.906.215,0,0,70.906.215,2.323.809,0,0,2.323.809,68.582.406,0,68.582.406,221
3,30/09/2023,"R$ 651,49 M","R$ 380,14 M","R$ 5,36",70.906.215,0,0,70.906.215,1.547.555,0,0,1.547.555,69.358.660,0,69.358.660,221
4,30/06/2023,"R$ 639,36 M","R$ 367,56 M","R$ 5,18",70.906.215,0,0,70.906.215,1.078.183,0,0,1.078.183,69.828.032,0,69.828.032,221
5,31/03/2023,"R$ 621,86 M","R$ 351,24 M","R$ 4,83",72.706.215,0,0,72.706.215,3.462.352,0,0,3.462.352,69.243.863,0,69.243.863,221
6,31/12/2022,"R$ 642,77 M","R$ 364,95 M","R$ 4,90",74.506.215,0,0,74.506.215,972.252,0,0,972.252,73.533.963,0,73.533.963,221
7,30/09/2022,"R$ 631,57 M","R$ 342,79 M","R$ 4,60",74.506.215,0,0,74.506.215,1.822.252,0,0,1.822.252,72.683.963,0,72.683.963,221
8,30/06/2022,"R$ 625,59 M","R$ 336,76 M","R$ 4,40",76.506.215,0,0,76.506.215,2.584.121,0,0,2.584.121,73.922.094,0,73.922.094,221
9,31/03/2022,"R$ 625,63 M","R$ 322,79 M","R$ 4,11",78.506.215,0,0,78.506.215,4.730.280,0,0,4.730.280,73.775.935,0,73.775.935,221
10,31/12/2021,"R$ 642,73 M","R$ 329,01 M","R$ 4,19",78.506.215,0,0,78.506.215,4.980.646,0,0,4.980.646,73.525.569,0,73.525.569,221
11,30/09/2021,"R$ 644,66 M","R$ 323,23 M","R$ 4,12",78.506.215,0,0,78.506.215,4.004.000,0,0,4.004.000,74.502.215,0,74.502.215,221
12,30/06/2021,"R$ 624,39 M","R$ 321,25 M","R$ 4,09",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
13,31/03/2021,"R$ 603,67 M","R$ 312,80 M","R$ 3,98",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
14,31/12/2020,"R$ 598,82 M","R$ 316,30 M","R$ 4,03",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
15,30/09/2020,"R$ 636,54 M","R$ 313,47 M","R$ 3,99",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
16,30/06/2020,"R$ 651,38 M","R$ 309,60 M","R$ 3,94",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
17,31/03/2020,"R$ 677,83 M","R$ 326,95 M","R$ 4,16",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
18,31/12/2019,"R$ 676,09 M","R$ 344,49 M","R$ 4,39",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
19,30/09/2019,"R$ 783,53 M","R$ 417,92 M","R$ 5,32",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
20,30/06/2019,"R$ 707,34 M","R$ 420,06 M","R$ 5,35",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
21,31/03/2019,"R$ 760,77 M","R$ 456,16 M","R$ 5,81",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
22,31/12/2018,"R$ 792,47 M","R$ 465,69 M","R$ 5,93",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
23,30/09/2018,"R$ 764,24 M","R$ 453,87 M","R$ 5,78",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
24,30/06/2018,"R$ 756,97 M","R$ 457,22 M","R$ 5,82",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
25,31/03/2018,"R$ 710,85 M","R$ 449,35 M","R$ 5,72",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
26,31/12/2017,"R$ 714,87 M","R$ 463,95 M","R$ 5,91",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
27,30/09/2017,"R$ 711,42 M","R$ 449,00 M","R$ 5,72",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
28,30/06/2017,"R$ 752,29 M","R$ 455,54 M","R$ 5,80",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
29,31/03/2017,"R$ 739,05 M","R$ 450,97 M","R$ 5,74",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
30,31/12/2016,"R$ 742,51 M","R$ 463,77 M","R$ 5,91",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
31,30/09/2016,"R$ 779,63 M","R$ 442,29 M","R$ 5,63",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
32,30/06/2016,"R$ 750,62 M","R$ 447,46 M","R$ 5,70",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
33,31/03/2016,"R$ 748,81 M","R$ 451,75 M","R$ 5,75",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
34,31/12/2015,"R$ 776,17 M","R$ 462,71 M","R$ 5,89",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
35,30/09/2015,"R$ 810,59 M","R$ 462,38 M","R$ 5,89",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
36,30/06/2015,"R$ 796,94 M","R$ 478,41 M","R$ 6,09",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
37,31/03/2015,"R$ 817,40 M","R$ 465,78 M","R$ 5,93",78.506.215,0,0,78.506.215,1.207.800,0,0,1.207.800,77.298.415,0,77.298.415,221
38,31/12/2014,"R$ 796,71 M","R$ 461,88 M","R$ 5,88",78.506.215,0,0,78.506.215,1.131.800,0,0,1.131.800,77.374.415,0,77.374.415,221
39,30/09/2014,"R$ 811,92 M","R$ 452,71 M","R$ 5,77",78.506.215,0,0,78.506.215,263.000,0,0,263.000,78.243.215,0,78.243.215,221
40,30/06/2014,"R$ 789,91 M","R$ 444,67 M","R$ 5,70",77.964.577,0,0,77.964.577,0,0,0,0,77.964.577,0,77.964.577,221
41,31/03/2014,"R$ 815,39 M","R$ 439,70 M","R$ 5,66",77.749.055,0,0,77.749.055,0,0,0,0,77.749.055,0,77.749.055,221
42,31/12/2013,"R$ 831,95 M","R$ 442,42 M","R$ 5,70",77.636.196,0,0,77.636.196,0,0,0,0,77.636.196,0,77.636.196,221
43,30/09/2013,"R$ 797,02 M","R$ 417,59 M","R$ 5,38",77.636.196,0,0,77.636.196,0,0,0,0,77.636.196,0,77.636.196,221
44,30/06/2013,"R$ 755,45 M","R$ 409,15 M","R$ 5,27",77.636.196,0,0,77.636.196,0,0,0,0,77.636.196,0,77.636.196,221
45,31/03/2013,"R$ 773,93 M","R$ 401,42 M","R$ 5,20",77.183.412,0,0,77.183.412,0,0,0,0,77.183.412,0,77.183.412,221
46,31/12/2012,"R$ 505,25 M","R$ 407,78 M","R$ 5,28",77.183.412,0,0,77.183.412,0,0,0,0,77.183.412,0,77.183.412,221
47,30/09/2012,"R$ 492,50 M","R$ 397,52 M","R$ 5,15",77.183.412,0,0,77.183.412,0,0,0,0,77.183.412,0,77.183.412,221
48,30/06/2012,"R$ 468,11 M","R$ 384,02 M","R$ 4,98",77.094.076,0,0,77.094.076,0,0,0,0,77.094.076,0,77.094.076,221
49,31/03/2012,"R$ 473,98 M","R$ 378,04 M","R$ 4,96",76.175.206,0,0,76.175.206,0,0,0,0,76.175.206,0,76.175.206,221
50,31/12/2011,"R$ 463,59 M","R$ 366,81 M","R$ 4,82",76.175.206,0,0,76.175.206,0,0,0,0,76.175.206,0,76.175.206,221
51,30/09/2011,"R$ 437,26 M","R$ 333,26 M","R$ 4,37",76.175.206,0,0,76.175.206,0,0,0,0,76.175.206,0,76.175.206,221
52,30/06/2011,"R$ 369,28 M","R$ 150,33 M","R$ 2,30",65.229.260,0,0,65.229.260,0,0,0,0,65.229.260,0,65.229.260,221
53,31/03/2011,"R$ 343,65 mil","R$ 138,27 mil","R$ 0,00",128.591.827,0,0,128.591.827,0,0,0,0,128.591.827,0,128.591.827,221
54,31/12/2010,"R$ 332,50 M","R$ 132,50 M","R$ 1,03",128.591.827,0,0,128.591.827,0,0,0,0,128.591.827,0,128.591.827,221
