,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 26,13 M","- R$ 5,71 M","- R$ 20,13 M","R$ 291,00 mil",192
1,31/03/2024,"- R$ 67,43 M","R$ 7,55 M","R$ 17,28 M","- R$ 42,59 M",192
2,31/12/2023,"- R$ 55,16 M","R$ 37,44 M","R$ 100,20 M","R$ 82,48 M",192
3,30/09/2023,"- R$ 38,55 M","- R$ 33,91 M","R$ 53,71 M","- R$ 18,75 M",192
4,30/06/2023,"- R$ 46,53 M","- R$ 15,64 M","R$ 49,35 M","- R$ 12,81 M",192
5,31/03/2023,"- R$ 11,22 M","R$ 3,77 M","R$ 23,46 M","R$ 16,02 M",192
6,31/12/2022,"R$ 13,30 M","- R$ 24,54 M","R$ 22,24 M","R$ 11,00 M",192
7,30/09/2022,"R$ 20,25 M","- R$ 20,10 M","R$ 29,97 M","R$ 30,13 M",192
8,30/06/2022,"R$ 18,41 M","- R$ 6,38 M","- R$ 2,32 M","R$ 9,71 M",192
9,31/03/2022,"R$ 26,00 M","R$ 37,85 M","- R$ 38,40 M","R$ 25,45 M",192
10,31/12/2021,"R$ 17,27 M","- R$ 1,39 M","- R$ 18,60 M","- R$ 2,72 M",192
11,30/09/2021,"R$ 30,04 M","- R$ 12,28 M","R$ 920,00 mil","R$ 18,68 M",192
12,30/06/2021,"R$ 29,50 M","R$ 49,07 M","- R$ 11,73 M","R$ 66,84 M",192
13,31/03/2021,"R$ 31,53 M","- R$ 47,65 M","- R$ 2,33 M","- R$ 18,45 M",192
14,31/12/2020,"R$ 62,25 M","- R$ 7,83 M","- R$ 47,43 M","R$ 6,99 M",192
15,30/09/2020,"R$ 79,24 M","R$ 18,35 M","- R$ 59,91 M","R$ 37,67 M",192
16,30/06/2020,"R$ 4,47 M","R$ 5,43 M","- R$ 15,72 M","- R$ 5,81 M",192
17,31/03/2020,"- R$ 9,39 M","- R$ 102,76 M","R$ 108,68 M","- R$ 3,48 M",192
