,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"12,70%","17,12%","19,24%","25,94%","21,94%","8,26%","51,79%","16,81%","32,48%","47,84%","0,49","2,74","1,74","1,14"
1,30/06/2024,"13,22%","18,12%","20,03%","27,45%","21,25%","7,95%","52,24%","15,78%","33,01%","48,59%","0,50","2,83","1,83","1,19"
2,31/03/2024,"13,74%","18,41%","20,82%","27,89%","27,39%","11,26%","52,45%","22,45%","35,29%","51,09%","0,50","2,62","1,62","1,00"
3,31/12/2023,"15,56%","20,77%","23,57%","31,47%","34,37%","12,76%","52,72%","24,34%","36,98%","51,83%","0,52","2,76","1,76","0,91"
4,30/09/2023,"16,71%","21,33%","25,33%","32,31%","36,75%","14,45%","51,08%","25,53%","38,69%","52,68%","0,57","2,66","1,66","0,87"
5,30/06/2023,"19,85%","25,55%","30,07%","38,72%","38,09%","15,56%","50,63%","26,89%","40,34%","53,07%","0,58","2,67","1,67","0,74"
6,31/03/2023,"23,46%","30,28%","35,55%","45,88%","41,90%","18,22%","52,08%","28,48%","45,26%","56,91%","0,64","2,43","1,43","0,60"
7,31/12/2022,"23,88%","29,57%","36,18%","44,81%","48,62%","19,36%","52,10%","29,37%","45,89%","57,60%","0,66","2,69","1,69","0,65"
8,30/09/2022,"24,03%","30,69%","36,41%","46,50%","47,82%","18,11%","51,31%","28,61%","47,78%","59,84%","0,63","2,54","1,54","0,73"
9,30/06/2022,"25,53%","30,24%","38,68%","45,82%","45,37%","17,16%","50,89%","28,42%","50,42%","63,37%","0,60","2,45","1,45","0,54"
10,31/03/2022,"20,57%","24,62%","31,17%","37,31%","47,88%","15,03%","49,27%","29,53%","47,69%","61,75%","0,51","2,30","1,30","0,62"
11,31/12/2021,"18,21%","21,74%","27,60%","32,94%","34,59%","10,80%","48,52%","23,56%","46,58%","61,99%","0,46","2,51","1,51","0,96"
