,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"7,73%","7,76%","11,72%","11,75%","-3,75%","-0,83%","26,65%","-1,59%","12,95%","21,17%","0,52","6,65","5,65","3,82"
1,31/03/2024,"7,20%","7,15%","10,91%","10,83%","0,10%","0,02%","24,89%","0,04%","11,84%","19,75%","0,51","5,31","4,31","3,64"
2,31/12/2023,"7,56%","7,07%","11,45%","10,71%","-1,63%","-0,37%","26,33%","-0,70%","11,42%","18,84%","0,53","5,23","4,23","3,37"
3,30/09/2023,"6,80%","6,84%","10,30%","10,36%","-4,17%","-1,07%","25,98%","-1,98%","10,23%","17,68%","0,54","4,98","3,98","3,59"
4,30/06/2023,"6,59%","6,48%","9,99%","9,82%","-2,79%","-0,77%","25,51%","-1,34%","9,10%","16,24%","0,58","4,54","3,54","4,12"
5,31/03/2023,"7,79%","7,80%","11,81%","11,82%","-2,64%","-0,77%","27,49%","-1,32%","10,63%","17,49%","0,58","4,50","3,50","3,73"
6,31/12/2022,"14,00%","13,94%","21,21%","21,12%","7,65%","1,96%","30,00%","3,50%","17,23%","23,70%","0,56","4,38","3,38","2,75"
7,30/09/2022,"17,08%","17,21%","25,88%","26,08%","12,08%","3,21%","31,61%","5,60%","20,71%","26,84%","0,57","3,91","2,91","1,95"
8,30/06/2022,"21,49%","22,12%","32,56%","33,51%","15,92%","4,35%","36,21%","8,05%","26,97%","32,84%","0,54","3,61","2,61","1,41"
9,31/03/2022,"31,43%","32,25%","47,63%","48,87%","48,28%","9,97%","43,59%","14,54%","35,42%","40,41%","0,69","3,43","2,43","0,91"
