,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 43,72 B","R$ 11,65 B","R$ 5,66 B","- R$ 3,59 B","R$ 9,26 B","- R$ 693,89 M","- R$ 0,52"
1,31/03/2024,"R$ 43,83 B","R$ 10,91 B","R$ 5,19 B","- R$ 3,47 B","R$ 8,66 B","R$ 18,49 M","R$ 0,01"
2,31/12/2023,"R$ 45,44 B","R$ 11,96 B","R$ 5,19 B","- R$ 3,37 B","R$ 8,56 B","- R$ 318,21 M","- R$ 0,24"
3,30/09/2023,"R$ 44,56 B","R$ 11,58 B","R$ 4,56 B","- R$ 3,32 B","R$ 7,88 B","- R$ 880,33 M","- R$ 0,66"
4,30/06/2023,"R$ 44,33 B","R$ 11,31 B","R$ 4,04 B","- R$ 3,16 B","R$ 7,20 B","- R$ 592,46 M","- R$ 0,45"
5,31/03/2023,"R$ 43,91 B","R$ 12,07 B","R$ 4,67 B","- R$ 3,02 B","R$ 7,68 B","- R$ 578,74 M","- R$ 0,44"
6,31/12/2022,"R$ 44,36 B","R$ 13,31 B","R$ 7,64 B","- R$ 2,87 B","R$ 10,51 B","R$ 1,55 B","R$ 1,17"
7,30/09/2022,"R$ 43,59 B","R$ 13,78 B","R$ 9,03 B","- R$ 2,67 B","R$ 11,70 B","R$ 2,44 B","R$ 1,84"
8,30/06/2022,"R$ 42,94 B","R$ 15,55 B","R$ 11,58 B","- R$ 2,52 B","R$ 14,10 B","R$ 3,46 B","R$ 2,61"
9,31/03/2022,"R$ 47,77 B","R$ 20,82 B","R$ 16,92 B","- R$ 2,39 B","R$ 19,30 B","R$ 6,95 B","R$ 5,01"
10,31/12/2021,"R$ 47,91 B","R$ 22,07 B","R$ 20,54 B","- R$ 2,21 B","R$ 22,75 B","R$ 12,26 B","R$ 8,83"
11,30/09/2021,"R$ 47,35 B","R$ 22,52 B","R$ 20,87 B","- R$ 2,71 B","R$ 23,58 B","R$ 15,08 B","R$ 10,87"
12,30/06/2021,"R$ 45,81 B","R$ 21,79 B","R$ 19,35 B","- R$ 2,64 B","R$ 21,99 B","R$ 15,02 B","R$ 10,82"
13,31/03/2021,"R$ 36,64 B","R$ 15,36 B","R$ 12,80 B","- R$ 2,56 B","R$ 15,36 B","R$ 10,40 B","R$ 7,49"
14,31/12/2020,"R$ 30,06 B","R$ 10,94 B","R$ 5,71 B","- R$ 2,52 B","R$ 8,23 B","R$ 3,79 B","R$ 2,73"
15,30/09/2020,"R$ 26,79 B","R$ 8,84 B","R$ 3,77 B","- R$ 1,83 B","R$ 5,59 B","R$ 1,11 B","R$ 0,80"
16,30/06/2020,"R$ 24,09 B","R$ 6,89 B","R$ 1,88 B","- R$ 1,72 B","R$ 3,60 B","- R$ 964,12 M","- R$ 0,69"
17,31/03/2020,"R$ 24,77 B","R$ 7,51 B","R$ 2,46 B","- R$ 1,63 B","R$ 4,08 B","R$ 435,79 M","R$ 0,31"
18,31/12/2019,"R$ 25,44 B","R$ 8,17 B","R$ 3,54 B","- R$ 1,52 B","R$ 5,06 B","R$ 1,79 B","R$ 1,29"
19,30/09/2019,"R$ 24,96 B","R$ 8,13 B","R$ 3,93 B","- R$ 1,38 B","R$ 5,31 B","R$ 2,46 B","R$ 1,78"
20,30/06/2019,"R$ 25,12 B","R$ 8,36 B","R$ 5,08 B","- R$ 1,32 B","R$ 6,39 B","R$ 4,18 B","R$ 3,01"
21,31/03/2019,"R$ 23,91 B","R$ 7,47 B","R$ 5,49 B","- R$ 1,29 B","R$ 6,77 B","R$ 3,59 B","R$ 2,59"
22,31/12/2018,"R$ 22,97 B","R$ 6,86 B","R$ 6,95 B","- R$ 1,27 B","R$ 8,22 B","R$ 5,07 B","R$ 3,66"
23,30/09/2018,"R$ 21,91 B","R$ 6,22 B","R$ 6,83 B","- R$ 1,29 B","R$ 8,12 B","R$ 3,71 B","R$ 2,67"
24,30/06/2018,"R$ 20,56 B","R$ 5,57 B","R$ 6,08 B","- R$ 1,33 B","R$ 7,41 B","R$ 3,22 B","R$ 2,32"
25,31/03/2018,"R$ 19,18 B","R$ 4,99 B","R$ 4,87 B","- R$ 1,37 B","R$ 6,24 B","R$ 1,40 B","R$ 1,01"
26,31/12/2017,"R$ 18,52 B","R$ 4,93 B","R$ 2,98 B","- R$ 1,45 B","R$ 4,44 B","R$ 10,27 M","R$ 0,01"
27,30/09/2017,"R$ 18,05 B","R$ 4,86 B","R$ 2,40 B","- R$ 1,49 B","R$ 3,89 B","- R$ 429,46 M","- R$ 0,31"
28,30/06/2017,"R$ 17,71 B","R$ 4,96 B","R$ 2,55 B","- R$ 1,46 B","R$ 4,00 B","- R$ 754,17 M","- R$ 0,54"
29,31/03/2017,"R$ 17,56 B","R$ 4,90 B","R$ 2,48 B","- R$ 1,40 B","R$ 3,88 B","- R$ 63,93 M","- R$ 0,05"
30,31/12/2016,"R$ 17,15 B","R$ 4,51 B","R$ 1,95 B","- R$ 1,32 B","R$ 3,27 B","- R$ 934,75 M","- R$ 0,67"
31,30/09/2016,"R$ 16,35 B","R$ 3,93 B","R$ 4,40 B","- R$ 1,28 B","R$ 5,68 B","R$ 1,52 B","R$ 1,10"
32,30/06/2016,"R$ 15,83 B","R$ 3,56 B","R$ 4,77 B","- R$ 1,25 B","R$ 6,02 B","R$ 1,09 B","R$ 0,78"
33,31/03/2016,"R$ 15,33 B","R$ 3,47 B","R$ 4,65 B","- R$ 1,23 B","R$ 5,88 B","R$ 440,55 M","R$ 0,32"
34,31/12/2015,"R$ 15,33 B","R$ 3,53 B","R$ 5,18 B","- R$ 1,18 B","R$ 6,35 B","R$ 1,62 B","R$ 1,17"
35,30/09/2015,"R$ 15,47 B","R$ 3,69 B","R$ 2,52 B","- R$ 1,20 B","R$ 3,72 B","- R$ 686,89 M","- R$ 0,50"
36,30/06/2015,"R$ 15,40 B","R$ 3,72 B","R$ 2,06 B","- R$ 1,24 B","R$ 3,30 B","- R$ 404,48 M","- R$ 0,29"
37,31/03/2015,"R$ 15,77 B","R$ 4,18 B","R$ 2,76 B","- R$ 1,26 B","R$ 4,02 B","R$ 231,50 M","R$ 0,17"
38,31/12/2014,"R$ 16,13 B","R$ 4,53 B","R$ 2,82 B","- R$ 1,28 B","R$ 4,10 B","- R$ 105,22 M","- R$ 0,08"
39,30/09/2014,"R$ 17,26 B","R$ 5,27 B","R$ 3,15 B","- R$ 1,22 B","R$ 4,37 B","- R$ 685,51 M","- R$ 0,49"
40,30/06/2014,"R$ 18,03 B","R$ 5,70 B","R$ 3,59 B","- R$ 1,18 B","R$ 4,77 B","R$ 64,28 M","R$ 0,04"
41,31/03/2014,"R$ 18,04 B","R$ 5,44 B","R$ 3,54 B","- R$ 1,16 B","R$ 4,69 B","R$ 537,03 M","R$ 0,37"
42,31/12/2013,"R$ 17,31 B","R$ 4,89 B","R$ 3,12 B","- R$ 1,16 B","R$ 4,28 B","R$ 509,03 M","R$ 0,35"
43,30/09/2013,"R$ 18,47 B","R$ 5,22 B","R$ 2,97 B","- R$ 1,31 B","R$ 4,28 B","R$ 1,35 B","R$ 0,93"
44,30/06/2013,"R$ 17,60 B","R$ 4,76 B","R$ 2,44 B","- R$ 1,29 B","R$ 3,73 B","R$ 1,02 B","R$ 0,70"
45,31/03/2013,"R$ 17,10 B","R$ 4,60 B","R$ 344,15 M","- R$ 1,27 B","R$ 1,61 B","- R$ 503,48 M","- R$ 0,35"
46,31/12/2012,"R$ 16,90 B","R$ 4,82 B","R$ 641,70 M","- R$ 1,23 B","R$ 1,87 B","- R$ 420,11 M","- R$ 0,29"
47,30/09/2012,"R$ 16,47 B","R$ 5,07 B","R$ 1,02 B","- R$ 1,15 B","R$ 2,16 B","R$ 79,89 M","R$ 0,05"
48,30/06/2012,"R$ 16,44 B","R$ 5,63 B","R$ 1,69 B","- R$ 1,06 B","R$ 2,76 B","R$ 1,03 B","R$ 0,71"
49,31/03/2012,"R$ 16,63 B","R$ 6,31 B","R$ 5,28 B","- R$ 1,02 B","R$ 6,30 B","R$ 3,20 B","R$ 2,19"
50,31/12/2011,"R$ 16,52 B","R$ 6,72 B","R$ 5,76 B","- R$ 948,25 M","R$ 6,71 B","R$ 3,71 B","R$ 2,54"
51,30/09/2011,"R$ 15,80 B","R$ 6,78 B","R$ 5,72 B","- R$ 892,27 M","R$ 6,61 B","R$ 3,33 B","R$ 2,28"
52,30/06/2011,"R$ 15,51 B","R$ 6,86 B","R$ 5,89 B","- R$ 873,68 M","R$ 6,76 B","R$ 2,94 B","R$ 1,99"
53,31/03/2011,"R$ 15,05 B","R$ 6,92 B","R$ 5,23 B","- R$ 825,39 M","R$ 6,06 B","R$ 2,68 B","R$ 1,81"
54,31/12/2010,"R$ 14,45 B","R$ 6,76 B","R$ 5,00 B","- R$ 806,17 M","R$ 5,80 B","R$ 2,52 B","R$ 1,70"
55,30/09/2010,"R$ 14,06 B","R$ 6,80 B","R$ 5,10 B",NA,NA,"R$ 2,79 B","R$ 1,85"
56,30/06/2010,"R$ 13,10 B","R$ 5,95 B","R$ 5,06 B",NA,NA,"R$ 3,21 B","R$ 2,13"
57,31/03/2010,"R$ 11,72 B","R$ 4,84 B","R$ 4,00 B",NA,NA,"R$ 2,67 B","R$ 1,77"
58,31/12/2009,"R$ 10,98 B","R$ 4,19 B","R$ 3,54 B",NA,NA,"R$ 2,60 B","R$ 3,44"
59,30/09/2009,"R$ 11,31 B","R$ 4,79 B","R$ 8,06 B",NA,NA,"R$ 5,79 B","R$ 7,67"
60,30/06/2009,"R$ 12,35 B","R$ 5,74 B","R$ 8,29 B",NA,NA,"R$ 4,68 B","R$ 5,90"
61,31/03/2009,"R$ 13,42 B","R$ 6,60 B","R$ 9,16 B",NA,NA,"R$ 5,38 B","R$ 6,78"
62,31/12/2008,"R$ 14,00 B","R$ 7,03 B","R$ 9,51 B",NA,NA,"R$ 5,77 B","R$ 7,28"
63,30/09/2008,"R$ 13,63 B","R$ 6,24 B","R$ 4,63 B",NA,NA,"R$ 2,35 B","R$ 2,92"
64,30/06/2008,"R$ 12,57 B","R$ 5,39 B","R$ 3,84 B",NA,NA,"R$ 3,01 B","R$ 3,74"
65,31/03/2008,"R$ 11,99 B","R$ 4,98 B","R$ 3,47 B",NA,NA,"R$ 2,93 B","R$ 3,64"
66,31/12/2007,"R$ 11,44 B","R$ 4,77 B","R$ 3,62 B",NA,NA,"R$ 2,92 B","R$ 10,74"
67,30/09/2007,"R$ 11,00 B","R$ 4,54 B","R$ 3,27 B",NA,NA,"R$ 2,50 B","R$ 9,18"
68,30/06/2007,"R$ 10,63 B","R$ 4,18 B","R$ 3,18 B",NA,NA,"R$ 2,13 B","R$ 7,84"
69,31/03/2007,"R$ 9,57 B","R$ 3,32 B","R$ 2,92 B",NA,NA,"R$ 1,59 B","R$ 5,84"
70,31/12/2006,"R$ 9,04 B","R$ 3,05 B","R$ 2,59 B",NA,NA,"R$ 1,17 B","R$ 4,29"
71,30/09/2006,"R$ 8,87 B","R$ 3,15 B","R$ 2,87 B",NA,NA,"R$ 1,44 B","R$ 5,28"
72,30/06/2006,"R$ 8,50 B","R$ 3,14 B","R$ 2,87 B",NA,NA,"R$ 1,62 B","R$ 5,95"
73,31/03/2006,"R$ 9,13 B","R$ 3,92 B","R$ 3,19 B",NA,NA,"R$ 1,63 B","R$ 5,99"
74,31/12/2005,"R$ 10,04 B","R$ 4,57 B","R$ 3,64 B",NA,NA,"R$ 2,01 B","R$ 7,37"
75,30/09/2005,"R$ 10,22 B","R$ 4,93 B","R$ 3,86 B",NA,NA,"R$ 2,18 B","R$ 8,03"
76,30/06/2005,"R$ 10,78 B","R$ 5,37 B","R$ 4,16 B",NA,NA,"R$ 2,36 B","R$ 8,23"
77,31/03/2005,"R$ 10,80 B","R$ 5,34 B","R$ 4,18 B",NA,NA,"R$ 2,37 B","R$ 8,24"
78,31/12/2004,"R$ 9,80 B","R$ 4,80 B","R$ 3,73 B",NA,NA,"R$ 1,98 B","R$ 6,91"
79,30/09/2004,"R$ 9,23 B","R$ 4,18 B","R$ 3,09 B",NA,NA,"R$ 1,77 B","R$ 6,16"
80,30/06/2004,"R$ 8,23 B","R$ 3,61 B","R$ 2,52 B",NA,NA,"R$ 1,27 B","R$ 4,44"
81,31/03/2004,"R$ 7,26 B","R$ 3,16 B","R$ 2,16 B",NA,NA,"R$ 967,75 M","R$ 0,01"
82,31/12/2003,"R$ 6,98 B","R$ 3,14 B","R$ 2,11 B",NA,NA,"R$ 1,03 B","R$ 0,01"
83,30/09/2003,"R$ 6,66 B","R$ 3,24 B","- R$ 505,96 M",NA,NA,"R$ 1,10 B","R$ 0,02"
84,30/06/2003,"R$ 6,19 B","R$ 3,14 B","- R$ 677,65 M",NA,NA,"R$ 725,99 M","R$ 0,01"
85,31/03/2003,"R$ 5,71 B","R$ 2,85 B","- R$ 722,72 M",NA,NA,"R$ 399,68 M","R$ 0,01"
86,31/12/2002,"R$ 5,17 B","R$ 2,42 B","- R$ 1,46 B",NA,NA,"- R$ 194,68 M","- R$ 0,00"
87,30/09/2002,"R$ 4,54 B","R$ 2,01 B","- R$ 2,34 B",NA,NA,"- R$ 699,33 M","- R$ 0,01"
88,30/06/2002,"R$ 4,27 B","R$ 1,83 B","R$ 161,23 M",NA,NA,"R$ 78,68 M","R$ 0,00"
89,31/03/2002,"R$ 4,09 B","R$ 1,72 B","R$ 1,01 B",NA,NA,"R$ 298,60 M","R$ 0,00"
90,31/12/2001,"R$ 3,98 B","R$ 1,70 B","R$ 661,91 M",NA,NA,"R$ 299,83 M","R$ 0,00"
91,30/09/2001,"R$ 3,82 B","R$ 1,58 B","R$ 2,12 B",NA,NA,"R$ 1,99 B","R$ 0,03"
92,31/12/2000,"R$ 3,47 B","R$ 1,37 B","R$ 2,18 B",NA,NA,"R$ 1,78 B","R$ 0,02"
93,30/09/2000,"R$ 3,17 B","R$ 1,21 B","R$ 866,21 M",NA,NA,"R$ 509,94 M","R$ 0,01"
94,30/06/2000,"R$ 3,08 B","R$ 1,15 B","R$ 469,47 M",NA,NA,"R$ 293,48 M","R$ 0,00"
95,31/03/2000,"R$ 2,90 B","R$ 1,06 B","R$ 355,32 M",NA,NA,"R$ 308,38 M","R$ 0,00"
