,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,25 B","- R$ 1,27 B","- R$ 210,49 M","R$ 687,01 M"
1,31/03/2024,"- R$ 616,09 M","- R$ 834,50 M","R$ 271,60 M","- R$ 1,19 B"
2,31/12/2023,"R$ 1,65 B","- R$ 1,77 B","R$ 865,01 M","R$ 743,60 M"
3,30/09/2023,"R$ 3,97 B","- R$ 1,19 B","R$ 553,05 M","R$ 3,33 B"
4,30/06/2023,"R$ 1,11 B","- R$ 792,70 M","- R$ 2,06 B","- R$ 1,70 B"
5,31/03/2023,"R$ 554,10 M","- R$ 838,39 M","R$ 1,96 B","R$ 1,68 B"
6,31/12/2022,"- R$ 88,75 M","- R$ 3,89 B","R$ 1,67 B","- R$ 2,33 B"
7,30/09/2022,"R$ 3,12 B","- R$ 5,17 B","R$ 1,44 B","- R$ 604,32 M"
8,30/06/2022,"R$ 2,88 B","- R$ 1,47 B","R$ 239,57 M","R$ 1,62 B"
9,31/03/2022,"- R$ 3,86 B","- R$ 928,35 M","R$ 1,40 B","- R$ 3,35 B"
10,31/12/2021,"R$ 1,34 B","- R$ 770,76 M","R$ 826,28 M","R$ 1,39 B"
11,30/09/2021,"R$ 5,21 B","- R$ 2,05 B","- R$ 9,64 B","- R$ 6,50 B"
12,30/06/2021,"R$ 4,79 B","R$ 529,10 M","R$ 2,50 B","R$ 7,85 B"
13,31/03/2021,"R$ 3,46 B","R$ 2,74 B","- R$ 2,21 B","R$ 3,96 B"
14,31/12/2020,"R$ 3,99 B","- R$ 515,44 M","R$ 742,88 M","R$ 4,22 B"
15,30/09/2020,"R$ 3,62 B","- R$ 523,76 M","- R$ 1,58 B","R$ 1,51 B"
16,30/06/2020,"R$ 1,50 B","- R$ 419,61 M","- R$ 136,02 M","R$ 932,41 M"
17,31/03/2020,"R$ 466,93 M","- R$ 404,85 M","R$ 2,16 B","R$ 2,19 B"
18,31/12/2019,"R$ 1,11 B","- R$ 919,84 M","- R$ 999,08 M","- R$ 806,91 M"
19,30/09/2019,"R$ 1,84 B","- R$ 688,11 M","- R$ 1,40 B","- R$ 258,77 M"
20,30/06/2019,"R$ 738,59 M","- R$ 407,67 M","- R$ 878,62 M","- R$ 547,45 M"
21,31/03/2019,"R$ 1,19 B","- R$ 220,75 M","- R$ 514,82 M","R$ 454,07 M"
22,31/12/2018,"R$ 609,55 M","- R$ 623,59 M","- R$ 743,17 M","- R$ 747,24 M"
23,30/09/2018,"R$ 801,49 M","- R$ 462,66 M","- R$ 848,32 M","- R$ 516,09 M"
24,30/06/2018,"R$ 337,85 M","R$ 1,20 B","- R$ 242,63 M","R$ 1,28 B"
25,31/03/2018,"R$ 459,22 M","- R$ 213,57 M","- R$ 1,42 B","- R$ 1,18 B"
26,31/12/2017,"R$ 477,68 M","- R$ 363,38 M","- R$ 94,28 M","R$ 30,14 M"
27,30/09/2017,"R$ 585,41 M","- R$ 297,95 M","- R$ 500,34 M","- R$ 209,91 M"
28,30/06/2017,"- R$ 386,72 M","- R$ 234,50 M","- R$ 92,62 M","- R$ 724,46 M"
29,31/03/2017,"- R$ 104,52 M","- R$ 153,39 M","- R$ 306,52 M","- R$ 555,37 M"
30,31/12/2016,"R$ 501,80 M","- R$ 572,08 M","- R$ 128,35 M","- R$ 220,21 M"
31,30/09/2016,"R$ 505,07 M","- R$ 445,59 M","- R$ 83,22 M","- R$ 47,67 M"
32,30/06/2016,"R$ 208,50 M","- R$ 367,58 M","- R$ 232,97 M","- R$ 369,03 M"
33,31/03/2016,"- R$ 939,45 M","- R$ 919,93 M","- R$ 438,47 M","- R$ 2,35 B"
34,31/12/2015,"R$ 3,89 B","- R$ 2,65 B","- R$ 1,04 B","R$ 261,69 M"
35,30/09/2015,"R$ 179,69 M","- R$ 399,15 M","- R$ 26,73 M","- R$ 245,07 M"
36,30/06/2015,"- R$ 640,74 M","- R$ 227,57 M","- R$ 170,12 M","- R$ 1,23 B"
37,31/03/2015,"R$ 1,64 B","R$ 413,49 M","- R$ 1,85 B","R$ 384,76 M"
38,31/12/2014,"R$ 587,95 M","- R$ 417,88 M","- R$ 124,28 M","- R$ 285,34 M"
39,30/09/2014,"R$ 183,89 M","- R$ 610,93 M","- R$ 405,39 M","- R$ 48,61 M"
40,30/06/2014,"R$ 183,89 M","- R$ 610,93 M","- R$ 405,39 M","- R$ 48,61 M"
41,31/03/2014,"R$ 576,22 M","- R$ 135,75 M","- R$ 104,99 M","R$ 4,70 M"
42,31/12/2013,"R$ 796,84 M","- R$ 799,13 M","- R$ 1,47 B","- R$ 1,15 B"
43,30/09/2013,"R$ 608,40 M","- R$ 727,14 M","- R$ 574,06 M","- R$ 1,13 B"
44,30/06/2013,"R$ 1,01 B","- R$ 486,49 M","R$ 211,67 M","R$ 940,73 M"
45,31/03/2013,"- R$ 215,77 M","- R$ 233,06 M","- R$ 49,45 M","- R$ 559,68 M"
