,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 19/09/2024,"8,16","1,32","3,85","4,52","0,97","R$ 1,33 B","10,08%",304
1,30/06/2024,"8,58","1,39","4,05","4,76","1,02","R$ 1,36 B","9,58%",304
2,31/03/2024,"10,65","1,77","5,24","7,44","1,25","R$ 1,71 B","7,36%",304
3,31/12/2023,"7,70","1,40","4,01","5,81","1,00","R$ 1,44 B","13,53%",304
4,30/09/2023,"5,74","1,07","3,89","5,05","0,77","R$ 1,14 B","9,61%",304
5,30/06/2023,"5,10","0,96","3,38","7,17","0,68","R$ 1,00 B","11,19%",304
6,31/03/2023,"4,33","0,88","2,71","4,86","0,62","R$ 917,27 M","0,00%",304
7,31/12/2022,"4,09","0,82","2,49","4,04","0,56","R$ 810,22 M","31,76%",304
8,30/09/2022,"4,33","0,88","2,13","3,59","0,63","R$ 798,15 M","30,14%",304
9,30/06/2022,"4,75","0,98","2,21","3,71","0,69","R$ 879,67 M","120,13%",304
10,31/03/2022,"6,37","1,08","2,65","-2,71","0,64","R$ 841,60 M","116,26%",304
11,31/12/2021,"0,86","1,29","3,13","-2,79","0,71","R$ 1,03 B","127,36%",304
12,30/09/2021,"0,16","0,13","0,80","-0,51","0,11","R$ 257,34 M","107,14%",304
13,30/06/2021,"1,53","1,35","9,06","-8,66","1,17","R$ 2,54 B","20,99%",304
14,31/03/2021,"1,76","1,50","10,67","12,95","0,84","R$ 2,83 B","19,98%",304
15,31/12/2020,"5,15","3,28","8,73","9,66","0,58","R$ 2,33 B","1,08%",304
16,30/09/2020,"19,37","1,94","0,61","4,18","0,45","R$ 1,72 B","1,46%",304
17,30/06/2020,"40,00","1,45","0,37","6,93","0,30","R$ 1,03 B","2,35%",304
18,31/03/2020,"8,84","1,18","0,34","2,96","0,26","R$ 958,76 M","0,00%",304
19,31/12/2019,"5,87","0,89","0,25","1,87","0,19","R$ 764,28 M","0,10%",304
20,30/09/2019,"3,84","1,64","0,28","3,77","0,21","R$ 720,98 M","0,09%",304
21,30/06/2019,"5,63","1,55","0,23","2,52","0,17","R$ 596,74 M","0,12%",304
22,31/03/2019,"4,96","0,78","0,16","3,07","0,12","R$ 373,11 M","0,16%",304
23,31/12/2018,"7,37","1,13","0,26","5,69","0,18","R$ 513,52 M","0,40%",304
24,30/09/2018,"-13,04","0,90","0,21","-17,62","0,15","R$ 493,56 M","0,46%",304
25,30/06/2018,"3,88","0,58","0,14","71,51","0,11","R$ 433,51 M","0,65%",304
26,31/03/2018,"2,45","0,67","0,13","-15,58","0,10","R$ 353,25 M","0,74%",304
27,31/12/2017,"2,37","0,57","0,13","20,01","0,10","R$ 342,33 M","0,00%",304
28,30/09/2017,"1,38","0,62","0,15","1,64","0,10","R$ 360,41 M","0,00%",304
