,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 45,23 M","- R$ 662,00 mil","- R$ 105,65 M","- R$ 61,08 M",304
1,31/03/2024,"R$ 12,05 M","- R$ 1,10 M","R$ 0,00","R$ 10,95 M",304
2,31/12/2023,"R$ 120,15 M","R$ 43,00 mil","- R$ 112,99 M","R$ 7,20 M",304
3,30/09/2023,"R$ 122,76 M","- R$ 1,10 M","- R$ 70,57 M","R$ 51,09 M",304
4,30/06/2023,"- R$ 5,05 M","- R$ 813,00 mil","- R$ 79,89 M","- R$ 85,75 M",304
5,31/03/2023,"R$ 5,51 M","- R$ 34,64 M","R$ 0,00","- R$ 29,14 M",304
6,31/12/2022,"R$ 98,12 M","- R$ 95,00 mil","R$ 126,67 M","R$ 224,70 M",304
7,30/09/2022,"R$ 35,46 M","- R$ 973,00 mil","- R$ 23,80 M","R$ 10,69 M",304
8,30/06/2022,"R$ 47,90 M","- R$ 793,00 mil","- R$ 274,09 M","- R$ 226,98 M",304
9,31/03/2022,"R$ 17,41 M","- R$ 1,10 M","R$ 0,00","R$ 16,31 M",304
10,31/12/2021,"R$ 134,18 M","- R$ 2,31 M","- R$ 912,44 M","- R$ 780,57 M",304
11,30/09/2021,"R$ 44,84 M","- R$ 725,00 mil","R$ 43,97 M","R$ 88,09 M",304
12,30/06/2021,"- R$ 542,47 M","- R$ 1,25 M","- R$ 579,15 M","- R$ 1,12 B",304
13,31/03/2021,"- R$ 21,70 M","R$ 2,51 B","- R$ 99,62 M","R$ 2,39 B",304
14,31/12/2020,"R$ 20,96 M","- R$ 571,00 mil","- R$ 35,54 M","- R$ 15,14 M",304
15,30/09/2020,"R$ 250,53 M","- R$ 4,36 M","- R$ 47,08 M","R$ 199,09 M",304
16,30/06/2020,"- R$ 34,93 M","- R$ 9,12 M","- R$ 78,28 M","- R$ 122,33 M",304
17,31/03/2020,"- R$ 5,90 M","- R$ 8,23 M","- R$ 62,63 M","- R$ 76,75 M",304
18,31/12/2019,"R$ 188,58 M","- R$ 240,00 mil","R$ 4,73 M","R$ 193,07 M",304
19,30/09/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",304
20,30/06/2019,"R$ 134,19 M","- R$ 16,05 M","- R$ 26,45 M","R$ 91,69 M",304
21,31/03/2019,"R$ 51,44 M","- R$ 7,27 M","- R$ 43,30 M","R$ 883,00 mil",304
22,31/12/2018,"R$ 10,33 M","R$ 15,96 M","R$ 28,23 M","R$ 54,52 M",304
23,30/09/2018,"R$ 44,44 M","- R$ 8,33 M","- R$ 14,84 M","R$ 21,27 M",304
24,30/06/2018,"R$ 35,06 M","- R$ 22,55 M","R$ 21,33 M","R$ 33,84 M",304
25,31/03/2018,"R$ 26,70 M","- R$ 17,15 M","- R$ 31,47 M","- R$ 21,92 M",304
26,31/12/2017,"- R$ 138,93 M","- R$ 40,02 M","R$ 186,77 M","R$ 7,82 M",304
27,30/09/2017,"R$ 82,87 M","- R$ 10,26 M","- R$ 75,25 M","- R$ 2,65 M",304
28,30/06/2017,"R$ 6,21 M","- R$ 14,28 M","R$ 42,35 M","R$ 34,29 M",304
29,31/03/2017,"R$ 67,86 M","- R$ 16,31 M","- R$ 85,04 M","- R$ 33,50 M",304
30,31/12/2016,"R$ 62,88 M","- R$ 13,16 M","- R$ 40,19 M","R$ 9,53 M",304
31,30/09/2016,"R$ 15,78 M","- R$ 7,23 M","- R$ 31,05 M","- R$ 22,51 M",304
32,30/06/2016,"R$ 4,19 M","- R$ 13,32 M","R$ 48,92 M","R$ 39,79 M",304
33,31/03/2016,"R$ 15,64 M","- R$ 12,10 M","- R$ 22,36 M","- R$ 18,82 M",304
34,31/12/2015,"R$ 50,35 M","- R$ 4,72 M","- R$ 27,12 M","R$ 18,51 M",304
35,30/09/2015,"- R$ 124,36 M","- R$ 12,82 M","R$ 103,72 M","- R$ 33,46 M",304
36,30/06/2015,"R$ 39,41 M","- R$ 3,60 M","- R$ 18,37 M","R$ 17,43 M",304
37,31/03/2015,"R$ 10,63 M","- R$ 4,00 M","R$ 2,92 M","R$ 9,55 M",304
38,31/12/2014,"- R$ 47,13 M","- R$ 8,94 M","R$ 59,79 M","R$ 3,73 M",304
39,30/09/2014,"- R$ 23,43 M","- R$ 3,61 M","R$ 11,52 M","- R$ 15,52 M",304
40,30/06/2014,"R$ 8,32 M","- R$ 8,92 M","- R$ 12,87 M","- R$ 13,47 M",304
41,31/03/2014,"R$ 33,03 M","- R$ 21,52 M","- R$ 17,03 M","- R$ 5,51 M",304
42,31/12/2013,"R$ 18,11 M","- R$ 14,30 M","- R$ 5,64 M","- R$ 1,83 M",304
