,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 80,36 M","R$ 48,08 M","R$ 49,62 M","- R$ 2,02 M","R$ 51,64 M","R$ 31,04 M","R$ 0,43",304
1,31/03/2024,"R$ 95,00 M","R$ 50,68 M","R$ 56,01 M","- R$ 1,99 M","R$ 58,00 M","R$ 43,50 M","R$ 0,60",304
2,31/12/2023,"R$ 91,60 M","R$ 44,68 M","R$ 55,46 M","- R$ 1,96 M","R$ 57,42 M","R$ 49,88 M","R$ 0,69",304
3,30/09/2023,"R$ 85,88 M","R$ 44,95 M","R$ 54,75 M","- R$ 1,96 M","R$ 56,71 M","R$ 41,98 M","R$ 0,58",304
4,30/06/2023,"R$ 82,54 M","R$ 39,99 M","R$ 51,63 M","- R$ 1,96 M","R$ 53,59 M","R$ 39,28 M","R$ 0,54",304
5,31/03/2023,"R$ 92,56 M","R$ 53,12 M","R$ 60,48 M","- R$ 2,18 M","R$ 62,65 M","R$ 52,38 M","R$ 0,73",304
6,31/12/2022,"R$ 26,40 M","- R$ 20,13 M","R$ 77,93 M","- R$ 2,39 M","R$ 80,32 M","R$ 61,17 M","R$ 0,85",304
7,30/09/2022,"R$ 80,43 M","R$ 44,52 M","R$ 50,38 M","- R$ 2,19 M","R$ 52,57 M","R$ 35,60 M","R$ 0,49",304
8,30/06/2022,"R$ 133,10 M","R$ 99,31 M","R$ 105,31 M","- R$ 2,60 M","R$ 107,91 M","R$ 60,52 M","R$ 0,84",304
9,31/03/2022,"R$ 80,21 M","R$ 44,60 M","R$ 50,76 M","- R$ 2,60 M","R$ 53,36 M","R$ 39,04 M","R$ 0,54",304
10,31/12/2021,"R$ 101,60 M","R$ 50,47 M","R$ 68,00 M","- R$ 3,50 M","R$ 71,50 M","R$ 60,21 M","R$ 0,84",304
11,30/09/2021,"R$ 96,61 M","R$ 30,20 M","R$ 32,77 M","- R$ 4,30 M","R$ 37,07 M","R$ 31,29 M","R$ 2,17",304
12,30/06/2021,"R$ 75,04 M","R$ 47,45 M","R$ 32,78 M","R$ 0,00","R$ 32,78 M","R$ 16,76 M","R$ 1,16",304
13,31/03/2021,"R$ 69,84 M","R$ 38,70 M","R$ 1,75 B","- R$ 2,13 M","R$ 1,75 B","R$ 1,14 B","R$ 79,23",304
14,31/12/2020,"R$ 77,25 M","R$ 31,86 M","R$ 34,26 M","- R$ 2,07 M","R$ 36,33 M","R$ 397,42 M","R$ 27,57",304
15,30/09/2020,"R$ 57,75 M","R$ 29,00 M","R$ 29,85 M","- R$ 6,26 M","R$ 97,68 M","R$ 99,36 M","R$ 6,89",304
16,30/06/2020,"R$ 635,78 M","R$ 62,34 M","- R$ 29,89 M","R$ 14,62 M","- R$ 44,51 M","- R$ 53,87 M","- R$ 3,74",304
17,31/03/2020,"R$ 659,87 M","R$ 78,09 M","R$ 35,54 M","- R$ 14,62 M","R$ 50,15 M","- R$ 10,30 M","- R$ 0,71",304
18,31/12/2019,"R$ 763,26 M","R$ 119,64 M","R$ 77,47 M","- R$ 14,59 M","R$ 92,06 M","R$ 47,24 M","R$ 3,28",304
19,30/09/2019,"R$ 0,00","R$ 0,00","R$ 0,00","- R$ 14,61 M","R$ 75,49 M","R$ 0,00","R$ 0,00",304
20,30/06/2019,"R$ 663,87 M","R$ 138,34 M","R$ 56,54 M","- R$ 14,60 M","R$ 71,14 M","R$ 26,54 M","R$ 1,84",304
21,31/03/2019,"R$ 645,51 M","R$ 157,91 M","R$ 58,38 M","- R$ 14,60 M","R$ 72,98 M","R$ 2,75 M","R$ 0,19",304
22,31/12/2018,"R$ 633,30 M","R$ 109,57 M","R$ 156,71 M","- R$ 14,33 M","R$ 171,04 M","R$ 120,30 M","R$ 8,34",304
23,30/09/2018,"R$ 738,43 M","R$ 56,13 M","- R$ 19,77 M","- R$ 14,21 M","- R$ 5,56 M","- R$ 42,07 M","- R$ 2,92",304
24,30/06/2018,"R$ 655,31 M","R$ 126,48 M","R$ 60,08 M","- R$ 14,31 M","R$ 74,39 M","R$ 6,33 M","R$ 0,44",304
25,31/03/2018,"R$ 563,17 M","R$ 88,13 M","R$ 39,34 M","- R$ 13,91 M","R$ 53,25 M","R$ 5,42 M","R$ 0,38",304
26,31/12/2017,"R$ 839,51 M","R$ 136,31 M","R$ 17,28 M","- R$ 25,79 M","R$ 43,07 M","- R$ 13,91 M","- R$ 0,97",304
27,30/09/2017,"R$ 774,39 M","R$ 128,88 M","R$ 104,73 M","- R$ 13,96 M","R$ 118,69 M","R$ 107,31 M","R$ 7,44",304
28,30/06/2017,"R$ 574,11 M","R$ 126,63 M","R$ 87,61 M","- R$ 12,73 M","R$ 100,34 M","R$ 48,19 M","R$ 3,34",304
29,31/03/2017,"R$ 532,48 M","R$ 113,67 M","R$ 32,31 M","- R$ 13,09 M","R$ 45,40 M","R$ 10,50 M","R$ 0,73",304
30,31/12/2016,"R$ 583,81 M","R$ 120,19 M","R$ 121,69 M","- R$ 21,07 M","R$ 142,76 M","R$ 94,58 M","R$ 6,56",304
31,30/09/2016,"R$ 451,46 M","R$ 24,66 M","- R$ 22,34 M","- R$ 11,85 M","- R$ 10,49 M","- R$ 9,69 M","- R$ 0,67",304
32,30/06/2016,"R$ 530,26 M","R$ 44,40 M","R$ 14,31 M","- R$ 9,00 M","R$ 23,31 M","R$ 24,01 M","R$ 1,67",304
33,31/03/2016,"R$ 549,03 M","R$ 88,88 M","R$ 23,01 M","- R$ 11,70 M","R$ 34,71 M","R$ 5,71 M","R$ 0,40",304
34,31/12/2015,"R$ 638,50 M","R$ 183,19 M","R$ 214,50 M","- R$ 15,37 M","R$ 229,87 M","R$ 219,53 M","R$ 15,23",304
35,30/09/2015,"R$ 616,93 M","R$ 68,90 M","- R$ 14,73 M","- R$ 13,02 M","- R$ 1,71 M","- R$ 115,51 M","- R$ 8,01",304
36,30/06/2015,"R$ 584,30 M","R$ 128,68 M","R$ 50,03 M","- R$ 12,92 M","R$ 62,95 M","R$ 17,81 M","R$ 1,94",304
37,31/03/2015,"R$ 587,47 M","R$ 72,21 M","R$ 7,78 M","- R$ 13,16 M","R$ 20,94 M","- R$ 57,16 M","- R$ 6,22",304
38,31/12/2014,"R$ 759,18 M","R$ 261,45 M","R$ 147,28 M","- R$ 12,99 M","R$ 160,26 M","R$ 60,01 M","R$ 6,53",304
39,30/09/2014,"R$ 487,78 M","R$ 34,40 M","- R$ 1,62 M","- R$ 12,75 M","R$ 11,13 M","- R$ 10,94 M","- R$ 1,19",304
40,30/06/2014,"R$ 465,61 M","R$ 26,23 M","- R$ 64,26 M","- R$ 13,61 M","- R$ 50,65 M","- R$ 80,64 M","- R$ 8,78",304
41,31/03/2014,"R$ 410,22 M","- R$ 7,42 M","- R$ 62,62 M","- R$ 13,54 M","- R$ 49,08 M","- R$ 74,53 M","- R$ 8,12",304
42,31/12/2013,"R$ 346,28 M","- R$ 58,39 M","- R$ 118,95 M","- R$ 13,28 M","- R$ 105,68 M","- R$ 113,53 M","- R$ 12,36",304
43,30/09/2013,"R$ 428,26 M","R$ 189,29 M","R$ 121,29 M","- R$ 12,14 M","R$ 133,42 M","R$ 89,23 M","R$ 9,72",304
44,30/06/2013,"R$ 455,72 M","R$ 67,87 M","- R$ 23,75 M","- R$ 12,49 M","- R$ 11,26 M","- R$ 38,84 M","- R$ 4,23",304
45,31/03/2013,"R$ 378,41 M","R$ 33,47 M","- R$ 20,03 M","- R$ 12,20 M","- R$ 7,83 M","- R$ 32,49 M","- R$ 3,54",304
46,31/12/2012,"R$ 475,00 M","R$ 74,58 M","- R$ 35,15 M","- R$ 14,13 M","- R$ 21,02 M","R$ 20,65 M","R$ 2,25",304
47,30/09/2012,"R$ 406,54 M","R$ 87,66 M","R$ 27,04 M","- R$ 12,25 M","R$ 31,75 M","R$ 7,10 M","R$ 0,77",304
48,30/06/2012,"R$ 387,53 M","R$ 92,91 M","R$ 30,85 M","- R$ 10,37 M","R$ 41,22 M","R$ 10,52 M","R$ 1,15",304
49,31/03/2012,"R$ 359,61 M","R$ 70,48 M","R$ 40,28 M","- R$ 11,74 M","R$ 52,02 M","R$ 17,23 M","R$ 1,88",304
50,31/12/2011,"R$ 375,25 M","R$ 77,94 M","- R$ 3,32 M","- R$ 16,67 M","R$ 13,34 M","- R$ 6,27 M","- R$ 0,68",304
51,30/09/2011,"R$ 348,70 M","R$ 77,00 M","R$ 80,01 M","- R$ 16,25 M","R$ 96,26 M","R$ 35,60 M","R$ 3,88",304
52,30/06/2011,"R$ 333,04 M","R$ 81,15 M","R$ 48,10 M","- R$ 15,82 M","R$ 63,92 M","R$ 9,20 M","R$ 1,00",304
53,31/03/2011,"R$ 320,63 M","R$ 71,81 M","R$ 19,35 M","- R$ 15,86 M","R$ 35,21 M","- R$ 12,35 M","- R$ 1,34",304
54,31/12/2010,"R$ 989,10 M","R$ 860,32 M","R$ 18,83 M",,,"R$ 4,43 M","R$ 0,48",304
55,30/09/2010,"R$ 306,37 M","R$ 131,35 M","R$ 43,06 M",,,"R$ 23,63 M","R$ 2,57",304
56,30/06/2010,"R$ 255,76 M","R$ 99,89 M","R$ 4,68 M",,,"- R$ 24,22 M","- R$ 2,64",304
57,31/03/2010,"R$ 288,08 M","R$ 126,60 M","R$ 17,10 M",,,"- R$ 1,03 M","- R$ 0,11",304
58,31/12/2009,,,,,,,,304
59,30/09/2009,"R$ 14,97 M","R$ 14,97 M","R$ 4,44 M",,,"- R$ 182,00 mil","- R$ 0,02",304
60,30/06/2009,,,,,,,,304
