,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"-2,05","-0,36","0,59","-2,37","0,40","R$ 87,41 M","0,00%",237
1,30/06/2024,"-1,71","-0,30","0,49","-1,98","0,34","R$ 72,97 M","0,00%",237
2,31/03/2024,"-2,08","-0,48","0,79","-1,93","0,47","R$ 114,69 M","0,00%",237
3,31/12/2023,"-1,29","-0,34","0,56","-1,03","0,28","R$ 78,14 M","0,00%",237
4,30/09/2023,"-1,62","-0,61","0,97","-3,04","0,45","R$ 134,71 M","0,00%",237
5,30/06/2023,"-2,48","-1,03","1,47","-2,05","0,66","R$ 209,26 M","0,00%",237
6,31/03/2023,"-1,15","-0,59","0,80","-1,07","0,30","R$ 108,60 M","0,00%",237
7,31/12/2022,"-3,58","-2,01","2,45","-3,70","0,87","R$ 341,15 M","0,00%",237
8,30/09/2022,"-2,60","-1,72","1,71","-1,86","0,55","R$ 231,77 M","0,00%",237
9,30/06/2022,"-3,70","-2,72","2,76","-4,07","0,99","R$ 344,70 M","0,00%",237
10,31/03/2022,"-5,00","-3,98","2,92","-4,90","1,05","R$ 384,32 M","0,00%",237
11,31/12/2021,"-3,10","-3,28","2,06","-3,98","0,63","R$ 254,89 M","0,00%",237
12,30/09/2021,"-12,79","-13,39","6,06","-16,09","1,73","R$ 694,68 M","0,00%",237
13,30/06/2021,"-21,26","-34,53","11,40","-35,72","3,22","R$ 1,29 B","0,00%",237
14,31/03/2021,"-0,31","-0,05","0,16","-1,66","0,10","R$ 18,15 M","0,00%",237
15,31/12/2020,"-0,29","-0,05","0,16","-1,89","0,09","R$ 18,15 M","0,00%",237
16,31/12/2019,"-0,99","-0,06","0,14","0,51","0,07","R$ 17,78 M","0,00%",237
