,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 148,83 M","R$ 124,34 M","- R$ 27,60 M","- R$ 29,25 M","R$ 1,65 M","- R$ 42,60 M","- R$ 3,22",237
1,31/03/2024,"R$ 144,47 M","R$ 122,55 M","- R$ 42,90 M","- R$ 29,01 M","- R$ 13,90 M","- R$ 55,13 M","- R$ 4,16",237
2,31/12/2023,"R$ 138,66 M","R$ 118,97 M","- R$ 58,49 M","- R$ 29,14 M","- R$ 29,35 M","- R$ 60,50 M","- R$ 4,57",237
3,30/09/2023,"R$ 139,03 M","R$ 119,57 M","- R$ 85,12 M","- R$ 26,50 M","- R$ 58,62 M","- R$ 83,32 M","- R$ 0,63",237
4,30/06/2023,"R$ 142,20 M","R$ 123,41 M","- R$ 93,78 M","- R$ 25,65 M","- R$ 68,14 M","- R$ 84,47 M","- R$ 0,64",237
5,31/03/2023,"R$ 135,69 M","R$ 119,24 M","- R$ 103,96 M","- R$ 23,35 M","- R$ 80,61 M","- R$ 94,03 M","- R$ 0,71",237
6,31/12/2022,"R$ 139,11 M","R$ 124,30 M","- R$ 104,81 M","- R$ 20,70 M","- R$ 84,11 M","- R$ 95,20 M","- R$ 0,24",237
7,30/09/2022,"R$ 135,49 M","R$ 121,67 M","- R$ 99,86 M","- R$ 20,56 M","- R$ 79,30 M","- R$ 89,29 M","- R$ 0,67",237
8,30/06/2022,"R$ 124,89 M","R$ 111,07 M","- R$ 100,53 M","- R$ 18,11 M","- R$ 82,43 M","- R$ 93,28 M","- R$ 0,71",237
9,31/03/2022,"R$ 131,81 M","R$ 118,03 M","- R$ 85,58 M","- R$ 16,61 M","- R$ 68,97 M","- R$ 76,88 M","- R$ 0,58",237
10,31/12/2021,"R$ 123,49 M","R$ 110,32 M","- R$ 73,36 M","- R$ 15,50 M","- R$ 57,85 M","- R$ 82,25 M","- R$ 0,62",237
11,30/09/2021,"R$ 114,60 M","R$ 102,81 M","- R$ 45,22 M","- R$ 14,37 M","- R$ 30,85 M","- R$ 54,30 M","- R$ 0,41",237
12,30/06/2021,"R$ 113,54 M","R$ 103,15 M","- R$ 29,78 M","- R$ 13,98 M","- R$ 15,80 M","- R$ 60,88 M","- R$ 0,46",237
13,31/03/2021,"R$ 111,06 M","R$ 100,47 M","- R$ 18,73 M","- R$ 13,81 M","- R$ 4,92 M","- R$ 58,49 M","- R$ 42,55",237
14,31/12/2020,"R$ 111,01 M","R$ 99,57 M","- R$ 16,48 M","- R$ 13,74 M","- R$ 2,74 M","- R$ 63,41 M","- R$ 46,13",237
15,31/12/2019,"R$ 127,22 M","R$ 119,08 M","- R$ 8,77 M","- R$ 12,71 M","R$ 3,94 M","- R$ 17,90 M","- R$ 13,29",237
