,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 205,26 M","R$ 38,99 M","R$ 6,59 M","- R$ 11,10 M","R$ 17,69 M","- R$ 2,70 M","- R$ 0,06",182
1,31/03/2024,"R$ 216,43 M","R$ 43,52 M","R$ 13,99 M","- R$ 10,82 M","R$ 24,81 M","R$ 1,57 M","R$ 0,03",182
2,31/12/2023,"R$ 282,26 M","R$ 59,62 M","R$ 18,44 M","- R$ 11,98 M","R$ 30,42 M","R$ 805,00 mil","R$ 0,02",182
3,30/09/2023,"R$ 268,96 M","R$ 51,51 M","R$ 20,62 M","- R$ 9,00 M","R$ 29,62 M","- R$ 522,00 mil","- R$ 0,01",182
4,30/06/2023,"R$ 253,93 M","R$ 54,85 M","R$ 24,29 M","- R$ 9,35 M","R$ 33,64 M","R$ 6,35 M","R$ 0,16",182
5,31/03/2023,"R$ 241,26 M","R$ 49,59 M","R$ 24,06 M","- R$ 8,73 M","R$ 32,78 M","R$ 7,07 M","R$ 0,18",182
6,31/12/2022,"R$ 245,83 M","R$ 55,58 M","R$ 23,98 M","- R$ 6,97 M","R$ 30,95 M","- R$ 13,17 M","- R$ 0,34",182
7,30/09/2022,"R$ 254,44 M","R$ 78,07 M","R$ 50,49 M","- R$ 6,94 M","R$ 57,43 M","R$ 20,82 M","R$ 0,54",182
8,30/06/2022,"R$ 183,94 M","R$ 39,41 M","R$ 19,43 M","- R$ 6,44 M","R$ 25,88 M","R$ 7,40 M","R$ 0,19",182
9,31/03/2022,"R$ 129,29 M","R$ 25,52 M","R$ 10,55 M","- R$ 5,95 M","R$ 16,50 M","R$ 5,19 M","R$ 0,13",182
10,31/12/2021,"R$ 119,59 M","R$ 16,41 M","R$ 4,18 M","- R$ 4,91 M","R$ 9,09 M","R$ 5,17 M","R$ 0,13",182
11,30/09/2021,"R$ 123,58 M","R$ 21,16 M","R$ 7,12 M","- R$ 5,65 M","R$ 12,76 M","R$ 3,91 M","R$ 0,10",182
12,30/06/2021,"R$ 111,52 M","R$ 21,47 M","R$ 8,80 M","- R$ 5,44 M","R$ 14,24 M","R$ 6,14 M","R$ 0,16",182
13,31/03/2021,"R$ 78,44 M","R$ 11,41 M","R$ 404,00 mil","- R$ 4,91 M","R$ 5,31 M","- R$ 712,00 mil","- R$ 0,02",182
14,31/12/2020,"R$ 68,08 M","R$ 12,54 M","R$ 2,65 M","- R$ 5,45 M","R$ 8,10 M","R$ 15,43 M","R$ 0,40",182
15,30/09/2020,"R$ 54,83 M","R$ 9,45 M","- R$ 3,01 M","- R$ 5,82 M","R$ 2,81 M","- R$ 4,92 M","- R$ 0,13",182
16,30/06/2020,"R$ 48,19 M","- R$ 4,25 M","- R$ 15,05 M","- R$ 5,26 M","- R$ 9,79 M","- R$ 16,69 M","- R$ 0,44",182
17,31/03/2020,"R$ 71,12 M","R$ 9,42 M","R$ 10,78 M","- R$ 5,12 M","R$ 15,90 M","R$ 4,04 M","R$ 0,11",182
18,31/12/2019,"R$ 87,89 M","R$ 15,07 M","R$ 5,50 M","- R$ 5,01 M","R$ 10,51 M","- R$ 2,95 M","- R$ 0,14",182
19,30/09/2019,"R$ 85,39 M","R$ 10,74 M","- R$ 738,00 mil","- R$ 5,03 M","R$ 4,29 M","- R$ 1,99 M","- R$ 0,02",182
20,30/06/2019,"R$ 92,46 M","R$ 12,69 M","R$ 2,08 M","- R$ 4,97 M","R$ 7,04 M","- R$ 1,29 M","- R$ 0,01",182
21,31/03/2019,"R$ 82,88 M","R$ 10,53 M","R$ 927,00 mil","- R$ 4,70 M","R$ 5,63 M","R$ 128,00 mil","R$ 0,00",182
22,31/12/2018,"R$ 86,93 M","R$ 18,51 M","R$ 5,73 M","- R$ 2,44 M","R$ 8,18 M","R$ 6,41 M","R$ 0,06",182
23,30/09/2018,"R$ 79,88 M","R$ 8,94 M","R$ 3,21 M","- R$ 4,05 M","R$ 7,26 M","- R$ 752,00 mil","- R$ 0,01",182
24,30/06/2018,"R$ 84,33 M","R$ 7,01 M","R$ 3,32 M","- R$ 4,10 M","R$ 7,42 M","R$ 355,00 mil","R$ 0,00",182
25,31/03/2018,"R$ 76,10 M","R$ 10,58 M","R$ 2,83 M","- R$ 4,09 M","R$ 6,92 M","R$ 1,42 M","R$ 0,02",182
26,31/12/2017,"R$ 68,79 M","R$ 6,97 M","- R$ 6,60 M","- R$ 4,05 M","- R$ 2,55 M","- R$ 3,58 M","- R$ 0,04",182
27,30/09/2017,"R$ 61,40 M","R$ 4,16 M","- R$ 3,98 M","- R$ 3,42 M","- R$ 561,00 mil","- R$ 3,20 M","- R$ 0,03",182
28,30/06/2017,"R$ 54,03 M","R$ 9,48 M","- R$ 908,00 mil","- R$ 2,42 M","R$ 1,52 M","- R$ 1,35 M","- R$ 0,01",182
29,31/03/2017,"R$ 52,29 M","R$ 12,81 M","R$ 3,97 M","- R$ 2,31 M","R$ 6,27 M","R$ 2,27 M","R$ 0,02",182
30,31/12/2016,,,,,,,,182
