,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"10,26%","9,87%","15,55%","14,95%","-0,21%","-0,07%","21,17%","-0,05%","6,48%","11,32%","1,33","3,61","2,61","2,49"
1,30/06/2024,"9,45%","9,04%","14,31%","13,69%","0,18%","0,06%","19,90%","0,04%","6,13%","10,54%","1,34","2,99","1,99","2,16"
2,31/03/2024,"18,04%","17,04%","27,33%","25,82%","3,71%","1,08%","20,51%","0,80%","7,57%","11,60%","1,34","2,80","1,80","1,57"
3,31/12/2023,"21,82%","21,54%","33,06%","32,64%","6,35%","2,21%","20,60%","1,31%","8,35%","12,09%","1,69","3,72","2,72","1,96"
4,30/09/2023,"19,43%","20,19%","29,44%","30,59%","-0,11%","-0,05%","20,94%","-0,03%","9,20%","12,57%","1,69","3,19","2,19","1,50"
5,30/06/2023,"29,68%","28,94%","44,97%","43,85%","8,81%","4,43%","23,92%","2,12%","12,34%","15,55%","2,10","3,19","2,19","1,34"
6,31/03/2023,"32,43%","30,27%","49,13%","45,87%","9,43%","5,39%","24,06%","2,39%","12,75%","15,89%","2,25","3,45","2,45","0,53"
7,31/12/2022,"30,09%","29,96%","45,59%","45,40%","8,83%","5,40%","24,41%","2,49%","12,84%","16,07%","2,17","2,88","1,88","0,40"
8,30/09/2022,"24,69%","24,42%","37,42%","37,00%","16,70%","10,76%","23,20%","5,61%","12,32%","15,85%","1,92","2,32","1,32","0,43"
9,30/06/2022,"11,74%","11,69%","17,79%","17,72%","9,46%","6,15%","18,42%","3,89%","7,42%","11,54%","1,58","1,99","0,99","0,64"
10,31/03/2022,"8,52%","8,47%","12,91%","12,83%","9,07%","6,05%","17,47%","4,21%","6,33%","10,87%","1,43","1,75","0,75","0,43"
11,31/12/2021,"5,74%","5,69%","8,70%","8,62%","6,42%","4,31%","16,27%","3,35%","4,73%","9,56%","1,29","1,63","0,63","0,02"
12,30/09/2021,"5,30%","5,33%","8,03%","8,08%","11,74%","7,54%","17,45%","6,49%","4,97%","10,59%","1,16","1,55","0,55","-0,05"
13,30/06/2021,"2,14%","2,16%","3,24%","3,27%","7,27%","4,61%","17,54%","5,09%","2,83%","9,73%","0,91","1,54","0,54","0,14"
14,31/03/2021,"-3,21%","-3,22%","-4,86%","-4,87%","-2,92%","-1,88%","11,68%","-2,76%","-6,01%","2,58%","0,68","1,50","0,50","2,15"
15,31/12/2020,"-2,40%","-2,42%","-3,63%","-3,67%","-2,87%","-0,89%","11,21%","-0,88%","-1,91%","7,02%","1,01","1,49","0,49","0,71"
16,30/09/2020,"-0,88%","-0,90%","-1,33%","-1,37%","-35,82%","-8,55%","11,33%","-7,83%","-0,68%","7,41%","1,09","1,56","0,56","1,22"
17,30/06/2020,"0,22%","0,23%","0,33%","0,35%","-29,67%","-7,26%","10,59%","-6,01%","0,17%","7,14%","1,21","1,58","0,58","2,44"
18,31/03/2020,"8,22%","8,78%","12,45%","13,30%","-3,58%","-0,98%","14,22%","-0,65%","5,23%","11,20%","1,50","1,55","0,55","1,91"
19,31/12/2019,"3,73%","4,08%","5,66%","6,19%","-9,99%","-2,94%","14,06%","-1,75%","2,23%","7,88%","1,68","3,22","2,22","1,89"
20,30/09/2019,"4,23%","4,71%","6,41%","7,13%","5,94%","1,64%","15,09%","0,94%","2,30%","7,23%","1,75","4,19","3,19","2,92"
21,30/06/2019,"6,04%","7,07%","9,15%","10,71%","8,10%","2,25%","14,81%","1,31%","3,49%","8,21%","1,71","4,09","3,09","2,85"
22,31/03/2019,"6,69%","7,70%","10,14%","11,66%","12,85%","3,19%","13,47%","1,84%","3,95%","8,53%","1,73","3,67","2,67","2,50"
23,31/12/2018,"7,81%","8,96%","11,83%","13,58%","15,94%","4,07%","13,76%","2,27%","4,61%","9,10%","1,79","3,40","2,40","2,16"
24,30/09/2018,"1,60%","1,84%","2,42%","2,78%","-4,73%","-1,48%","10,83%","-0,83%","0,89%","6,16%","1,79","3,63","2,63","3,01"
25,30/06/2018,"-4,57%","-4,62%","-6,93%","-6,99%","-8,77%","-3,56%","9,88%","-1,72%","-1,52%","3,87%","2,07","3,60","2,60","4,98"
26,31/03/2018,"-9,26%","-9,34%","-14,03%","-14,15%","-11,53%","-5,73%","11,98%","-2,58%","-3,33%","2,05%","2,22","4,03","3,03","12,26"
27,31/12/2017,"-8,27%","-8,22%","-12,53%","-12,46%","-10,50%","-4,82%","14,12%","-2,48%","-3,18%","1,98%","1,95","3,91","2,91","13,80"
28,30/09/2017,"-0,84%","-0,83%","-1,27%","-1,26%","-2,69%","-1,24%","17,00%","-0,66%","-0,33%","4,25%","1,88","3,21","2,21","4,67"
29,30/06/2017,"9,95%","9,89%","15,07%","14,99%","9,05%","4,15%","22,09%","2,28%","4,08%","8,36%","1,83","2,47","1,47","0,34"
30,31/03/2017,"15,54%","15,45%","23,54%","23,41%","15,19%","6,97%","23,13%","3,92%","6,54%","11,03%","1,78","2,01","1,01","0,13"
31,31/12/2016,NA,NA,NA,NA,NA,NA,"23,10%","3,07%","5,68%","10,57%",NA,"2,18","1,18","0,21"
