,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 105,10 B","R$ 22,47 B","R$ 19,52",1.151.192.243,0,0,1.151.192.243,0,0,0,0,1.151.192.243,0,1.151.192.243
1,31/03/2024,"R$ 100,46 B","R$ 21,40 B","R$ 18,65",1.147.124.847,0,0,1.147.124.847,0,0,0,0,1.147.124.847,0,1.147.124.847
2,31/12/2023,"R$ 103,64 B","R$ 21,09 B","R$ 18,39",1.147.108.197,0,0,1.147.108.197,0,0,0,0,1.147.108.197,0,1.147.108.197
3,30/09/2023,"R$ 98,78 B","R$ 19,57 B","R$ 17,09",1.145.347.190,0,0,1.145.347.190,28.326.900,0,0,28.326.900,1.117.020.290,0,1.117.020.290
4,30/06/2023,"R$ 95,70 B","R$ 18,59 B","R$ 16,45",1.129.940.955,0,0,1.129.940.955,0,0,0,0,1.129.940.955,0,1.129.940.955
5,31/03/2023,"R$ 92,83 B","R$ 17,76 B","R$ 15,73",1.129.315.455,0,0,1.129.315.455,0,0,0,0,1.129.315.455,0,1.129.315.455
6,31/12/2022,"R$ 90,62 B","R$ 16,61 B","R$ 14,72",1.128.934.585,0,0,1.128.934.585,28.870.100,0,0,28.870.100,1.100.064.485,0,1.100.064.485
7,30/09/2022,"R$ 70,91 B","R$ 16,28 B","R$ 14,42",1.128.934.585,0,0,1.128.934.585,28.870.100,0,0,28.870.100,1.100.064.485,0,1.100.064.485
8,30/06/2022,"R$ 71,41 B","R$ 15,80 B","R$ 14,00",1.128.934.585,0,0,1.128.934.585,28.870.100,0,0,28.870.100,1.100.064.485,0,1.100.064.485
9,31/03/2022,"R$ 70,43 B","R$ 16,08 B","R$ 14,24",1.128.934.585,0,0,1.128.934.585,28.870.100,0,0,28.870.100,1.100.064.485,0,1.100.064.485
10,31/12/2021,"R$ 61,71 B","R$ 12,76 B","R$ 12,62",1.010.539.585,0,0,1.010.539.585,28.870.100,0,0,28.870.100,981.669.485,0,981.669.485
11,30/09/2021,"R$ 55,56 B","R$ 11,94 B","R$ 11,82",1.010.539.585,0,0,1.010.539.585,28.870.100,0,0,28.870.100,981.669.485,0,981.669.485
12,30/06/2021,"R$ 43,50 B","R$ 10,57 B","R$ 10,46",1.010.539.585,0,0,1.010.539.585,28.421.100,0,0,28.421.100,982.118.485,0,982.118.485
13,31/03/2021,"R$ 42,30 B","R$ 10,18 B","R$ 10,07",1.010.511.085,0,0,1.010.511.085,28.421.100,0,0,28.421.100,982.089.985,0,982.089.985
14,31/12/2020,"R$ 44,12 B","R$ 10,46 B","R$ 10,35",1.010.511.085,0,0,1.010.511.085,1.370.000,0,0,1.370.000,1.009.141.085,0,1.009.141.085
15,30/09/2020,"R$ 42,14 B","R$ 9,72 B","R$ 9,62",1.010.511.085,0,0,1.010.511.085,0,0,0,0,1.010.511.085,0,1.010.511.085
16,30/06/2020,"R$ 40,50 B","R$ 8,98 B","R$ 8,89",1.010.286.085,0,0,1.010.286.085,0,0,0,0,1.010.286.085,0,1.010.286.085
17,31/03/2020,"R$ 39,46 B","R$ 8,57 B","R$ 8,49",1.010.186.085,0,0,1.010.186.085,0,0,0,0,1.010.186.085,0,1.010.186.085
18,31/12/2019,"R$ 37,53 B","R$ 8,11 B","R$ 8,03",1.010.186.085,0,0,1.010.186.085,0,0,0,0,1.010.186.085,0,1.010.186.085
19,30/09/2019,"R$ 33,87 B","R$ 6,64 B","R$ 32,87",201.872.217,0,0,201.872.217,0,0,0,0,201.872.217,0,201.872.217
20,30/06/2019,"R$ 32,72 B","R$ 6,09 B","R$ 30,16",201.747.217,0,0,201.747.217,0,0,0,0,201.747.217,0,201.747.217
21,31/03/2019,"R$ 30,74 B","R$ 5,72 B","R$ 28,42",201.102.217,0,0,201.102.217,0,0,0,0,201.102.217,0,201.102.217
22,31/12/2018,"R$ 25,51 B","R$ 5,60 B","R$ 28,15",198.769.717,0,0,198.769.717,0,0,0,0,198.769.717,0,198.769.717
23,30/09/2018,"R$ 19,40 B","R$ 5,22 B","R$ 26,27",198.769.717,0,0,198.769.717,0,0,0,0,198.769.717,0,198.769.717
24,30/06/2018,"R$ 18,35 B","R$ 4,97 B","R$ 25,03",198.743.467,0,0,198.743.467,0,0,0,0,198.743.467,0,198.743.467
25,31/03/2018,"R$ 17,39 B","R$ 4,85 B","R$ 24,41",198.743.467,0,0,198.743.467,0,0,0,0,198.743.467,0,198.743.467
26,31/12/2017,"R$ 17,49 B","R$ 4,79 B","R$ 24,08",198.743.467,0,0,198.743.467,0,0,0,0,198.743.467,0,198.743.467
27,30/09/2017,"R$ 15,07 B","R$ 4,52 B","R$ 22,73",198.743.467,0,0,198.743.467,0,0,0,0,198.743.467,0,198.743.467
28,30/06/2017,"R$ 14,34 B","R$ 4,21 B","R$ 21,17",198.693.733,0,0,198.693.733,0,0,0,0,198.693.733,0,198.693.733
29,31/03/2017,"R$ 13,90 B","R$ 4,08 B","R$ 20,51",198.675.967,0,0,198.675.967,0,0,0,0,198.675.967,0,198.675.967
30,31/12/2016,"R$ 14,22 B","R$ 4,02 B","R$ 20,25",198.675.967,0,0,198.675.967,0,0,0,0,198.675.967,0,198.675.967
31,30/09/2016,"R$ 12,86 B","R$ 4,00 B","R$ 20,11",198.675.967,0,0,198.675.967,0,0,0,0,198.675.967,0,198.675.967
32,30/06/2016,"R$ 12,67 B","R$ 3,80 B","R$ 19,15",198.675.967,0,0,198.675.967,0,0,0,0,198.675.967,0,198.675.967
33,31/03/2016,"R$ 12,47 B","R$ 3,62 B","R$ 18,23",198.588.467,0,0,198.588.467,0,0,0,0,198.588.467,0,198.588.467
34,31/12/2015,"R$ 12,59 B","R$ 3,48 B","R$ 17,52",198.587.352,0,0,198.587.352,0,0,0,0,198.587.352,0,198.587.352
35,30/09/2015,"R$ 12,27 B","R$ 3,52 B","R$ 17,71",198.551.102,0,0,198.551.102,0,0,0,0,198.551.102,0,198.551.102
36,30/06/2015,"R$ 11,63 B","R$ 3,44 B","R$ 17,33",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
37,31/03/2015,"R$ 11,30 B","R$ 2,93 B","R$ 14,78",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
38,31/12/2014,"R$ 11,27 B","R$ 2,84 B","R$ 14,29",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
39,30/09/2014,"R$ 9,78 B","R$ 2,47 B","R$ 12,45",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
40,30/06/2014,"R$ 9,30 B","R$ 2,18 B","R$ 11,00",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
41,31/03/2014,"R$ 9,29 B","R$ 2,37 B","R$ 11,94",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
42,31/12/2013,"R$ 9,10 B","R$ 2,35 B","R$ 11,86",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
43,30/09/2013,"R$ 9,10 B","R$ 2,40 B","R$ 12,10",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
44,30/06/2013,"R$ 9,04 B","R$ 2,20 B","R$ 11,07",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
45,31/03/2013,"R$ 9,09 B","R$ 2,38 B","R$ 12,00",198.447.352,0,0,198.447.352,0,0,0,0,198.447.352,0,198.447.352
46,31/12/2012,"R$ 9,43 B","R$ 2,53 B","R$ 13,64",185.243.902,0,0,185.243.902,0,0,0,0,185.243.902,0,185.243.902
47,30/09/2012,"R$ 3,86 B","R$ 1,46 B","R$ 13,36",109.611.778,0,0,109.611.778,0,0,0,0,109.611.778,0,109.611.778
48,30/06/2012,"R$ 3,74 B","R$ 1,37 B","R$ 12,54",109.611.778,0,0,109.611.778,0,0,0,0,109.611.778,0,109.611.778
49,31/03/2012,"R$ 3,35 B","R$ 1,30 B","R$ 11,90",109.611.778,0,0,109.611.778,0,0,0,0,109.611.778,0,109.611.778
50,31/12/2011,"R$ 3,40 B","R$ 1,26 B","R$ 11,52",109.226.672,0,0,109.226.672,0,0,0,0,109.226.672,0,109.226.672
51,30/09/2011,"R$ 3,22 B","R$ 926,20 M","R$ 8,48",109.226.672,0,0,109.226.672,0,0,0,0,109.226.672,0,109.226.672
52,30/06/2011,"R$ 3,04 B","R$ 878,58 M","R$ 8,04",109.226.672,0,0,109.226.672,0,0,0,0,109.226.672,0,109.226.672
53,31/03/2011,"R$ 3,03 B","R$ 989,60 M","R$ 9,06",109.226.672,0,0,109.226.672,0,0,0,0,109.226.672,0,109.226.672
