,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,07 B","- R$ 9,42 B","R$ 4,71 B","- R$ 2,64 B"
1,31/03/2024,"R$ 3,00 B","- R$ 6,85 B","R$ 2,87 B","- R$ 977,09 M"
2,31/12/2023,"R$ 3,14 B","- R$ 7,49 B","R$ 5,80 B","R$ 1,45 B"
3,30/09/2023,"R$ 3,11 B","- R$ 5,65 B","R$ 5,23 B","R$ 2,69 B"
4,30/06/2023,"R$ 3,37 B","- R$ 3,55 B","R$ 1,59 B","R$ 1,41 B"
5,31/03/2023,"R$ 3,85 B","- R$ 2,21 B","R$ 690,61 M","R$ 2,33 B"
6,31/12/2022,"R$ 3,47 B","- R$ 8,74 B","R$ 5,44 B","R$ 169,77 M"
7,30/09/2022,"R$ 3,02 B","- R$ 9,41 B","R$ 5,50 B","- R$ 892,26 M"
8,30/06/2022,"R$ 2,15 B","- R$ 11,99 B","R$ 9,47 B","- R$ 374,33 M"
9,31/03/2022,"R$ 1,13 B","- R$ 11,66 B","R$ 10,03 B","- R$ 500,67 M"
10,31/12/2021,"R$ 1,30 B","- R$ 4,74 B","R$ 4,21 B","R$ 777,04 M"
11,30/09/2021,"R$ 2,08 B","- R$ 3,46 B","R$ 1,85 B","R$ 466,42 M"
12,30/06/2021,"R$ 4,01 B","R$ 322,45 M","- R$ 742,96 M","R$ 3,59 B"
13,31/03/2021,"R$ 3,67 B","- R$ 3,05 B","- R$ 1,38 B","- R$ 766,35 M"
14,31/12/2020,"R$ 3,48 B","- R$ 2,44 B","- R$ 608,29 M","R$ 434,34 M"
15,30/09/2020,"R$ 2,65 B","- R$ 4,67 B","R$ 1,06 B","- R$ 964,29 M"
16,30/06/2020,"R$ 814,41 M","- R$ 5,79 B","R$ 1,19 B","- R$ 3,78 B"
17,31/03/2020,"- R$ 440,76 M","- R$ 4,08 B","R$ 2,79 B","- R$ 1,73 B"
18,31/12/2019,"- R$ 651,16 M","- R$ 5,77 B","R$ 3,46 B","- R$ 2,96 B"
19,30/09/2019,"R$ 242,62 M","- R$ 2,97 B","R$ 2,25 B","- R$ 477,66 M"
20,30/06/2019,"R$ 690,56 M","- R$ 3,60 B","R$ 2,88 B","- R$ 35,87 M"
21,31/03/2019,"R$ 1,52 B","- R$ 2,35 B","R$ 1,72 B","R$ 891,51 M"
22,31/12/2018,"R$ 1,84 B","- R$ 2,38 B","R$ 1,12 B","R$ 571,52 M"
23,30/09/2018,"R$ 1,09 B","R$ 147,28 M","R$ 2,59 B","R$ 3,83 B"
24,30/06/2018,"R$ 1,18 B","R$ 71,33 M","R$ 2,30 B","R$ 3,54 B"
25,31/03/2018,"R$ 1,07 B","R$ 283,31 M","R$ 1,80 B","R$ 3,16 B"
26,31/12/2017,"R$ 1,06 B","R$ 628,67 M","R$ 1,57 B","R$ 3,25 B"
27,30/09/2017,"R$ 1,09 B","- R$ 1,13 B","R$ 547,56 M","R$ 512,41 M"
28,30/06/2017,"R$ 912,27 M","- R$ 782,88 M","R$ 349,26 M","R$ 478,64 M"
29,31/03/2017,"R$ 919,31 M","- R$ 685,00 M","R$ 305,49 M","R$ 539,81 M"
30,31/12/2016,"R$ 867,70 M","- R$ 944,43 M","R$ 599,65 M","R$ 522,92 M"
31,30/09/2016,"R$ 953,33 M","- R$ 637,21 M","- R$ 352,16 M","- R$ 36,04 M"
32,30/06/2016,"R$ 1,09 B","- R$ 967,13 M","R$ 14,93 M","R$ 133,12 M"
33,31/03/2016,"R$ 1,26 B","- R$ 1,20 B","- R$ 22,41 M","R$ 35,57 M"
34,31/12/2015,"R$ 1,20 B","- R$ 963,59 M","- R$ 116,36 M","R$ 117,77 M"
35,30/09/2015,"R$ 448,31 M","- R$ 1,20 B","R$ 818,79 M","R$ 62,11 M"
36,30/06/2015,"R$ 212,62 M","- R$ 1,18 B","R$ 724,14 M","- R$ 248,02 M"
37,31/03/2015,"- R$ 177,27 M","- R$ 725,47 M","R$ 927,19 M","R$ 24,45 M"
38,31/12/2014,"- R$ 374,08 M","- R$ 656,20 M","R$ 959,49 M","- R$ 70,79 M"
39,30/09/2014,"- R$ 141,06 M","R$ 105,93 M","R$ 196,90 M","R$ 161,76 M"
40,30/06/2014,"- R$ 44,63 M","R$ 197,11 M","R$ 134,73 M","R$ 287,21 M"
41,31/03/2014,"R$ 234,46 M","- R$ 129,25 M","- R$ 47,77 M","R$ 57,45 M"
42,31/12/2013,"- R$ 42,63 M","R$ 219,90 M","R$ 40,51 M","R$ 217,78 M"
43,30/09/2013,"- R$ 409,03 M","- R$ 977,25 M","R$ 1,53 B","R$ 141,51 M"
44,30/06/2013,"- R$ 520,44 M","- R$ 741,04 M","R$ 1,39 B","R$ 132,31 M"
45,31/03/2013,"- R$ 559,73 M","- R$ 1,02 B","R$ 1,73 B","R$ 156,53 M"
46,31/12/2012,"- R$ 199,28 M","- R$ 1,53 B","R$ 1,62 B","- R$ 107,51 M"
47,30/09/2012,"R$ 153,14 M","- R$ 652,53 M","R$ 363,29 M","- R$ 136,09 M"
48,30/06/2012,"R$ 300,12 M","- R$ 790,39 M","R$ 300,08 M","- R$ 190,19 M"
49,31/03/2012,"R$ 291,00 M","- R$ 445,06 M","- R$ 216,98 M","- R$ 371,04 M"
50,31/12/2011,"R$ 311,56 M","- R$ 443,30 M","- R$ 175,69 M","- R$ 307,42 M"
51,30/09/2011,"R$ 189,98 M","- R$ 228,51 M","- R$ 187,64 M","- R$ 226,17 M"
52,30/06/2011,"R$ 230,80 M","- R$ 228,81 M","- R$ 192,56 M","- R$ 190,57 M"
53,31/03/2011,"R$ 260,96 M","- R$ 231,23 M","- R$ 41,29 M","- R$ 11,56 M"
