,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"0,16%","0,18%","0,25%","0,27%","-0,94%","-0,68%","23,20%","-1,12%","0,34%","3,38%","0,61","1,41","0,41","3,24"
1,31/03/2024,"-0,49%","-0,55%","-0,74%","-0,83%","-1,86%","-1,35%","21,70%","-2,26%","-1,04%","1,98%","0,59","1,39","0,39","6,86"
2,31/12/2023,"-0,01%","-0,01%","-0,01%","-0,01%","0,07%","0,05%","20,76%","0,08%","-0,02%","2,91%","0,64","1,38","0,38","4,27"
3,30/09/2023,"-0,83%","-0,93%","-1,25%","-1,41%","-1,32%","-0,96%","19,20%","-1,53%","-1,75%","1,19%","0,63","1,42","0,42","7,33"
4,30/06/2023,"-0,85%","-0,96%","-1,29%","-1,46%","-1,33%","-0,99%","18,51%","-1,43%","-1,63%","1,23%","0,69","1,38","0,38","2,97"
5,31/03/2023,"-0,27%","-0,30%","-0,41%","-0,46%","0,02%","0,02%","19,64%","0,03%","-0,51%","2,41%","0,68","1,38","0,38","1,54"
6,31/12/2022,"0,44%","0,50%","0,67%","0,75%","0,49%","0,38%","21,15%","0,55%","0,85%","3,76%","0,69","1,37","0,37","3,46"
7,30/09/2022,"1,36%","1,53%","2,06%","2,32%","3,07%","2,34%","23,34%","3,37%","2,54%","5,53%","0,69","1,37","0,37","1,41"
8,30/06/2022,"4,00%","4,51%","6,05%","6,83%","7,35%","5,71%","27,17%","7,60%","7,12%","9,75%","0,75","1,34","0,34","0,41"
9,31/03/2022,"6,59%","7,52%","9,99%","11,39%","10,15%","7,67%","28,99%","10,04%","10,41%","12,72%","0,76","1,35","0,35","0,19"
10,31/12/2021,"8,00%","9,15%","12,12%","13,86%","11,80%","8,97%","30,33%","11,47%","12,38%","14,45%","0,78","1,31","0,31","0,10"
11,30/09/2021,"13,35%","15,40%","20,22%","23,33%","22,54%","17,74%","32,69%","19,80%","18,34%","20,43%","0,90","1,32","0,32","0,02"
12,30/06/2021,"12,88%","14,90%","19,52%","22,57%","21,85%","17,19%","32,20%","19,54%","17,98%","20,20%","0,88","1,30","0,30","0,09"
13,31/03/2021,"9,38%","10,74%","14,21%","16,27%","17,47%","13,94%","30,43%","18,07%","15,62%","18,24%","0,77","1,33","0,33","-0,42"
14,31/12/2020,"7,18%","8,18%","10,88%","12,40%","14,13%","11,32%","29,08%","16,10%","13,26%","16,11%","0,70","1,33","0,33","-0,56"
15,30/09/2020,"1,45%","1,65%","2,20%","2,51%","6,10%","4,76%","26,62%","7,32%","2,86%","5,95%","0,65","1,27","0,27","-2,23"
16,30/06/2020,"-0,38%","-0,43%","-0,57%","-0,65%","3,33%","2,64%","24,04%","4,17%","-0,79%","2,44%","0,63","1,27","0,27","-5,70"
17,31/03/2020,"0,41%","0,47%","0,62%","0,71%","4,51%","3,60%","24,71%","5,41%","0,83%","3,85%","0,67","1,25","0,25","-2,30"
18,31/12/2019,"0,67%","0,76%","1,01%","1,15%","5,58%","4,39%","24,10%","6,38%","1,28%","4,35%","0,69","1,25","0,25","-1,67"
19,30/09/2019,"0,81%","0,93%","1,23%","1,40%","1,91%","1,48%","23,96%","2,23%","1,55%","4,61%","0,67","1,28","0,28","-1,25"
20,30/06/2019,"1,78%","2,06%","2,70%","3,12%","6,03%","4,80%","25,00%","6,80%","3,16%","6,20%","0,71","1,26","0,26","-0,66"
21,31/03/2019,"2,83%","3,27%","4,28%","4,95%","7,88%","6,30%","27,02%","8,92%","5,07%","8,04%","0,71","1,25","0,25","-0,45"
22,31/12/2018,"3,81%","4,42%","5,77%","6,70%","9,29%","7,37%","28,07%","10,31%","6,67%","9,53%","0,71","1,27","0,27","-0,31"
23,30/09/2018,"4,81%","5,64%","7,28%","8,55%","10,26%","8,09%","28,82%","11,47%","8,41%","11,18%","0,71","1,29","0,29","-0,58"
24,30/06/2018,"4,81%","5,67%","7,28%","8,59%","7,35%","5,82%","29,17%","8,18%","8,37%","11,03%","0,71","1,26","0,26","-1,06"
25,31/03/2018,"4,72%","5,56%","7,16%","8,42%","7,34%","5,81%","28,83%","8,03%","8,11%","10,68%","0,72","1,25","0,25","-1,03"
26,31/12/2017,"4,09%","4,82%","6,20%","7,31%","6,68%","5,32%","28,62%","7,42%","7,18%","9,65%","0,72","1,26","0,26","-1,25"
27,30/09/2017,"3,23%","3,81%","4,89%","5,77%","5,40%","4,15%","27,72%","6,07%","5,75%","8,30%","0,68","1,27","0,27","-1,72"
28,30/06/2017,"2,49%","2,93%","3,77%","4,43%","4,74%","3,63%","26,70%","5,41%","4,68%","7,29%","0,67","1,26","0,26","-2,03"
29,31/03/2017,"2,41%","2,84%","3,66%","4,30%","3,94%","2,99%","25,30%","4,48%","4,48%","7,12%","0,67","1,26","0,26","-2,01"
30,31/12/2016,"2,18%","2,56%","3,31%","3,88%","3,13%","2,40%","24,18%","3,60%","4,17%","6,86%","0,67","1,26","0,26","-2,01"
31,30/09/2016,"2,01%","2,36%","3,04%","3,57%","2,49%","1,93%","23,87%","2,91%","3,86%","6,55%","0,66","1,30","0,30","-2,06"
32,30/06/2016,"2,29%","2,69%","3,47%","4,08%","3,24%","2,50%","24,43%","3,77%","4,35%","7,03%","0,66","1,31","0,31","-1,29"
33,31/03/2016,"2,47%","2,92%","3,74%","4,43%","3,74%","2,80%","25,95%","4,49%","4,71%","7,37%","0,62","1,32","0,32","-1,41"
34,31/12/2015,"3,58%","4,25%","5,42%","6,44%","5,99%","4,52%","27,66%","7,08%","6,80%","9,36%","0,64","1,31","0,31","-0,87"
35,30/09/2015,"4,14%","4,86%","6,27%","7,37%","7,82%","6,01%","29,33%","9,45%","7,97%","10,43%","0,64","1,29","0,29","-0,87"
36,30/06/2015,"4,77%","5,62%","7,22%","8,52%","8,16%","6,32%","30,12%","9,71%","9,00%","11,38%","0,65","1,30","0,30","-0,93"
37,31/03/2015,"5,58%","6,58%","8,45%","9,97%","9,32%","7,16%","31,05%","10,57%","9,96%","12,29%","0,68","1,33","0,33","-1,14"
38,31/12/2014,"5,86%","6,91%","8,88%","10,47%","9,60%","7,32%","32,23%","10,66%","10,49%","12,79%","0,69","1,33","0,33","-0,99"
39,30/09/2014,"6,40%","7,52%","9,69%","11,39%","10,01%","7,68%","33,26%","11,08%","11,35%","13,62%","0,69","1,30","0,30","-0,92"
40,30/06/2014,"7,54%","8,86%","11,43%","13,43%","11,39%","8,50%","35,02%","12,17%","13,14%","15,37%","0,70","1,29","0,29","-0,85"
41,31/03/2014,"8,05%","9,45%","12,19%","14,32%","11,91%","8,74%","35,44%","12,66%","14,04%","16,26%","0,69","1,30","0,30","-0,85"
42,31/12/2013,"6,66%","7,82%","10,09%","11,84%","9,75%","7,26%","33,67%","10,88%","12,24%","14,56%","0,67","1,31","0,31","-0,81"
43,30/09/2013,"6,79%","8,01%","10,28%","12,14%","8,70%","6,66%","32,48%","10,19%","12,50%","14,88%","0,65","1,30","0,30","-0,84"
44,30/06/2013,"5,08%","6,02%","7,69%","9,12%","6,44%","5,03%","29,86%","7,88%","9,67%","12,15%","0,64","1,34","0,34","-0,88"
45,31/03/2013,"3,55%","4,20%","5,38%","6,36%","4,91%","3,78%","27,84%","6,31%","7,22%","9,80%","0,60","1,36","0,36","-1,04"
46,31/12/2012,"3,48%","4,10%","5,27%","6,21%","5,23%","4,03%","28,01%","6,69%","7,20%","9,74%","0,60","1,34","0,34","-1,00"
47,30/09/2012,"2,62%","3,09%","3,97%","4,67%","5,03%","3,96%","27,16%","6,65%","5,59%","8,13%","0,60","1,31","0,31","-2,01"
48,30/06/2012,"2,92%","3,45%","4,43%","5,22%","5,62%","4,48%","27,53%","7,23%","5,97%","8,45%","0,62","1,28","0,28","-2,10"
49,31/03/2012,"3,30%","3,89%","5,00%","5,89%","5,98%","4,66%","28,64%","7,60%","6,74%","9,20%","0,61","1,30","0,30","-1,66"
50,31/12/2011,"3,70%","4,35%","5,60%","6,59%","6,24%","4,81%","29,17%","8,01%","7,72%","10,19%","0,60","1,30","0,30","-1,23"
51,30/09/2011,"3,29%","3,92%","4,98%","5,94%","4,84%","3,78%","27,97%","6,40%","6,69%","9,22%","0,59","1,27","0,27","-1,43"
52,30/06/2011,"1,18%","1,41%","1,79%","2,14%","4,29%","3,34%","26,66%","6,05%","2,49%","5,10%","0,55","1,25","0,25","-3,14"
53,31/03/2011,"0,28%","0,34%","0,43%","0,52%","3,37%","2,60%","24,74%","5,06%","0,63%","3,27%","0,51","1,28","0,28","-4,69"
54,31/12/2010,"-0,49%","-0,49%","-0,74%","-0,75%","5,20%","4,22%","23,96%","5,01%","-0,51%","2,12%","0,84","1,30","0,30","-6,51"
55,30/09/2010,"0,79%","0,80%","1,19%","1,22%","6,05%","4,85%","24,00%","6,04%","0,78%",NA,"0,80","1,28","0,28",NA
56,30/06/2010,"3,41%","3,49%","5,16%","5,29%","4,75%","3,83%","23,08%","4,89%","3,41%",NA,"0,78","1,28","0,28",NA
57,31/03/2010,"1,64%","1,69%","2,48%","2,56%","3,62%","2,81%","21,14%","3,91%","1,86%",NA,"0,72","1,30","0,30",NA
58,31/12/2009,"-0,84%","-0,86%","-1,27%","-1,30%","1,62%","1,22%","18,58%","1,88%","-1,07%",NA,"0,65","1,23","0,23",NA
59,30/09/2009,"-1,89%","-1,94%","-2,86%","-2,94%","0,76%","0,57%","17,62%","0,92%","-2,43%",NA,"0,62","1,25","0,25",NA
60,30/06/2009,"-1,41%","-1,45%","-2,13%","-2,19%","1,64%","1,29%","18,62%","1,98%","-1,78%",NA,"0,65","1,24","0,24",NA
61,31/03/2009,"-0,57%","-0,59%","-0,87%","-0,89%","2,13%","1,77%","20,41%","2,58%","-0,76%",NA,"0,69","1,29","0,29",NA
62,31/12/2008,"0,24%","0,25%","0,36%","0,37%","2,79%","2,20%","21,63%","3,36%","0,31%",NA,"0,66","1,33","0,33",NA
63,30/09/2008,"0,57%","0,59%","0,86%","0,89%","3,35%","2,62%","21,23%","3,96%","0,73%",NA,"0,66","1,32","0,32",NA
64,30/06/2008,"-0,74%","-0,77%","-1,13%","-1,16%","2,09%","1,74%","19,04%","2,51%","-0,99%",NA,"0,69","1,27","0,27",NA
65,31/03/2008,"-1,76%","-1,81%","-2,66%","-2,74%","1,24%","1,03%","17,32%","1,55%","-2,50%",NA,"0,66","1,21","0,21",NA
66,31/12/2007,"-1,97%","-2,03%","-2,99%","-3,07%","0,34%","0,27%","16,62%","0,42%","-2,97%",NA,"0,65","1,27","0,27",NA
67,30/09/2007,"-3,16%","-3,26%","-4,79%","-4,93%","-1,29%","-1,08%","16,92%","-1,60%","-4,70%",NA,"0,68","1,28","0,28",NA
68,30/06/2007,"-2,94%","-3,04%","-4,46%","-4,60%","-1,43%","-1,24%","17,76%","-1,81%","-4,41%",NA,"0,69","1,20","0,20",NA
69,31/03/2007,"-2,51%","-2,59%","-3,80%","-3,93%","-1,55%","-1,32%","18,23%","-1,97%","-3,87%",NA,"0,67","1,21","0,21",NA
70,31/12/2006,"-2,50%","-2,58%","-3,79%","-3,92%","-1,22%","-1,02%","17,75%","-1,53%","-3,99%",NA,"0,67","1,25","0,25",NA
