,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 30,08 M","- R$ 238,72 M","R$ 235,77 M","- R$ 33,02 M"
1,31/03/2024,"- R$ 79,72 M","R$ 131,56 M","- R$ 4,48 M","R$ 47,35 M"
2,31/12/2023,"- R$ 415,28 M","- R$ 490,96 M","R$ 495,95 M","- R$ 410,29 M"
3,30/09/2023,"- R$ 142,99 M","- R$ 42,26 M","R$ 85,10 M","- R$ 100,16 M"
4,30/06/2023,"R$ 179,46 M","- R$ 204,71 M","R$ 582,13 M","R$ 556,89 M"
5,31/03/2023,"R$ 55,08 M","- R$ 48,08 M","- R$ 3,57 M","R$ 3,44 M"
6,31/12/2022,"- R$ 29,24 M","- R$ 522,97 M","R$ 644,42 M","R$ 92,21 M"
7,30/09/2022,"R$ 47,59 M","R$ 183,45 M","- R$ 157,46 M","R$ 73,58 M"
8,30/06/2022,"R$ 360,56 M","- R$ 270,47 M","- R$ 22,80 M","R$ 67,29 M"
9,31/03/2022,"R$ 25,18 M","- R$ 17,30 M","- R$ 342,60 M","- R$ 334,72 M"
10,31/12/2021,"- R$ 337,81 M","R$ 737,61 M","- R$ 23,24 M","R$ 376,56 M"
11,30/09/2021,"- R$ 589,20 M","- R$ 1,30 B","R$ 1,89 B","R$ 2,54 M"
12,30/06/2021,"R$ 447,09 M","- R$ 299,61 M","- R$ 73,44 M","R$ 74,04 M"
13,31/03/2021,"R$ 63,26 M","R$ 1,97 M","- R$ 56,46 M","R$ 8,76 M"
14,31/12/2020,"R$ 16,44 M","- R$ 984,00 mil","- R$ 84,78 M","- R$ 69,33 M"
15,30/09/2020,"R$ 58,72 M","R$ 0,00","- R$ 30,57 M","R$ 28,15 M"
16,30/06/2020,"R$ 64,06 M","- R$ 2,99 M","- R$ 552,00 mil","R$ 60,52 M"
17,31/03/2020,"- R$ 102,50 M","- R$ 1,28 M","R$ 64,26 M","- R$ 39,52 M"
18,31/12/2019,"R$ 25,88 M","- R$ 3,01 M","- R$ 2,15 M","R$ 20,72 M"
19,30/09/2019,"- R$ 58,94 M","R$ 69,71 M","- R$ 19,95 M","- R$ 9,19 M"
20,30/06/2019,"- R$ 72,05 M","- R$ 58,40 M","- R$ 1,91 M","- R$ 132,36 M"
21,31/03/2019,"R$ 91,97 M","- R$ 11,31 M","- R$ 22,22 M","R$ 58,44 M"
22,31/12/2018,"- R$ 75,91 M","R$ 1,95 M","R$ 91,16 M","R$ 17,20 M"
