,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 668,07 M","- R$ 640,38 M","R$ 812,34 M","- R$ 496,12 M"
1,31/03/2024,"- R$ 458,53 M","- R$ 606,37 M","R$ 1,16 B","R$ 93,79 M"
2,31/12/2023,"- R$ 323,73 M","- R$ 786,00 M","R$ 1,16 B","R$ 49,88 M"
3,30/09/2023,"R$ 62,31 M","- R$ 818,02 M","R$ 1,31 B","R$ 552,38 M"
4,30/06/2023,"R$ 252,90 M","- R$ 592,30 M","R$ 1,07 B","R$ 726,12 M"
5,31/03/2023,"R$ 433,99 M","- R$ 658,07 M","R$ 460,60 M","R$ 236,52 M"
6,31/12/2022,"R$ 404,09 M","- R$ 627,29 M","R$ 121,56 M","- R$ 101,63 M"
7,30/09/2022,"R$ 95,52 M","R$ 633,29 M","- R$ 546,10 M","R$ 182,71 M"
8,30/06/2022,"- R$ 496,43 M","- R$ 896,47 M","R$ 1,50 B","R$ 111,67 M"
9,31/03/2022,"- R$ 541,40 M","- R$ 841,97 M","R$ 1,50 B","R$ 118,41 M"
10,31/12/2021,"- R$ 416,66 M","- R$ 861,50 M","R$ 1,74 B","R$ 461,89 M"
11,30/09/2021,"- R$ 215,16 M","- R$ 1,51 B","R$ 1,74 B","R$ 16,01 M"
12,30/06/2021,"R$ 585,60 M","- R$ 304,68 M","- R$ 239,31 M","R$ 41,62 M"
13,31/03/2021,"R$ 184,77 M","- R$ 4,76 M","- R$ 151,91 M","R$ 28,10 M"
14,31/12/2020,"R$ 36,71 M","- R$ 5,25 M","- R$ 51,64 M","- R$ 20,18 M"
15,30/09/2020,"R$ 46,16 M","- R$ 7,28 M","R$ 30,99 M","R$ 69,87 M"
16,30/06/2020,"- R$ 71,50 M","R$ 62,43 M","R$ 41,61 M","R$ 32,54 M"
17,31/03/2020,"- R$ 207,61 M","R$ 7,02 M","R$ 40,25 M","- R$ 160,34 M"
18,31/12/2019,"- R$ 13,13 M","- R$ 3,02 M","- R$ 46,23 M","- R$ 62,38 M"
19,30/09/2019,"- R$ 114,93 M","R$ 1,94 M","R$ 47,08 M","- R$ 65,90 M"
20,30/06/2019,"- R$ 65,72 M","- R$ 77,02 M","R$ 44,17 M","- R$ 98,57 M"
21,31/03/2019,"R$ 17,31 M","- R$ 37,33 M","R$ 136,39 M","R$ 116,36 M"
22,31/12/2018,"- R$ 143,12 M","- R$ 47,27 M","R$ 189,08 M","- R$ 1,31 M"
23,30/09/2018,"- R$ 135,12 M","- R$ 93,16 M","R$ 323,90 M","R$ 95,62 M"
24,30/06/2018,"- R$ 86,82 M","- R$ 129,93 M","R$ 361,32 M","R$ 144,56 M"
25,31/03/2018,"- R$ 181,28 M","- R$ 122,62 M","R$ 273,00 M","- R$ 30,89 M"
26,31/12/2017,"- R$ 12,16 M","- R$ 103,17 M","R$ 231,25 M","R$ 115,91 M"
27,30/09/2017,"R$ 143,08 M","- R$ 122,78 M","- R$ 5,72 M","R$ 14,58 M"
28,30/06/2017,"R$ 180,49 M","- R$ 231,61 M","- R$ 9,95 M","- R$ 61,07 M"
29,31/03/2017,"R$ 563,48 M","- R$ 580,77 M","R$ 41,12 M","R$ 23,83 M"
30,31/12/2016,"R$ 601,86 M","- R$ 712,42 M","R$ 59,40 M","- R$ 51,16 M"
31,30/09/2016,"R$ 476,25 M","- R$ 597,93 M","R$ 94,41 M","- R$ 27,27 M"
32,30/06/2016,"R$ 536,75 M","- R$ 598,91 M","R$ 79,27 M","R$ 17,11 M"
33,31/03/2016,"R$ 283,30 M","- R$ 262,55 M","- R$ 14,47 M","R$ 6,28 M"
34,31/12/2015,"R$ 193,44 M","- R$ 148,09 M","- R$ 14,10 M","R$ 31,25 M"
35,30/09/2015,"R$ 412,72 M","- R$ 329,80 M","- R$ 117,25 M","- R$ 34,32 M"
36,30/06/2015,"R$ 356,15 M","- R$ 275,50 M","- R$ 88,37 M","- R$ 7,72 M"
37,31/03/2015,"R$ 312,71 M","- R$ 258,96 M","- R$ 47,38 M","R$ 6,38 M"
38,31/12/2014,"R$ 354,86 M","- R$ 248,93 M","- R$ 102,94 M","R$ 3,00 M"
39,30/09/2014,"R$ 193,80 M","- R$ 75,04 M","- R$ 99,88 M","R$ 18,88 M"
40,30/06/2014,"R$ 170,58 M","R$ 3,35 M","- R$ 154,65 M","R$ 19,28 M"
41,31/03/2014,"R$ 218,72 M","- R$ 50,60 M","- R$ 185,42 M","- R$ 17,31 M"
42,31/12/2013,"R$ 58,18 M","- R$ 53,80 M","- R$ 158,34 M","- R$ 153,96 M"
43,30/09/2013,"R$ 20,89 M","- R$ 45,44 M","- R$ 61,85 M","- R$ 86,41 M"
44,30/06/2013,"- R$ 79,52 M","- R$ 72,34 M","R$ 125,75 M","- R$ 26,11 M"
45,31/03/2013,"R$ 3,00 M","- R$ 15,79 M","R$ 59,56 M","R$ 46,76 M"
46,31/12/2012,"R$ 111,92 M","- R$ 28,51 M","R$ 56,12 M","R$ 139,54 M"
47,30/09/2012,"R$ 211,16 M","- R$ 106,38 M","- R$ 5,05 M","R$ 99,73 M"
48,30/06/2012,"R$ 283,17 M","- R$ 65,60 M","- R$ 190,91 M","R$ 26,66 M"
49,31/03/2012,"R$ 212,50 M","- R$ 90,64 M","- R$ 122,81 M","- R$ 950,00 mil"
50,31/12/2011,"R$ 187,37 M","- R$ 48,44 M","- R$ 120,99 M","R$ 17,94 M"
51,30/09/2011,"R$ 131,74 M","- R$ 56,29 M","- R$ 115,54 M","- R$ 40,09 M"
52,30/06/2011,"R$ 27,87 M","- R$ 62,29 M","- R$ 45,64 M","- R$ 80,06 M"
53,31/03/2011,"- R$ 21,12 M","- R$ 54,14 M","R$ 75,53 M","R$ 262,00 mil"
