,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,54 B","- R$ 1,03 B","- R$ 719,57 M","R$ 1,80 B"
1,31/03/2024,"R$ 1,39 B","- R$ 2,22 B","- R$ 2,27 B","- R$ 2,77 B"
2,31/12/2023,"R$ 4,08 B","- R$ 73,99 M","- R$ 3,16 B","R$ 880,04 M"
3,30/09/2023,"R$ 5,38 B","- R$ 6,61 B","R$ 933,95 M","- R$ 48,81 M"
4,30/06/2023,"R$ 2,42 B","- R$ 423,42 M","- R$ 1,88 B","- R$ 145,78 M"
5,31/03/2023,"R$ 672,98 M","R$ 989,87 M","- R$ 2,13 B","- R$ 629,04 M"
6,31/12/2022,"R$ 3,53 B","- R$ 7,30 B","R$ 850,47 M","- R$ 3,16 B"
7,30/09/2022,"R$ 2,66 B","- R$ 536,26 M","- R$ 527,84 M","R$ 1,83 B"
8,30/06/2022,"R$ 1,94 B","R$ 3,75 B","- R$ 3,54 B","R$ 2,78 B"
9,31/03/2022,"R$ 1,20 B","- R$ 2,36 B","R$ 4,80 B","R$ 3,20 B"
10,31/12/2021,"R$ 1,48 B","- R$ 783,41 M","- R$ 2,01 B","- R$ 1,22 B"
11,30/09/2021,"R$ 4,72 B","- R$ 854,10 M","- R$ 2,99 B","R$ 1,37 B"
12,30/06/2021,"R$ 3,04 B","- R$ 2,63 B","R$ 1,08 B","R$ 269,77 M"
13,31/03/2021,"- R$ 214,56 M","- R$ 396,42 M","- R$ 1,21 B","- R$ 700,49 M"
14,31/12/2020,"R$ 2,32 B","- R$ 491,76 M","R$ 1,13 B","R$ 2,10 B"
15,30/09/2020,"R$ 2,37 B","- R$ 410,74 M","- R$ 785,02 M","R$ 1,48 B"
16,30/06/2020,"R$ 3,97 B","- R$ 308,56 M","- R$ 3,46 B","R$ 599,87 M"
17,31/03/2020,"- R$ 970,22 M","- R$ 190,38 M","- R$ 1,19 B","- R$ 835,94 M"
18,31/12/2019,"R$ 1,17 B","- R$ 322,12 M","- R$ 583,80 M","R$ 50,52 M"
19,30/09/2019,"R$ 1,26 B","- R$ 130,69 M","R$ 351,95 M","R$ 1,92 B"
20,30/06/2019,"R$ 875,99 M","- R$ 496,81 M","- R$ 419,86 M","- R$ 164,05 M"
21,31/03/2019,"- R$ 711,52 M","- R$ 441,44 M","R$ 646,09 M","- R$ 589,85 M"
22,31/12/2018,"R$ 899,68 M","- R$ 220,60 M","- R$ 3,86 B","R$ 1,56 B"
23,30/09/2018,"R$ 804,15 M","- R$ 197,77 M","- R$ 739,61 M","- R$ 25,75 M"
24,30/06/2018,"- R$ 140,50 M","- R$ 3,81 B","R$ 2,70 B","- R$ 200,07 M"
25,31/03/2018,"- R$ 44,58 M","- R$ 112,74 M","R$ 2,11 B","R$ 1,46 B"
26,31/12/2017,"- R$ 147,64 M","- R$ 246,97 M","R$ 114,60 M","- R$ 121,95 M"
27,30/09/2017,"- R$ 143,71 M","- R$ 281,49 M","- R$ 287,60 M","- R$ 911,64 M"
28,30/06/2017,"R$ 204,82 M","- R$ 161,70 M","- R$ 465,07 M","- R$ 268,55 M"
29,31/03/2017,"R$ 79,52 M","- R$ 133,70 M","R$ 569,83 M","R$ 425,85 M"
30,31/12/2016,"R$ 527,76 M","- R$ 181,61 M","- R$ 824,82 M","- R$ 452,02 M"
31,30/09/2016,"R$ 537,39 M","- R$ 175,18 M","R$ 176,17 M","R$ 535,51 M"
32,30/06/2016,"R$ 312,84 M","- R$ 61,37 M","R$ 4,69 M","R$ 10,68 M"
