,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 980,27 M","R$ 315,51 M","R$ 76,63 M","- R$ 35,63 M","R$ 112,25 M","R$ 39,86 M","R$ 0,15",193
1,31/03/2024,"R$ 841,25 M","R$ 289,68 M","R$ 116,90 M","- R$ 37,11 M","R$ 154,00 M","R$ 107,65 M","R$ 0,40",193
2,31/12/2023,"R$ 741,27 M","R$ 202,63 M","R$ 81,44 M","- R$ 31,69 M","R$ 113,14 M","R$ 87,57 M","R$ 0,32",193
3,30/09/2023,"R$ 889,07 M","R$ 319,28 M","R$ 157,93 M","- R$ 32,25 M","R$ 190,18 M","R$ 103,86 M","R$ 0,38",193
4,30/06/2023,"R$ 919,55 M","R$ 320,49 M","R$ 156,02 M","- R$ 30,85 M","R$ 186,88 M","R$ 96,58 M","R$ 0,36",193
5,31/03/2023,"R$ 838,77 M","R$ 296,20 M","R$ 147,15 M","- R$ 29,90 M","R$ 177,05 M","R$ 89,38 M","R$ 0,33",193
6,31/12/2022,"R$ 746,83 M","R$ 219,13 M","R$ 49,83 M","- R$ 34,28 M","R$ 84,12 M","R$ 34,95 M","R$ 0,13",193
7,30/09/2022,"R$ 823,93 M","R$ 259,39 M","R$ 108,55 M","- R$ 29,32 M","R$ 137,87 M","R$ 74,62 M","R$ 0,28",193
8,30/06/2022,"R$ 782,59 M","R$ 230,47 M","R$ 96,67 M","- R$ 28,47 M","R$ 125,14 M","R$ 66,79 M","R$ 0,25",193
9,31/03/2022,"R$ 704,82 M","R$ 194,49 M","R$ 77,99 M","- R$ 28,01 M","R$ 105,99 M","R$ 28,48 M","R$ 0,13",193
10,31/12/2021,"R$ 685,09 M","R$ 181,49 M","R$ 30,01 M","- R$ 29,69 M","R$ 59,70 M","R$ 21,87 M","R$ 0,10",193
11,30/09/2021,"R$ 657,29 M","R$ 203,84 M","R$ 73,30 M","- R$ 28,57 M","R$ 101,86 M","R$ 83,72 M","R$ 0,38",193
12,30/06/2021,"R$ 599,13 M","R$ 174,45 M","R$ 75,16 M","- R$ 26,39 M","R$ 101,55 M","R$ 44,95 M","R$ 0,21",193
13,31/03/2021,"R$ 640,66 M","R$ 188,53 M","R$ 96,71 M","- R$ 28,87 M","R$ 125,58 M","R$ 60,69 M","R$ 0,28",193
14,31/12/2020,"R$ 595,32 M","R$ 175,83 M","R$ 129,49 M","- R$ 27,08 M","R$ 156,57 M","R$ 128,27 M","R$ 0,59",193
15,30/09/2020,"R$ 453,59 M","R$ 150,55 M","R$ 70,33 M","- R$ 23,86 M","R$ 94,19 M","R$ 42,21 M","R$ 0,19",193
16,30/06/2020,"R$ 280,07 M","R$ 64,79 M","R$ 21,74 M","- R$ 20,25 M","R$ 41,99 M","R$ 14,01 M","R$ 0,06",193
17,31/03/2020,"R$ 341,81 M","R$ 88,73 M","R$ 18,42 M","- R$ 19,72 M","R$ 38,14 M","R$ 3,87 M","R$ 0,02",193
18,31/12/2019,"R$ 370,82 M","R$ 103,09 M","R$ 37,05 M","- R$ 24,03 M","R$ 61,08 M","- R$ 3,22 M","- R$ 0,01",193
19,30/09/2019,"R$ 333,13 M","R$ 83,57 M","R$ 27,43 M","- R$ 15,67 M","R$ 43,11 M","R$ 13,09 M","R$ 0,06",193
20,30/06/2019,"R$ 338,83 M","R$ 87,97 M","R$ 27,11 M","- R$ 14,95 M","R$ 42,06 M","R$ 29,20 M","R$ 0,13",193
21,31/03/2019,"R$ 322,73 M","R$ 75,03 M","R$ 15,08 M","- R$ 13,90 M","R$ 28,98 M","- R$ 2,18 M","- R$ 0,01",193
22,31/12/2018,"R$ 351,25 M","R$ 88,36 M","R$ 19,92 M","- R$ 11,92 M","R$ 31,84 M","R$ 18,88 M","R$ 0,09",193
23,30/09/2018,"R$ 260,73 M","R$ 77,54 M","R$ 26,93 M","- R$ 10,89 M","R$ 37,82 M","R$ 10,50 M","R$ 0,05",193
24,30/06/2018,"R$ 282,60 M","R$ 74,94 M","R$ 22,59 M","- R$ 10,82 M","R$ 33,41 M","R$ 18,75 M","R$ 0,09",193
25,31/03/2018,"R$ 246,57 M","R$ 62,78 M","R$ 70,34 M","- R$ 10,38 M","R$ 80,72 M","R$ 45,19 M","R$ 0,21",193
26,31/12/2017,"R$ 221,53 M","R$ 60,34 M","R$ 15,83 M","- R$ 13,15 M","R$ 28,99 M","R$ 10,45 M","R$ 0,05",193
27,30/09/2017,"R$ 218,87 M","R$ 60,84 M","R$ 19,65 M","- R$ 9,56 M","R$ 29,20 M","R$ 15,86 M","R$ 0,07",193
