,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 62,32 M","R$ 53,31 M","- R$ 25,11 M","- R$ 4,50 M","- R$ 20,61 M","R$ 13,73 M","R$ 0,27",290
1,31/03/2024,"R$ 62,47 M","R$ 54,77 M","- R$ 26,18 M","- R$ 2,89 M","- R$ 23,29 M","R$ 8,69 M","R$ 0,17",290
2,31/12/2023,"R$ 61,70 M","R$ 55,15 M","- R$ 27,54 M","- R$ 3,25 M","- R$ 24,29 M","R$ 3,69 M","R$ 0,07",290
3,30/09/2023,"R$ 60,78 M","R$ 55,82 M","- R$ 27,17 M","- R$ 2,34 M","- R$ 24,83 M","R$ 2,99 M","R$ 0,06",290
4,30/06/2023,"R$ 59,59 M","R$ 54,39 M","- R$ 35,08 M","- R$ 1,97 M","- R$ 33,12 M","- R$ 3,96 M","- R$ 0,08",290
5,31/03/2023,"R$ 57,11 M","R$ 51,72 M","- R$ 45,35 M","- R$ 1,52 M","- R$ 43,84 M","- R$ 14,26 M","- R$ 0,28",290
6,31/12/2022,"R$ 57,03 M","R$ 51,48 M","- R$ 48,67 M","- R$ 1,10 M","- R$ 47,57 M","- R$ 15,84 M","- R$ 0,32",290
7,30/09/2022,"R$ 58,82 M","R$ 54,30 M","- R$ 51,90 M","- R$ 759,00 mil","- R$ 51,14 M","- R$ 22,12 M","- R$ 0,44",290
8,30/06/2022,"R$ 60,87 M","R$ 55,52 M","- R$ 55,27 M","- R$ 577,00 mil","- R$ 54,69 M","- R$ 30,09 M","- R$ 0,60",290
9,31/03/2022,"R$ 62,94 M","R$ 57,82 M","- R$ 57,50 M","- R$ 445,00 mil","- R$ 57,05 M","- R$ 39,14 M","- R$ 0,78",290
10,31/12/2021,"R$ 62,44 M","R$ 57,33 M","- R$ 52,09 M","- R$ 380,00 mil","- R$ 51,71 M","- R$ 41,00 M","- R$ 0,82",290
11,30/09/2021,"R$ 56,75 M","R$ 51,04 M","- R$ 42,10 M","- R$ 208,00 mil","- R$ 41,90 M","- R$ 36,81 M","- R$ 0,73",290
12,30/06/2021,"R$ 51,82 M","R$ 47,13 M","- R$ 26,05 M","- R$ 255,00 mil","- R$ 25,79 M","- R$ 24,78 M","- R$ 0,49",290
13,31/03/2021,"R$ 46,30 M","R$ 42,47 M","- R$ 6,39 M","- R$ 314,00 mil","- R$ 6,08 M","- R$ 6,65 M","- R$ 0,19",290
14,31/12/2020,"R$ 41,81 M","R$ 38,38 M","- R$ 623,00 mil","- R$ 385,00 mil","- R$ 238,00 mil","- R$ 890,00 mil","- R$ 0,03",290
