,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 18/09/2024,"17,41","0,82","3,84","13,25","0,78","R$ 239,02 M","0,00%",290
1,30/06/2024,"17,49","0,83","3,85","13,31","0,78","R$ 240,04 M","0,00%",290
2,31/03/2024,"27,92","0,86","3,88","19,93","0,81","R$ 242,58 M","0,00%",290
3,31/12/2023,,,,,,,"0,00%",290
4,30/09/2023,"77,18","0,81","3,79","13,82","0,76","R$ 230,62 M","0,00%",290
5,30/06/2023,"-45,47","0,64","3,02","-30,00","0,60","R$ 179,82 M","0,00%",290
6,31/03/2023,"-10,40","0,53","2,60","-14,72","0,50","R$ 148,33 M","0,00%",290
7,31/12/2022,"-7,45","0,42","2,07","-11,32","0,40","R$ 118,03 M","0,00%",290
8,30/09/2022,"-6,86","0,55","2,58","-7,84","0,51","R$ 151,68 M","0,00%",290
9,30/06/2022,"-6,36","0,69","3,14","-6,52","0,63","R$ 191,36 M","0,00%",290
10,31/03/2022,"-5,48","0,75","3,41","-7,25","0,70","R$ 214,46 M","0,00%",290
11,31/12/2021,"-5,02","0,72","3,30","-6,24","0,67","R$ 205,92 M","0,00%",290
12,30/09/2021,"-11,67","1,47","7,57","-19,44","1,35","R$ 429,42 M","0,00%",290
13,30/06/2021,"-24,31","1,98","11,62","-71,21","1,80","R$ 602,19 M","0,00%",290
14,31/03/2021,"-98,94","22,81","14,20","-145,87","13,93","R$ 657,59 M","0,00%",290
15,31/12/2020,"-678,44","-116,77","14,44","324,46","74,18","R$ 603,82 M","0,00%",290
