,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 514,85 M","- R$ 371,83 M","R$ 637,48 M","R$ 743,79 M"
1,31/03/2024,"R$ 808,85 M","- R$ 501,02 M","R$ 528,65 M","R$ 774,77 M"
2,31/12/2023,"R$ 1,07 B","- R$ 207,67 M","R$ 158,86 M","R$ 941,08 M"
3,30/09/2023,"R$ 1,48 B","R$ 50,19 M","- R$ 943,71 M","R$ 454,79 M"
4,30/06/2023,"R$ 1,50 B","R$ 487,05 M","- R$ 1,58 B","R$ 247,36 M"
5,31/03/2023,"R$ 1,68 B","R$ 818,94 M","- R$ 1,57 B","R$ 770,79 M"
6,31/12/2022,"R$ 2,04 B","- R$ 58,81 M","- R$ 1,67 B","R$ 70,95 M"
7,30/09/2022,"R$ 2,76 B","- R$ 917,28 M","- R$ 2,09 B","- R$ 409,36 M"
8,30/06/2022,"R$ 2,91 B","- R$ 1,45 B","- R$ 1,56 B","- R$ 212,69 M"
9,31/03/2022,"R$ 2,62 B","- R$ 1,64 B","- R$ 1,37 B","- R$ 514,92 M"
10,31/12/2021,"R$ 2,29 B","- R$ 1,41 B","- R$ 1,44 B","- R$ 593,68 M"
11,30/09/2021,"R$ 1,38 B","- R$ 828,62 M","- R$ 572,56 M","- R$ 42,87 M"
12,30/06/2021,"R$ 1,17 B","- R$ 564,46 M","- R$ 552,18 M","R$ 17,26 M"
13,31/03/2021,"R$ 1,21 B","- R$ 338,07 M","- R$ 454,60 M","R$ 409,22 M"
14,31/12/2020,"R$ 1,07 B","- R$ 151,06 M","- R$ 288,16 M","R$ 623,33 M"
15,30/09/2020,"R$ 895,81 M","R$ 134,20 M","- R$ 449,03 M","R$ 696,51 M"
16,30/06/2020,"R$ 637,95 M","R$ 148,35 M","- R$ 427,49 M","R$ 479,25 M"
17,31/03/2020,"R$ 291,79 M","R$ 359,84 M","- R$ 596,04 M","R$ 167,97 M"
18,31/12/2019,"R$ 453,59 M","R$ 293,54 M","- R$ 754,98 M","R$ 99,98 M"
19,30/09/2019,"R$ 526,19 M","R$ 43,89 M","- R$ 706,98 M","- R$ 133,19 M"
20,30/06/2019,"R$ 706,03 M","R$ 260,86 M","- R$ 854,34 M","R$ 123,01 M"
21,31/03/2019,"R$ 865,77 M","R$ 85,89 M","- R$ 908,80 M","R$ 38,13 M"
22,31/12/2018,"R$ 892,27 M","- R$ 536,32 M","- R$ 235,68 M","R$ 122,98 M"
23,30/09/2018,"R$ 829,42 M","- R$ 450,93 M","- R$ 124,39 M","R$ 236,46 M"
24,30/06/2018,"R$ 677,80 M","- R$ 861,95 M","R$ 41,78 M","- R$ 158,22 M"
25,31/03/2018,"R$ 555,24 M","- R$ 930,22 M","R$ 445,34 M","R$ 60,18 M"
26,31/12/2017,"R$ 422,26 M","- R$ 466,92 M","- R$ 251,19 M","- R$ 304,79 M"
27,30/09/2017,"R$ 311,49 M","- R$ 110,33 M","- R$ 190,69 M","R$ 3,82 M"
28,30/06/2017,"R$ 272,86 M","R$ 158,61 M","- R$ 203,79 M","R$ 225,96 M"
29,31/03/2017,"R$ 302,35 M","R$ 112,26 M","- R$ 391,86 M","R$ 23,86 M"
30,31/12/2016,"R$ 320,71 M","R$ 146,23 M","- R$ 210,54 M","R$ 256,40 M"
31,30/09/2016,"R$ 361,83 M","- R$ 170,55 M","- R$ 283,46 M","- R$ 92,19 M"
32,30/06/2016,"R$ 348,98 M","- R$ 170,29 M","- R$ 216,98 M","- R$ 38,28 M"
33,31/03/2016,"R$ 256,38 M","- R$ 22,96 M","- R$ 258,28 M","- R$ 24,85 M"
34,31/12/2015,"R$ 290,70 M","- R$ 18,69 M","- R$ 182,82 M","R$ 89,19 M"
35,30/09/2015,"R$ 261,07 M","- R$ 26,05 M","- R$ 135,86 M","R$ 99,16 M"
36,30/06/2015,"R$ 242,63 M","- R$ 31,22 M","- R$ 143,41 M","R$ 68,00 M"
37,31/03/2015,"R$ 240,75 M","- R$ 32,25 M","- R$ 113,87 M","R$ 94,64 M"
38,31/12/2014,"R$ 218,84 M","- R$ 32,41 M","- R$ 198,61 M","- R$ 12,19 M"
39,30/09/2014,"R$ 290,37 M","- R$ 64,02 M","- R$ 238,37 M","- R$ 12,02 M"
40,30/06/2014,"R$ 265,27 M","R$ 10,87 M","- R$ 238,02 M","R$ 38,12 M"
41,31/03/2014,"R$ 204,56 M","- R$ 503,33 M","R$ 349,99 M","R$ 51,22 M"
42,31/12/2013,"R$ 151,48 M","- R$ 470,39 M","R$ 367,39 M","R$ 48,48 M"
43,30/09/2013,"- R$ 49,57 M","- R$ 298,78 M","R$ 415,62 M","R$ 67,28 M"
44,30/06/2013,"R$ 91,48 M","- R$ 404,34 M","R$ 365,70 M","R$ 52,84 M"
45,31/03/2013,"- R$ 3,80 M","R$ 195,46 M","- R$ 171,60 M","R$ 20,06 M"
46,31/12/2012,"R$ 94,41 M","R$ 116,44 M","- R$ 212,22 M","- R$ 1,37 M"
47,30/09/2012,"R$ 89,08 M","R$ 17,70 M","- R$ 92,24 M","R$ 14,54 M"
48,30/06/2012,"R$ 88,93 M","R$ 125,48 M","- R$ 223,56 M","- R$ 9,15 M"
49,31/03/2012,"R$ 137,25 M","R$ 44,28 M","- R$ 205,74 M","- R$ 24,21 M"
50,31/12/2011,"R$ 145,98 M","R$ 22,67 M","- R$ 184,93 M","- R$ 16,28 M"
51,30/09/2011,"R$ 152,29 M","R$ 65,19 M","- R$ 230,24 M","- R$ 12,76 M"
52,30/06/2011,"R$ 151,24 M","- R$ 51,33 M","- R$ 112,97 M","- R$ 13,05 M"
53,31/03/2011,"R$ 37,32 M","R$ 438,83 M","- R$ 464,06 M","R$ 12,10 M"
