,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 343,64 M","- R$ 1,23 B","R$ 1,14 B","R$ 253,77 M",82
1,31/03/2024,"R$ 285,79 M","R$ 583,16 M","- R$ 700,49 M","R$ 168,46 M",82
2,31/12/2023,"R$ 423,86 M","R$ 211,51 M","- R$ 534,80 M","R$ 100,57 M",82
3,30/09/2023,"R$ 560,46 M","- R$ 1,41 B","R$ 943,94 M","R$ 97,80 M",82
4,30/06/2023,"R$ 533,77 M","- R$ 1,29 B","R$ 896,59 M","R$ 140,95 M",82
5,31/03/2023,"R$ 587,17 M","- R$ 1,46 B","R$ 1,08 B","R$ 209,81 M",82
6,31/12/2022,"R$ 403,54 M","- R$ 1,22 B","R$ 1,05 B","R$ 236,73 M",82
7,30/09/2022,"R$ 278,65 M","- R$ 106,66 M","R$ 94,25 M","R$ 266,23 M",82
8,30/06/2022,"R$ 319,30 M","- R$ 250,91 M","R$ 170,66 M","R$ 239,05 M",82
9,31/03/2022,"R$ 368,89 M","- R$ 1,23 B","R$ 840,25 M","- R$ 25,63 M",82
10,31/12/2021,"R$ 367,35 M","- R$ 1,33 B","R$ 886,43 M","- R$ 79,24 M",82
11,30/09/2021,"R$ 323,38 M","- R$ 1,26 B","R$ 626,01 M","- R$ 308,99 M",82
12,30/06/2021,"R$ 168,64 M","- R$ 955,37 M","R$ 608,28 M","- R$ 178,45 M",82
13,31/03/2021,"R$ 246,89 M","- R$ 84,76 M","R$ 117,20 M","R$ 279,33 M",82
14,31/12/2020,"R$ 208,85 M","- R$ 329,97 M","R$ 110,75 M","- R$ 10,38 M",82
