,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 3,49 B","R$ 544,37 M","R$ 269,66 M","- R$ 87,97 M","R$ 357,62 M","R$ 138,21 M","R$ 0,20",82
1,31/03/2024,"R$ 3,07 B","R$ 508,41 M","R$ 264,12 M","- R$ 85,54 M","R$ 349,66 M","R$ 137,67 M","R$ 0,20",82
2,31/12/2023,"R$ 2,86 B","R$ 507,18 M","R$ 370,05 M","- R$ 73,50 M","R$ 443,55 M","R$ 251,10 M","R$ 0,37",82
3,30/09/2023,"R$ 2,63 B","R$ 452,46 M","R$ 259,11 M","- R$ 60,07 M","R$ 319,18 M","R$ 141,83 M","R$ 0,21",82
4,30/06/2023,"R$ 2,61 B","R$ 452,68 M","R$ 250,91 M","- R$ 55,28 M","R$ 306,19 M","R$ 128,73 M","R$ 0,19",82
5,31/03/2023,"R$ 2,53 B","R$ 425,05 M","R$ 258,16 M","- R$ 49,88 M","R$ 308,05 M","R$ 120,86 M","R$ 0,18",82
6,31/12/2022,"R$ 2,49 B","R$ 451,17 M","R$ 333,53 M","- R$ 39,38 M","R$ 372,91 M","R$ 202,79 M","R$ 0,30",82
7,30/09/2022,"R$ 2,43 B","R$ 412,68 M","R$ 242,78 M","- R$ 54,91 M","R$ 297,69 M","R$ 118,71 M","R$ 0,18",82
8,30/06/2022,"R$ 2,22 B","R$ 355,03 M","R$ 184,98 M","- R$ 51,51 M","R$ 236,50 M","R$ 101,83 M","R$ 0,15",82
9,31/03/2022,"R$ 2,08 B","R$ 306,35 M","R$ 169,77 M","- R$ 45,46 M","R$ 215,23 M","R$ 93,36 M","R$ 0,14",82
10,31/12/2021,"R$ 1,93 B","R$ 322,18 M","R$ 205,50 M","- R$ 36,91 M","R$ 242,40 M","R$ 143,17 M","R$ 0,21",82
11,30/09/2021,"R$ 1,66 B","R$ 282,29 M","R$ 158,54 M","- R$ 33,29 M","R$ 191,83 M","R$ 99,30 M","R$ 0,15",82
12,30/06/2021,"R$ 1,54 B","R$ 265,45 M","R$ 133,19 M","- R$ 27,45 M","R$ 160,64 M","R$ 0,00","R$ 0,00",82
13,31/03/2021,"R$ 1,49 B","R$ 245,28 M","R$ 112,14 M","- R$ 28,76 M","R$ 140,90 M","R$ 76,37 M","R$ 0,13",82
14,31/12/2020,,,,,,,,82
