,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"17,47%","15,19%","26,47%","23,01%","23,79%","7,16%","16,69%","5,55%","9,64%","12,19%","1,29","4,15","3,15","2,43"
1,31/03/2024,"17,41%","14,84%","26,38%","22,49%","24,09%","7,06%","17,19%","5,90%","10,24%","12,69%","1,20","3,32","2,32","1,30"
2,31/12/2023,"18,22%","15,03%","27,60%","22,78%","24,80%","7,14%","17,28%","6,04%","10,71%","12,95%","1,18","3,36","2,36","1,48"
3,30/09/2023,"27,29%","20,57%","41,35%","31,17%","23,66%","7,93%","17,38%","5,80%","10,75%","12,74%","1,37","3,28","2,28","1,66"
4,30/06/2023,"25,95%","20,15%","39,32%","30,54%","23,65%","8,00%","17,33%","5,68%","10,80%","12,78%","1,41","3,32","2,32","1,75"
5,31/03/2023,"24,20%","18,94%","36,67%","28,70%","23,82%","8,05%","17,01%","5,63%","10,55%","12,57%","1,43","3,41","2,41","1,94"
6,31/12/2022,"22,12%","17,03%","33,52%","25,81%","23,54%","7,83%","16,55%","5,60%","10,10%","12,17%","1,40","3,47","2,47","2,14"
7,30/09/2022,"25,11%","18,03%","38,04%","27,33%","21,10%","8,23%","16,13%","5,28%","9,27%","11,46%","1,56","2,99","1,99","1,03"
8,30/06/2022,"21,18%","17,01%","32,08%","25,77%","21,81%","8,47%","16,04%","5,55%","9,11%","11,23%","1,53","2,95","1,95","1,29"
9,31/03/2022,"40,06%","26,98%","60,70%","40,88%","47,18%","9,24%","16,33%","5,78%","9,26%","11,25%","1,60","2,96","1,96","1,57"
10,31/12/2021,"45,92%","27,65%","69,58%","41,90%","54,10%","8,92%","16,86%","6,04%","9,21%","11,12%","1,48","3,01","2,01","1,92"
11,30/09/2021,"42,38%","25,52%","64,21%","38,66%","49,07%","8,09%","18,46%","5,88%","9,11%","11,13%","1,38","2,56","1,56","1,12"
12,30/06/2021,"38,59%","23,24%","58,47%","35,21%","38,26%","6,31%","18,88%","5,00%","9,07%","11,14%","1,26","2,57","1,57","1,24"
13,31/03/2021,"37,56%","22,62%","56,90%","34,27%","43,17%","7,11%","19,27%","6,09%","9,52%","11,67%","1,17","5,11","4,11","1,23"
14,31/12/2020,NA,NA,NA,NA,NA,NA,"19,04%","5,72%","9,41%","11,58%",NA,"6,07","5,07","1,25"
