,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 50,41 M","- R$ 8,74 M","R$ 94,91 M","R$ 35,76 M"
1,31/03/2024,"- R$ 137,25 M","R$ 46,31 M","R$ 99,25 M","R$ 8,31 M"
2,31/12/2023,"- R$ 160,52 M","R$ 64,94 M","R$ 65,78 M","- R$ 29,80 M"
3,30/09/2023,"- R$ 26,96 M","R$ 2,15 M","R$ 79,25 M","R$ 54,44 M"
4,30/06/2023,"- R$ 16,78 M","R$ 35,35 M","R$ 25,97 M","R$ 44,55 M"
5,31/03/2023,"- R$ 5,96 M","R$ 29,67 M","R$ 17,55 M","R$ 41,26 M"
6,31/12/2022,"- R$ 11,41 M","- R$ 776,00 mil","R$ 21,98 M","R$ 9,80 M"
7,30/09/2022,"- R$ 95,55 M","R$ 86,59 M","- R$ 15,55 M","- R$ 24,51 M"
8,30/06/2022,"- R$ 25,54 M","R$ 46,78 M","- R$ 12,78 M","R$ 8,45 M"
9,31/03/2022,"- R$ 160,24 M","R$ 191,78 M","- R$ 25,92 M","R$ 5,62 M"
10,31/12/2021,"- R$ 167,12 M","R$ 170,47 M","- R$ 1,30 M","R$ 2,05 M"
11,30/09/2021,"- R$ 218,95 M","R$ 66,44 M","R$ 104,44 M","- R$ 48,07 M"
12,30/06/2021,"- R$ 344,33 M","R$ 9,43 M","R$ 204,09 M","- R$ 130,81 M"
13,31/03/2021,"- R$ 201,03 M","- R$ 133,73 M","R$ 259,48 M","- R$ 75,28 M"
14,31/12/2020,"- R$ 252,78 M","- R$ 80,61 M","R$ 183,29 M","- R$ 150,11 M"
15,30/09/2020,"- R$ 147,61 M","R$ 29,13 M","R$ 48,14 M","- R$ 70,35 M"
16,30/06/2020,"- R$ 48,85 M","R$ 18,58 M","R$ 247,02 M","R$ 216,75 M"
17,31/03/2020,"- R$ 34,89 M","R$ 36,85 M","R$ 188,39 M","R$ 190,35 M"
18,31/12/2019,"R$ 114,16 M","- R$ 54,25 M","R$ 177,47 M","R$ 237,38 M"
19,30/09/2019,"R$ 68,19 M","- R$ 49,87 M","R$ 201,00 M","R$ 219,33 M"
20,30/06/2019,"R$ 91,78 M","R$ 46,99 M","- R$ 145,10 M","- R$ 6,34 M"
21,31/03/2019,"R$ 114,68 M","- R$ 13,82 M","- R$ 105,98 M","- R$ 5,11 M"
22,31/12/2018,"R$ 79,81 M","R$ 24,41 M","- R$ 99,94 M","R$ 4,28 M"
23,30/09/2018,"R$ 117,84 M","- R$ 23,50 M","- R$ 116,26 M","- R$ 21,92 M"
24,30/06/2018,"R$ 103,48 M","- R$ 19,81 M","- R$ 96,27 M","- R$ 12,60 M"
25,31/03/2018,"R$ 178,99 M","- R$ 19,17 M","- R$ 158,95 M","R$ 873,00 mil"
26,31/12/2017,"R$ 145,97 M","R$ 66,55 M","- R$ 214,38 M","- R$ 1,86 M"
