,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
54,31/03/2011,"10,05","1,50","1,36","-6,98","0,61","R$ 2,22 B","2,14%"
55,31/12/2010,"8,31","1,60","1,17","-5,02","0,53","R$ 1,66 B","1,58%"
56,30/09/2010,"9,82","1,55","1,60","-5,25","0,53","R$ 1,57 B","1,67%"
57,30/06/2010,"10,20","1,48","1,73","-5,79","0,56","R$ 1,42 B","1,85%"
58,31/03/2010,"9,13","1,28","1,54","-5,35","0,50","R$ 1,18 B","2,23%"
59,31/12/2009,"13,03","1,64","2,03","-8,32","0,64","R$ 1,44 B","1,24%"
60,30/09/2009,"16,90","1,79","2,36","-9,95","0,90","R$ 1,58 B","1,14%"
61,30/06/2009,"14,34","1,28","1,81","-7,92","0,66","R$ 1,08 B","1,65%"
62,31/03/2009,"11,18","0,91","1,36","-5,56","0,47","R$ 744,63 M","2,40%"
63,31/12/2008,"6,38","0,60","0,97","-4,45","0,33","R$ 479,94 M","1,61%"
64,30/09/2008,"4,61","0,46","0,83",NA,"0,27","R$ 370,86 M","2,08%"
65,30/06/2008,"12,12","1,31","2,48",NA,"0,79","R$ 1,05 B","0,74%"
66,31/03/2008,"14,68","1,60","3,52",NA,"1,04","R$ 1,27 B","0,61%"
67,31/12/2007,"30,87","1,32","2,97",NA,"0,89","R$ 1,00 B","0,23%"
68,30/09/2007,"50,18","2,24","5,14",NA,"1,63","R$ 1,70 B","0,14%"
69,30/06/2007,"205,20","2,36","7,65",NA,"1,73","R$ 1,73 B","0,13%"
70,31/03/2007,"-139,44","2,38","11,68",NA,"1,55","R$ 1,70 B","0,14%"
71,31/12/2006,"100,33","6,68","12,15",NA,"1,91","R$ 970,00 M","0,00%"
72,30/09/2006,NA,"3,68",NA,NA,"1,47","R$ 540,00 M","0,00%"
73,30/06/2006,NA,"12,70",NA,NA,"12,70","R$ 1,27 mil","0,00%"
