,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 27/09/2024,"-1,20","0,29","0,30","-2,77","0,09","R$ 139,88 M","0,00%"
1,30/06/2024,"-1,37","0,33","0,35","-3,18","0,11","R$ 160,49 M","0,00%"
2,31/03/2024,"-2,39","0,38","0,51","-1,42","0,12","R$ 194,35 M","0,00%"
3,31/12/2023,"-3,83","0,40","0,49","-1,34","0,14","R$ 214,97 M","0,00%"
4,30/09/2023,"12,52","0,35","0,53","-7,67","0,13","R$ 206,87 M","0,00%"
5,30/06/2023,"10,69","0,47","0,72","-16,67","0,18","R$ 279,75 M","0,00%"
6,31/03/2023,"18,58","0,38","0,69","-38,16","0,15","R$ 227,48 M","0,00%"
7,31/12/2022,"172,60","0,31","0,76","-15,81","0,11","R$ 180,37 M","0,00%"
8,30/09/2022,"-3,40","0,43","1,37","-2,62","0,16","R$ 250,30 M","0,00%"
9,30/06/2022,"-1,92","0,40","1,70","-9,05","0,15","R$ 231,16 M","0,00%"
10,31/03/2022,"-1,17","0,33","1,20","-1,21","0,12","R$ 193,62 M","0,00%"
11,31/12/2021,"-1,42","0,45","1,80","-1,57","0,17","R$ 262,82 M","0,00%"
12,30/09/2021,"-2,09","0,50","1,96","-1,50","0,21","R$ 327,60 M","0,00%"
13,30/06/2021,"-3,15","0,67","2,30","-1,34","0,29","R$ 462,33 M","0,00%"
14,31/03/2021,"-4,10","0,73","3,22","-2,71","0,31","R$ 544,78 M","0,00%"
15,31/12/2020,"-3,26","0,69","2,97","-2,13","0,31","R$ 537,42 M","0,00%"
16,30/09/2020,"-3,29","0,79","2,37","-4,31","0,38","R$ 636,80 M","0,00%"
17,30/06/2020,"-3,75","0,94","2,78","-16,16","0,49","R$ 789,20 M","0,00%"
18,31/03/2020,"-1,43","0,51","1,51","-12,87","0,28","R$ 449,08 M","0,00%"
19,31/12/2019,"-1,86","0,51","1,31","4,19","0,28","R$ 478,52 M","0,00%"
20,30/09/2019,"-3,65","0,96","4,48","14,03","0,51","R$ 957,05 M","0,00%"
21,30/06/2019,"-1,59","0,72","2,76","4,91","0,27","R$ 450,42 M","0,00%"
22,31/03/2019,"-1,95","0,57","2,13","3,84","0,24","R$ 440,49 M","0,00%"
23,31/12/2018,"-1,59","0,57","2,50","5,52","0,23","R$ 440,49 M","0,00%"
24,30/09/2018,"-1,08","0,50","2,61","3,57","0,21","R$ 420,61 M","0,00%"
25,30/06/2018,"-0,94","0,47","2,16","4,16","0,20","R$ 430,55 M","0,00%"
26,31/03/2018,"-1,02","0,52","1,95","2,90","0,23","R$ 519,97 M","0,00%"
27,31/12/2017,"-1,04","0,51","1,75","3,70","0,23","R$ 539,84 M","0,00%"
28,30/09/2017,"-1,26","0,62","2,39","2,99","0,30","R$ 755,12 M","0,00%"
29,30/06/2017,"-1,36","0,56","2,49","3,48","0,28","R$ 768,37 M","0,00%"
30,31/03/2017,"-1,50","0,54","2,72","6,31","0,26","R$ 771,53 M","0,00%"
31,31/12/2016,"-1,79","0,57","2,36","18,40","0,26","R$ 804,09 M","5,49%"
32,30/09/2016,"-15,23","0,26","1,09","-5,26","0,13","R$ 442,00 M","6,99%"
33,30/06/2016,"5,70","0,31","0,63","37,75","0,14","R$ 494,48 M","5,66%"
34,31/03/2016,"2,18","0,27","0,44","4,52","0,12","R$ 458,04 M","6,11%"
35,31/12/2015,"1,95","0,28","0,37","1,72","0,13","R$ 464,40 M","7,97%"
36,30/09/2015,"7,26","0,36","0,38","1,87","0,12","R$ 558,00 M","6,63%"
37,30/06/2015,"5,76","0,37","0,40","2,21","0,12","R$ 581,40 M","6,37%"
38,31/03/2015,"4,69","0,46","0,44","2,78","0,14","R$ 700,20 M","5,29%"
39,31/12/2014,"4,04","0,42","0,39","-21,79","0,13","R$ 628,20 M","13,42%"
40,30/09/2014,"4,18","0,52","0,46","8,76","0,16","R$ 797,40 M","10,57%"
41,30/06/2014,"5,36","0,80","0,67","-33,02","0,23","R$ 1,19 B","7,11%"
42,31/03/2014,"5,77","0,88","0,70","-15,81","0,25","R$ 1,24 B","6,80%"
43,31/12/2013,"6,21","0,97","0,75","44,44","0,29","R$ 1,37 B","0,00%"
44,30/09/2013,"23,54","1,14","0,90","-11,98","0,36","R$ 1,70 B","0,00%"
45,30/06/2013,"-36,59","1,19","0,97","-11,59","0,37","R$ 1,71 B","0,00%"
46,31/03/2013,"-15,45","1,33","1,17","-7,19","0,42","R$ 1,81 B","0,00%"
47,31/12/2012,"-9,25","1,20","1,17","-5,36","0,38","R$ 1,58 B","3,54%"
48,30/09/2012,"-15,50","1,06","1,08","-10,13","0,36","R$ 1,51 B","3,71%"
49,30/06/2012,"190,26","1,01","1,05","-11,84","0,36","R$ 1,49 B","3,74%"
50,31/03/2012,"19,90","0,96","0,99","-21,25","0,36","R$ 1,44 B","3,89%"
51,31/12/2011,"12,53","1,20","1,13","-18,22","0,46","R$ 1,81 B","2,64%"
52,30/09/2011,"7,46","1,13","0,98","-7,79","0,46","R$ 1,81 B","2,63%"
53,30/06/2011,"7,79","1,25","1,07","-7,02","0,54","R$ 1,93 B","2,47%"
