,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 178,51 M","- R$ 5,68 M","- R$ 22,56 M","- R$ 1,90 M","- R$ 20,66 M","- R$ 31,31 M","- R$ 0,43"
1,31/03/2024,"R$ 87,40 M","- R$ 7,77 M","- R$ 11,00 M","- R$ 1,90 M","- R$ 9,11 M","- R$ 20,89 M","- R$ 0,28"
2,31/12/2023,"R$ 126,50 M","- R$ 25,17 M","- R$ 50,41 M","- R$ 2,28 M","- R$ 48,12 M","- R$ 56,90 M","- R$ 0,77"
3,30/09/2023,"R$ 85,92 M","R$ 2,82 M","- R$ 2,97 M","- R$ 2,12 M","- R$ 847,00 mil","- R$ 7,99 M","- R$ 0,11"
4,30/06/2023,"R$ 101,81 M","R$ 14,47 M","R$ 9,44 M","- R$ 1,90 M","R$ 11,34 M","R$ 4,58 M","R$ 0,06"
5,31/03/2023,"R$ 139,73 M","R$ 28,76 M","R$ 9,54 M","- R$ 2,27 M","R$ 11,81 M","R$ 4,15 M","R$ 0,06"
6,31/12/2022,"R$ 77,16 M","R$ 10,50 M","R$ 20,34 M","- R$ 3,53 M","R$ 23,87 M","R$ 15,79 M","R$ 0,21"
7,30/09/2022,"R$ 72,15 M","R$ 10,37 M","R$ 4,22 M","- R$ 2,25 M","R$ 6,47 M","R$ 1,66 M","R$ 0,02"
8,30/06/2022,"R$ 40,57 M","R$ 1,88 M","- R$ 4,46 M","- R$ 2,68 M","- R$ 1,79 M","- R$ 9,35 M","- R$ 0,13"
9,31/03/2022,"R$ 47,48 M","R$ 5,09 M","R$ 2,58 M","- R$ 2,99 M","R$ 5,57 M","- R$ 7,05 M","- R$ 0,10"
10,31/12/2021,"R$ 22,79 M","- R$ 1,92 M","- R$ 46,76 M","- R$ 4,35 M","- R$ 42,41 M","- R$ 58,96 M","- R$ 0,80"
11,30/09/2021,"R$ 25,43 M","- R$ 1,88 M","- R$ 26,33 M","- R$ 2,74 M","- R$ 23,59 M","- R$ 45,01 M","- R$ 0,61"
12,30/06/2021,"R$ 65,47 M","R$ 6,66 M","- R$ 41,09 M","- R$ 2,38 M","- R$ 38,71 M","- R$ 54,39 M","- R$ 0,74"
13,31/03/2021,"R$ 32,68 M","R$ 5,35 M","- R$ 13,93 M","- R$ 2,43 M","- R$ 11,49 M","- R$ 26,37 M","- R$ 0,36"
14,31/12/2020,"R$ 43,70 M","- R$ 1,25 M","- R$ 21,99 M","- R$ 1,83 M","- R$ 20,16 M","- R$ 30,70 M","- R$ 0,42"
15,30/09/2020,"R$ 59,07 M","- R$ 5,80 M","- R$ 28,93 M","- R$ 1,79 M","- R$ 27,14 M","- R$ 35,39 M","- R$ 0,48"
16,30/06/2020,"R$ 33,82 M","- R$ 1,86 M","- R$ 39,23 M","- R$ 1,82 M","- R$ 37,41 M","- R$ 40,34 M","- R$ 0,55"
17,31/03/2020,"R$ 44,06 M","- R$ 7,25 M","- R$ 52,42 M","- R$ 1,84 M","- R$ 50,58 M","- R$ 58,42 M","- R$ 0,08"
18,31/12/2019,"R$ 131,62 M","R$ 3,10 M","- R$ 51,68 M","- R$ 2,59 M","- R$ 49,09 M","- R$ 59,63 M","- R$ 0,08"
19,30/09/2019,"R$ 74,61 M","- R$ 4,35 M","- R$ 43,39 M","- R$ 1,62 M","- R$ 41,77 M","- R$ 52,05 M","- R$ 0,07"
20,30/06/2019,"R$ 47,31 M","- R$ 6,79 M","- R$ 128,16 M","- R$ 1,82 M","- R$ 126,34 M","- R$ 144,14 M","- R$ 0,44"
21,31/03/2019,"R$ 112,43 M","R$ 39,54 M","R$ 10,99 M","- R$ 1,95 M","R$ 12,94 M","- R$ 2,10 M","- R$ 0,01"
22,31/12/2018,"R$ 85,35 M","R$ 2,51 M","- R$ 48,56 M","- R$ 1,98 M","- R$ 46,58 M","- R$ 64,19 M","- R$ 0,19"
23,30/09/2018,"- R$ 26,35 M","- R$ 32,01 M","- R$ 67,09 M","- R$ 1,68 M","- R$ 65,41 M","- R$ 73,37 M","- R$ 0,22"
24,30/06/2018,"R$ 57,78 M","- R$ 7,15 M","- R$ 63,72 M","- R$ 1,98 M","- R$ 61,74 M","- R$ 85,83 M","- R$ 0,26"
25,31/03/2018,"R$ 59,15 M","R$ 3,19 M","- R$ 37,32 M","- R$ 2,05 M","- R$ 35,27 M","- R$ 53,67 M","- R$ 0,16"
26,31/12/2017,"R$ 70,30 M","- R$ 28,85 M","- R$ 164,79 M","- R$ 2,20 M","- R$ 162,59 M","- R$ 175,21 M","- R$ 0,53"
27,30/09/2017,"R$ 12,49 M","- R$ 18,09 M","- R$ 126,28 M","- R$ 2,38 M","- R$ 123,90 M","- R$ 142,02 M","- R$ 0,43"
28,30/06/2017,"R$ 124,86 M","- R$ 50,06 M","- R$ 120,73 M","- R$ 2,37 M","- R$ 118,35 M","- R$ 139,99 M","- R$ 0,42"
29,31/03/2017,"R$ 100,35 M","- R$ 14,19 M","- R$ 61,76 M","- R$ 2,19 M","- R$ 59,56 M","- R$ 63,43 M","- R$ 0,21"
30,31/12/2016,"R$ 77,80 M","- R$ 33,94 M","- R$ 250,82 M","- R$ 2,17 M","- R$ 248,65 M","- R$ 251,54 M","- R$ 0,92"
31,30/09/2016,"R$ 5,12 M","- R$ 47,43 M","- R$ 114,05 M","- R$ 2,22 M","- R$ 111,83 M","- R$ 108,06 M","- R$ 0,56"
32,30/06/2016,"R$ 100,53 M","- R$ 14,54 M","- R$ 94,75 M","- R$ 2,64 M","- R$ 92,11 M","- R$ 91,81 M","- R$ 0,53"
33,31/03/2016,"R$ 157,63 M","R$ 18,20 M","- R$ 5,46 M","- R$ 2,84 M","- R$ 2,63 M","R$ 2,43 M","R$ 0,01"
34,31/12/2015,"R$ 143,74 M","R$ 479,00 mil","R$ 155,71 M","- R$ 3,55 M","R$ 159,26 M","R$ 168,42 M","R$ 0,94"
35,30/09/2015,"R$ 377,45 M","R$ 105,60 M","R$ 22,89 M","- R$ 4,86 M","R$ 27,75 M","R$ 7,76 M","R$ 0,04"
36,30/06/2015,"R$ 368,29 M","R$ 119,56 M","R$ 37,18 M","- R$ 4,86 M","R$ 42,04 M","R$ 31,34 M","R$ 0,17"
37,31/03/2015,"R$ 382,28 M","R$ 101,35 M","R$ 34,14 M","- R$ 4,87 M","R$ 39,01 M","R$ 30,04 M","R$ 0,17"
38,31/12/2014,"R$ 339,73 M","R$ 81,37 M","R$ 13,20 M","- R$ 4,80 M","R$ 18,00 M","R$ 7,70 M","R$ 0,04"
39,30/09/2014,"R$ 382,30 M","R$ 106,22 M","R$ 46,67 M","- R$ 5,48 M","R$ 52,14 M","R$ 31,87 M","R$ 0,18"
40,30/06/2014,"R$ 502,64 M","R$ 165,63 M","R$ 89,63 M","- R$ 6,92 M","R$ 96,55 M","R$ 79,71 M","R$ 0,44"
41,31/03/2014,"R$ 372,02 M","R$ 93,98 M","R$ 33,68 M","- R$ 6,91 M","R$ 40,59 M","R$ 36,08 M","R$ 0,20"
42,31/12/2013,"R$ 465,18 M","R$ 110,70 M","R$ 54,87 M","- R$ 7,12 M","R$ 61,99 M","R$ 43,30 M","R$ 0,23"
43,30/09/2013,"R$ 436,29 M","R$ 137,75 M","R$ 76,33 M","- R$ 6,64 M","R$ 82,97 M","R$ 62,27 M","R$ 0,33"
44,30/06/2013,"R$ 500,69 M","R$ 168,33 M","R$ 109,06 M","- R$ 7,27 M","R$ 116,33 M","R$ 73,20 M","R$ 0,39"
45,31/03/2013,"R$ 430,09 M","R$ 129,23 M","R$ 81,80 M","- R$ 6,29 M","R$ 88,08 M","R$ 42,39 M","R$ 0,23"
46,31/12/2012,"R$ 324,97 M","R$ 14,17 M","- R$ 101,78 M","- R$ 7,87 M","- R$ 93,91 M","- R$ 105,73 M","- R$ 0,57"
47,30/09/2012,"R$ 377,31 M","R$ 58,81 M","- R$ 50,76 M","- R$ 6,53 M","- R$ 44,24 M","- R$ 56,46 M","- R$ 0,30"
48,30/06/2012,"R$ 373,92 M","R$ 64,12 M","- R$ 5,04 M","- R$ 4,36 M","- R$ 685,00 mil","R$ 2,57 M","R$ 0,01"
49,31/03/2012,"R$ 279,21 M","R$ 54,15 M","- R$ 7,80 M","- R$ 4,81 M","- R$ 2,99 M","- R$ 11,33 M","- R$ 0,06"
50,31/12/2011,"R$ 369,35 M","R$ 33,37 M","- R$ 59,06 M","- R$ 4,22 M","- R$ 54,83 M","- R$ 32,11 M","- R$ 0,17"
51,30/09/2011,"R$ 396,66 M","R$ 111,60 M","R$ 57,49 M","- R$ 5,28 M","R$ 62,77 M","R$ 48,72 M","R$ 0,26"
52,30/06/2011,"R$ 413,28 M","R$ 122,11 M","R$ 63,75 M","- R$ 4,49 M","R$ 68,24 M","R$ 66,98 M","R$ 0,36"
53,31/03/2011,"R$ 416,86 M","R$ 120,73 M","R$ 67,61 M","- R$ 4,81 M","R$ 72,42 M","R$ 60,83 M","R$ 0,33"
54,31/12/2010,"R$ 611,79 M","R$ 153,50 M","R$ 61,01 M",NA,NA,"R$ 66,26 M","R$ 0,46"
55,30/09/2010,"R$ 354,71 M","R$ 106,51 M","R$ 62,43 M",NA,NA,"R$ 53,37 M","R$ 0,37"
56,30/06/2010,"R$ 250,47 M","R$ 85,85 M","R$ 50,43 M",NA,NA,"R$ 40,41 M","R$ 0,28"
57,31/03/2010,"R$ 198,25 M","R$ 67,22 M","R$ 39,16 M",NA,NA,"R$ 40,01 M","R$ 0,28"
58,31/12/2009,"R$ 180,34 M","R$ 57,30 M","R$ 28,57 M",NA,NA,"R$ 26,38 M","R$ 0,18"
59,30/09/2009,"R$ 195,29 M","R$ 70,31 M","R$ 39,72 M",NA,NA,"R$ 32,60 M","R$ 0,22"
60,30/06/2009,"R$ 192,47 M","R$ 67,61 M","R$ 37,82 M",NA,NA,"R$ 30,09 M","R$ 0,21"
61,31/03/2009,"R$ 142,61 M","R$ 53,29 M","R$ 25,43 M",NA,NA,"R$ 21,47 M","R$ 0,15"
62,31/12/2008,"R$ 132,72 M","R$ 41,31 M","- R$ 3,76 M",NA,NA,"R$ 6,21 M","R$ 0,04"
63,30/09/2008,"R$ 129,22 M","R$ 50,99 M","R$ 15,47 M",NA,NA,"R$ 16,43 M","R$ 0,11"
64,30/06/2008,"R$ 144,52 M","R$ 51,18 M","R$ 24,98 M",NA,NA,"R$ 24,89 M","R$ 0,17"
65,31/03/2008,"R$ 86,76 M","R$ 32,35 M","R$ 35,06 M",NA,NA,"R$ 31,82 M","R$ 0,22"
66,31/12/2007,"R$ 87,18 M","R$ 33,57 M","R$ 9,09 M",NA,NA,"R$ 8,27 M","R$ 0,06"
67,30/09/2007,"R$ 104,59 M","R$ 39,23 M","R$ 24,67 M",NA,NA,"R$ 25,48 M","R$ 0,18"
68,30/06/2007,"R$ 80,54 M","R$ 31,38 M","R$ 15,97 M",NA,NA,"R$ 20,64 M","R$ 0,14"
69,31/03/2007,"R$ 65,89 M","R$ 25,74 M","- R$ 25,25 M",NA,NA,"- R$ 21,87 M","- R$ 0,15"
