,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 33,94 B","R$ 11,30 B","R$ 6,78 B","- R$ 681,34 M","R$ 7,46 B","R$ 5,83 B","R$ 1,39"
1,31/03/2024,"R$ 32,84 B","R$ 10,92 B","R$ 6,53 B","- R$ 643,64 M","R$ 7,17 B","R$ 5,75 B","R$ 1,37"
2,31/12/2023,"R$ 32,50 B","R$ 10,80 B","R$ 6,46 B","- R$ 628,04 M","R$ 7,09 B","R$ 5,73 B","R$ 1,37"
3,30/09/2023,"R$ 31,92 B","R$ 10,33 B","R$ 6,21 B","- R$ 614,19 M","R$ 6,82 B","R$ 5,18 B","R$ 1,23"
4,30/06/2023,"R$ 31,76 B","R$ 10,13 B","R$ 6,05 B","- R$ 598,74 M","R$ 6,65 B","R$ 5,03 B","R$ 1,20"
5,31/03/2023,"R$ 30,77 B","R$ 9,35 B","R$ 5,49 B","- R$ 582,14 M","R$ 6,07 B","R$ 4,57 B","R$ 1,09"
6,31/12/2022,"R$ 29,90 B","R$ 8,70 B","R$ 5,05 B","- R$ 565,56 M","R$ 5,62 B","R$ 4,21 B","R$ 1,00"
7,30/09/2022,"R$ 28,47 B","R$ 8,09 B","R$ 4,63 B","- R$ 551,52 M","R$ 5,18 B","R$ 3,89 B","R$ 0,93"
8,30/06/2022,"R$ 26,75 B","R$ 7,46 B","R$ 4,22 B","- R$ 539,33 M","R$ 4,76 B","R$ 3,54 B","R$ 0,84"
9,31/03/2022,"R$ 25,31 B","R$ 7,24 B","R$ 4,36 B","- R$ 530,86 M","R$ 4,89 B","R$ 3,77 B","R$ 0,90"
10,31/12/2021,"R$ 23,56 B","R$ 6,96 B","R$ 4,16 B","- R$ 520,18 M","R$ 4,68 B","R$ 3,59 B","R$ 0,85"
11,30/09/2021,"R$ 21,91 B","R$ 6,75 B","R$ 4,03 B","- R$ 500,96 M","R$ 4,53 B","R$ 3,45 B","R$ 0,82"
12,30/06/2021,"R$ 20,52 B","R$ 6,47 B","R$ 3,84 B","- R$ 488,84 M","R$ 4,33 B","R$ 3,29 B","R$ 0,78"
13,31/03/2021,"R$ 18,83 B","R$ 5,96 B","R$ 3,19 B","- R$ 474,85 M","R$ 3,67 B","R$ 2,67 B","R$ 1,27"
14,31/12/2020,"R$ 17,47 B","R$ 5,44 B","R$ 2,82 B","- R$ 451,36 M","R$ 3,27 B","R$ 2,34 B","R$ 1,12"
15,30/09/2020,"R$ 16,36 B","R$ 4,99 B","R$ 2,52 B","- R$ 433,04 M","R$ 2,95 B","R$ 2,10 B","R$ 1,00"
16,30/06/2020,"R$ 14,91 B","R$ 4,48 B","R$ 2,18 B","- R$ 416,18 M","R$ 2,60 B","R$ 1,87 B","R$ 0,89"
17,31/03/2020,"R$ 14,13 B","R$ 4,19 B","R$ 2,00 B","- R$ 402,39 M","R$ 2,40 B","R$ 1,75 B","R$ 0,83"
18,31/12/2019,"R$ 13,35 B","R$ 3,95 B","R$ 1,85 B","- R$ 396,78 M","R$ 2,24 B","R$ 1,61 B","R$ 0,77"
19,30/09/2019,"R$ 12,69 B","R$ 3,73 B","R$ 1,69 B","- R$ 381,15 M","R$ 2,07 B","R$ 1,45 B","R$ 0,69"
