,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,50 B","- R$ 2,24 B","R$ 1,20 B","R$ 689,70 M"
1,31/03/2024,"R$ 1,58 B","- R$ 386,20 M","- R$ 1,80 B","- R$ 567,37 M"
2,31/12/2023,"R$ 1,90 B","- R$ 437,17 M","R$ 74,49 M","R$ 1,35 B"
3,30/09/2023,"R$ 1,95 B","- R$ 495,08 M","- R$ 1,23 B","R$ 223,90 M"
4,30/06/2023,"R$ 858,95 M","- R$ 440,97 M","- R$ 519,67 M","- R$ 187,90 M"
5,31/03/2023,"R$ 2,32 B","- R$ 340,99 M","- R$ 1,29 B","R$ 655,83 M"
6,31/12/2022,"R$ 1,82 B","- R$ 501,23 M","- R$ 471,85 M","R$ 827,75 M"
7,30/09/2022,"R$ 1,10 B","- R$ 323,35 M","R$ 278,44 M","R$ 1,05 B"
8,30/06/2022,"R$ 197,19 M","- R$ 210,79 M","- R$ 208,13 M","- R$ 179,58 M"
9,31/03/2022,"- R$ 136,94 M","- R$ 311,02 M","R$ 593,45 M","R$ 35,44 M"
10,31/12/2021,"R$ 313,70 M","- R$ 259,99 M","R$ 249,00 M","R$ 318,01 M"
11,30/09/2021,"R$ 98,80 M","- R$ 213,75 M","- R$ 812,59 M","- R$ 879,51 M"
12,30/06/2021,"R$ 122,44 M","- R$ 204,90 M","R$ 96,58 M","- R$ 111,82 M"
13,31/03/2021,"R$ 404,45 M","- R$ 5,24 M","- R$ 976,40 M","- R$ 504,40 M"
14,31/12/2020,"R$ 1,38 B","R$ 85,89 M","- R$ 161,63 M","R$ 1,28 B"
15,30/09/2020,"R$ 1,58 B","R$ 46,36 M","- R$ 718,70 M","R$ 939,07 M"
16,30/06/2020,"R$ 453,40 M","R$ 47,27 M","- R$ 473,05 M","R$ 89,87 M"
17,31/03/2020,"R$ 525,74 M","R$ 27,86 M","- R$ 1,01 B","- R$ 358,50 M"
18,31/12/2019,"R$ 832,37 M","- R$ 318,32 M","- R$ 667,80 M","- R$ 154,36 M"
19,30/09/2019,"R$ 668,52 M","R$ 32,25 M","- R$ 454,92 M","R$ 256,54 M"
20,30/06/2019,"R$ 353,70 M","- R$ 102,93 M","- R$ 371,96 M","- R$ 123,64 M"
21,31/03/2019,"R$ 53,27 M","R$ 329,25 M","- R$ 620,76 M","- R$ 238,19 M"
22,31/12/2018,"R$ 389,30 M","R$ 872,83 M","- R$ 863,39 M","R$ 386,98 M"
23,30/09/2018,"R$ 266,88 M","- R$ 1,30 B","R$ 141,13 M","- R$ 885,05 M"
24,30/06/2018,"R$ 150,88 M","- R$ 189,17 M","- R$ 314,16 M","- R$ 329,04 M"
25,31/03/2018,"R$ 492,60 M","- R$ 218,42 M","- R$ 410,01 M","- R$ 129,87 M"
26,31/12/2017,"R$ 314,93 M","R$ 6,83 M","- R$ 443,69 M","- R$ 110,55 M"
27,30/09/2017,"R$ 351,96 M","- R$ 205,76 M","- R$ 500,72 M","- R$ 362,24 M"
28,30/06/2017,"R$ 204,48 M","- R$ 69,10 M","R$ 112,71 M","R$ 265,51 M"
29,31/03/2017,"R$ 418,76 M","- R$ 114,73 M","- R$ 321,31 M","- R$ 20,70 M"
30,31/12/2016,"R$ 541,66 M","- R$ 150,39 M","- R$ 385,00 M","- R$ 16,11 M"
31,30/09/2016,"R$ 489,50 M","- R$ 71,40 M","R$ 256,76 M","R$ 686,77 M"
32,30/06/2016,"R$ 716,42 M","- R$ 124,15 M","- R$ 287,90 M","R$ 242,80 M"
33,31/03/2016,"R$ 383,34 M","- R$ 506,79 M","- R$ 647,78 M","- R$ 799,91 M"
34,31/12/2015,"R$ 1,00 B","- R$ 993,70 M","- R$ 213,02 M","- R$ 134,69 M"
35,30/09/2015,"- R$ 339,25 M","R$ 319,23 M","- R$ 295,93 M","- R$ 315,95 M"
36,30/06/2015,"R$ 331,64 M","- R$ 296,74 M","- R$ 51,01 M","- R$ 16,11 M"
37,31/03/2015,"- R$ 10,04 M","R$ 67,25 M","R$ 402,38 M","R$ 459,59 M"
38,31/12/2014,"R$ 255,52 M","- R$ 710,52 M","R$ 559,39 M","R$ 104,40 M"
39,30/09/2014,"R$ 184,00 M","- R$ 224,92 M","- R$ 21,33 M","- R$ 62,25 M"
40,30/06/2014,"R$ 304,02 M","- R$ 312,03 M","R$ 46,50 M","R$ 38,49 M"
41,31/03/2014,"R$ 403,98 M","- R$ 142,36 M","- R$ 388,04 M","- R$ 126,42 M"
42,31/12/2013,"R$ 292,11 M","- R$ 38,52 M","R$ 182,38 M","R$ 435,96 M"
43,30/09/2013,"R$ 326,89 M","- R$ 75,65 M","- R$ 347,48 M","- R$ 96,24 M"
44,30/06/2013,"R$ 110,68 M","R$ 265,28 M","- R$ 355,69 M","R$ 20,28 M"
45,31/03/2013,"R$ 297,76 M","- R$ 96,35 M","R$ 510,14 M","R$ 711,55 M"
46,31/12/2012,"R$ 384,90 M","- R$ 110,92 M","- R$ 239,95 M","R$ 34,03 M"
47,30/09/2012,"R$ 217,01 M","- R$ 43,36 M","- R$ 532,35 M","- R$ 358,70 M"
48,30/06/2012,"R$ 72,63 M","- R$ 36,58 M","R$ 27,00 M","R$ 63,05 M"
49,31/03/2012,"R$ 219,03 M","- R$ 190,70 M","- R$ 396,05 M","- R$ 367,73 M"
50,31/12/2011,"R$ 8,97 M","- R$ 330,64 M","R$ 166,72 M","- R$ 154,95 M"
51,30/09/2011,"- R$ 65,84 M","R$ 5,64 M","R$ 472,13 M","R$ 411,93 M"
52,30/06/2011,"R$ 167,44 M","- R$ 290,73 M","R$ 310,79 M","R$ 187,50 M"
53,31/03/2011,"R$ 189,20 M","- R$ 34,58 M","- R$ 220,49 M","- R$ 65,86 M"
