,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 706,39 M","R$ 448,05 M","R$ 0,47",877.251.375,71.992.864,71.992.864,949.244.239,0,4.725.473,4.725.473,4.725.473,877.251.375,67.267.391,944.518.766,227
1,31/03/2024,"R$ 696,29 M","R$ 434,79 M","R$ 0,46",877.251.375,71.992.864,71.992.864,949.244.239,0,4.105.673,4.105.673,4.105.673,877.251.375,67.887.191,945.138.566,227
2,31/12/2023,"R$ 682,10 M","R$ 413,63 M","R$ 0,44",877.251.375,71.992.864,71.992.864,949.244.239,0,4.185.047,4.185.047,4.185.047,877.251.375,67.807.817,945.059.192,227
3,30/09/2023,"R$ 621,26 M","R$ 390,91 M","R$ 0,41",877.251.375,71.992.864,71.992.864,949.244.239,0,4.185.047,4.185.047,4.185.047,877.251.375,67.807.817,945.059.192,227
4,30/06/2023,"R$ 594,83 M","R$ 369,59 M","R$ 0,39",877.251.375,71.992.864,71.992.864,949.244.239,0,4.185.047,4.185.047,4.185.047,877.251.375,67.807.817,945.059.192,227
5,31/03/2023,"R$ 587,34 M","R$ 348,24 M","R$ 0,37",877.251.375,71.992.864,71.992.864,949.244.239,0,4.185.047,4.185.047,4.185.047,877.251.375,67.807.817,945.059.192,227
6,31/12/2022,"R$ 579,86 M","R$ 328,33 M","R$ 0,35",877.251.375,71.992.864,71.992.864,949.244.239,0,4.222.903,4.222.903,4.222.903,877.251.375,67.769.961,945.021.336,227
7,30/09/2022,"R$ 517,06 M","R$ 317,94 M","R$ 0,33",877.251.375,71.992.864,71.992.864,949.244.239,0,3.322.903,3.322.903,3.322.903,877.251.375,68.669.961,945.921.336,227
8,30/06/2022,"R$ 500,84 M","R$ 305,06 M","R$ 0,32",877.251.375,71.992.864,71.992.864,949.244.239,0,3.012.703,3.012.703,3.012.703,877.251.375,68.980.161,946.231.536,227
9,31/03/2022,"R$ 484,30 M","R$ 287,78 M","R$ 0,30",877.251.375,71.992.864,71.992.864,949.244.239,0,3.012.703,3.012.703,3.012.703,877.251.375,68.980.161,946.231.536,227
10,31/12/2021,"R$ 474,91 M","R$ 267,81 M","R$ 0,28",877.251.375,71.992.864,71.992.864,949.244.239,0,3.012.703,3.012.703,3.012.703,877.251.375,68.980.161,946.231.536,227
11,30/09/2021,"R$ 420,61 M","R$ 245,58 M","R$ 0,26",877.251.375,68.980.161,68.980.161,946.231.536,0,3.012.703,3.012.703,3.012.703,877.251.375,65.967.458,943.218.833,227
12,30/06/2021,"R$ 380,35 M","R$ 222,25 M","R$ 0,23",877.251.375,68.980.161,68.980.161,946.231.536,0,3.012.703,3.012.703,3.012.703,877.251.375,65.967.458,943.218.833,227
13,31/03/2021,"R$ 369,26 M","R$ 208,87 M","R$ 0,22",877.251.375,68.980.161,68.980.161,946.231.536,0,3.012.703,3.012.703,3.012.703,877.251.375,65.967.458,943.218.833,227
14,31/12/2020,"R$ 356,85 M","R$ 201,64 M","R$ 0,21",877.251.375,68.980.161,68.980.161,946.231.536,0,3.012.703,3.012.703,3.012.703,877.251.375,65.967.458,943.218.833,227
15,30/09/2020,"R$ 309,55 M","R$ 27,26 M","R$ 0,03",877.251.375,52.274.864,52.274.864,929.526.239,0,2.975.000,2.975.000,2.975.000,877.251.375,49.299.864,926.551.239,227
16,30/06/2020,"R$ 284,11 M","R$ 20,09 M","R$ 0,02",929.526.239,0,0,929.526.239,0,0,0,0,929.526.239,0,929.526.239,227
17,31/03/2020,"R$ 263,70 M","R$ 12,16 M","R$ 0,01",929.526.239,0,0,929.526.239,0,0,0,0,929.526.239,0,929.526.239,227
18,31/12/2019,"R$ 274,56 M","R$ 12,69 M","R$ 0,01",929.526.239,0,0,929.526.239,0,0,0,0,929.526.239,0,929.526.239,227
