,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 130,08 M","- R$ 40,46 M","- R$ 62,56 M","R$ 27,06 M",227
1,31/03/2024,"R$ 109,84 M","- R$ 38,61 M","- R$ 52,34 M","R$ 18,89 M",227
2,31/12/2023,"R$ 78,53 M","- R$ 34,35 M","- R$ 50,19 M","- R$ 6,01 M",227
3,30/09/2023,"R$ 86,05 M","- R$ 35,78 M","- R$ 57,34 M","- R$ 7,07 M",227
4,30/06/2023,"R$ 68,46 M","- R$ 31,03 M","- R$ 58,16 M","- R$ 20,74 M",227
5,31/03/2023,"R$ 67,20 M","- R$ 35,47 M","- R$ 42,80 M","- R$ 11,07 M",227
6,31/12/2022,"R$ 68,26 M","- R$ 33,71 M","- R$ 40,83 M","- R$ 6,28 M",227
7,30/09/2022,"R$ 57,86 M","- R$ 28,03 M","- R$ 39,68 M","- R$ 9,85 M",227
8,30/06/2022,"R$ 55,80 M","- R$ 24,28 M","- R$ 34,28 M","- R$ 2,75 M",227
9,31/03/2022,"R$ 33,42 M","- R$ 16,14 M","- R$ 28,91 M","- R$ 11,64 M",227
10,31/12/2021,"R$ 18,40 M","- R$ 13,64 M","- R$ 27,06 M","- R$ 22,31 M",227
11,30/09/2021,"- R$ 949,00 mil","- R$ 10,38 M","- R$ 2,73 M","- R$ 14,06 M",227
12,30/06/2021,"- R$ 12,18 M","- R$ 8,02 M","- R$ 3,14 M","- R$ 23,35 M",227
13,31/03/2021,"- R$ 18,68 M","- R$ 3,98 M","R$ 34,25 M","R$ 11,60 M",227
14,31/12/2020,"R$ 12,75 M","- R$ 1,86 M","R$ 30,77 M","R$ 41,66 M",227
15,30/09/2020,"R$ 15,72 M","- R$ 1,68 M","R$ 17,51 M","R$ 48,25 M",227
16,30/06/2020,"R$ 33,02 M","- R$ 1,65 M","R$ 17,41 M","R$ 65,49 M",227
17,31/03/2020,"R$ 53,70 M","- R$ 1,97 M","- R$ 14,07 M","R$ 54,35 M",227
18,31/12/2019,"R$ 27,41 M","- R$ 1,69 M","- R$ 11,47 M","R$ 30,95 M",227
