,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"23,81%","23,46%","36,08%","35,54%","31,15%","19,35%","57,39%","15,55%","20,57%","22,35%","1,24","1,58","0,58","0,29"
1,31/03/2024,"26,82%","26,52%","40,64%","40,18%","33,23%","19,70%","57,74%","16,43%","21,45%","23,17%","1,20","1,60","0,60","0,13"
2,31/12/2023,"27,44%","27,32%","41,57%","41,40%","34,85%","19,73%","57,69%","16,73%","21,75%","23,36%","1,18","1,65","0,65","0,30"
3,30/09/2023,"26,87%","26,96%","40,72%","40,85%","35,80%","22,01%","58,03%","17,59%","22,31%","23,87%","1,25","1,59","0,59","0,36"
4,30/06/2023,"27,54%","27,88%","41,73%","42,24%","36,43%","22,19%","58,01%","17,90%","22,39%","23,85%","1,24","1,61","0,61","0,40"
5,31/03/2023,"28,27%","28,57%","42,83%","43,29%","35,29%","20,97%","57,40%","17,03%","21,59%","22,89%","1,23","1,69","0,69","0,20"
6,31/12/2022,"28,94%","29,51%","43,85%","44,72%","36,02%","20,31%","57,59%","17,00%","22,07%","23,21%","1,19","1,77","0,77","0,23"
7,30/09/2022,"30,35%","31,19%","45,98%","47,26%","39,42%","23,01%","58,17%","18,14%","23,00%","23,99%","1,27","1,63","0,63","0,28"
8,30/06/2022,"31,79%","32,96%","48,17%","49,93%","42,20%","24,66%","57,97%","18,02%","22,47%","23,30%","1,37","1,64","0,64","0,20"
9,31/03/2022,"35,64%","37,27%","54,00%","56,47%","43,04%","24,35%","59,33%","18,60%","22,80%","23,54%","1,31","1,68","0,68","0,09"
10,31/12/2021,"34,42%","36,48%","52,15%","55,27%","38,26%","21,62%","59,82%","17,75%","20,79%","21,51%","1,22","1,77","0,77","0,13"
11,30/09/2021,"127,27%","-272,57%","192,83%","-412,99%","231,06%","20,35%","59,60%","15,57%","19,96%","20,69%","1,31","1,71","0,71","0,17"
12,30/06/2021,"184,58%","-121,56%","279,67%","-184,19%","240,80%","17,03%","60,64%","13,99%","19,41%","20,26%","1,22","1,71","0,71","0,17"
13,31/03/2021,"499,88%","-216,83%","757,39%","-328,53%","276,42%","12,75%","60,82%","12,23%","17,33%","18,47%","1,04","1,77","0,77","-0,27"
14,31/12/2020,"74,51%","165,62%","112,90%","250,95%","203,52%","9,41%","58,29%","9,66%","15,14%","16,36%","0,97","1,77","0,77","-0,87"
15,30/09/2020,"64,23%","142,78%","97,32%","216,33%","209,62%","9,69%","55,16%","12,18%","15,97%","17,43%","0,80","11,36","10,36","-1,23"
16,30/06/2020,"51,34%","114,11%","77,78%","172,90%","165,62%","7,66%","52,98%","10,11%","13,41%","14,03%","0,76","14,14","13,14","-1,94"
17,31/03/2020,"56,07%","124,63%","84,95%","188,83%","174,63%","8,07%","52,75%","9,70%","13,33%","14,66%","0,83","21,68","20,68","-0,80"
18,31/12/2019,NA,NA,NA,NA,NA,NA,"53,30%","10,75%","14,46%","15,78%",NA,"21,63","20,63","0,10"
