,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"5,50%","5,67%","8,33%","8,59%","4,85%","1,47%","38,23%","6,94%","28,48%","45,13%","0,21","2,97","1,97","4,48"
1,31/03/2024,"5,85%","5,81%","8,86%","8,80%","-0,52%","-0,16%","37,39%","-0,69%","27,60%","43,63%","0,23","3,50","2,50","4,33"
2,31/12/2023,"6,14%","5,72%","9,30%","8,66%","1,59%","0,52%","36,78%","2,16%","26,48%","42,45%","0,24","3,53","2,53","4,05"
3,30/09/2023,"7,16%","6,89%","10,85%","10,45%","2,26%","0,97%","35,96%","3,25%","23,06%","39,37%","0,30","3,78","2,78","4,32"
4,30/06/2023,"7,20%","6,95%","10,91%","10,54%","4,82%","2,47%","34,71%","7,29%","23,97%","39,06%","0,34","3,30","2,30","4,85"
5,31/03/2023,"6,34%","6,08%","9,61%","9,21%","4,41%","1,93%","32,90%","5,29%","21,56%","35,98%","0,36","3,33","2,33","6,25"
6,31/12/2022,"5,70%","5,38%","8,64%","8,15%","4,18%","2,06%","30,63%","6,13%","20,95%","34,63%","0,34","3,05","2,05","8,09"
7,30/09/2022,"8,53%","7,98%","12,92%","12,09%","12,35%","5,94%","35,01%","19,28%","32,61%","43,72%","0,31","2,33","1,33","3,12"
8,30/06/2022,"8,62%","8,03%","13,07%","12,17%","14,44%","7,07%","38,42%","22,27%","33,00%","44,22%","0,32","1,95","0,95","2,92"
9,31/03/2022,"8,42%","7,82%","12,76%","11,84%","14,30%","7,04%","39,33%","23,42%","33,40%","45,27%","0,30","2,29","1,29","4,00"
10,31/12/2021,"8,36%","7,73%","12,67%","11,71%","14,79%","7,23%","37,91%","22,90%","31,06%","42,94%","0,32","2,03","1,03","3,07"
11,30/09/2021,"8,14%","7,45%","12,33%","11,29%","18,83%","8,70%","39,01%","29,37%","29,46%","42,10%","0,30","2,08","1,08","3,18"
12,30/06/2021,"7,00%","6,39%","10,61%","9,69%","14,71%","7,01%","42,28%","28,74%","31,18%","45,79%","0,24","2,04","1,04","3,67"
13,31/03/2021,"7,05%","6,39%","10,68%","9,68%","14,40%","7,43%","44,63%","31,67%","33,93%","49,33%","0,23","2,03","1,03","3,63"
14,31/12/2020,"7,45%","6,74%","11,29%","10,21%","14,60%","7,27%","46,19%","31,07%","34,43%","49,30%","0,23","2,04","1,04","3,54"
15,30/09/2020,"6,99%","6,30%","10,59%","9,54%","10,51%","5,28%","43,07%","21,92%","32,81%","48,45%","0,24","2,16","1,16","3,23"
16,30/06/2020,"7,47%","6,69%","11,32%","10,14%","11,20%","5,63%","40,39%","21,03%","30,96%","45,75%","0,27","2,10","1,10","2,98"
17,31/03/2020,"7,36%","6,54%","11,15%","9,90%","10,12%","5,22%","39,62%","18,78%","29,84%","44,65%","0,28","1,94","0,94","2,75"
18,31/12/2019,"7,07%","6,19%","10,71%","9,38%","9,54%","4,88%","39,45%","19,15%","30,81%","46,43%","0,26","2,01","1,01","2,77"
19,30/09/2019,"5,67%","5,09%","8,59%","7,71%","12,12%","5,78%","39,84%","25,48%","28,11%","44,51%","0,23","1,99","0,99","3,44"
20,30/06/2019,"6,78%","6,08%","10,27%","9,22%","14,03%","6,70%","41,26%","26,10%","30,56%","45,68%","0,26","1,99","0,99","2,91"
21,31/03/2019,"9,79%","8,84%","14,83%","13,40%","18,07%","9,40%","40,64%","30,36%","37,21%","51,33%","0,31","1,94","0,94","2,42"
22,31/12/2018,"9,01%","8,22%","13,65%","12,45%","16,47%","8,14%","40,08%","28,37%","35,73%","49,95%","0,29","1,95","0,95","2,57"
23,30/09/2018,"9,35%","8,53%","14,17%","12,92%","11,33%","4,91%","40,92%","15,35%","34,49%","48,65%","0,32","2,10","1,10","2,65"
24,30/06/2018,"8,44%","7,67%","12,79%","11,62%","8,77%","3,86%","40,64%","12,75%","33,47%","48,35%","0,30","2,09","1,09","2,98"
25,31/03/2018,"5,75%","5,23%","8,72%","7,92%","3,21%","1,43%","39,74%","5,15%","25,23%","40,54%","0,28","1,92","0,92","3,14"
