,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 3,60 B","- R$ 2,33 B","- R$ 1,28 B","- R$ 13,92 M"
1,31/03/2024,"R$ 3,30 B","- R$ 2,65 B","R$ 67,79 M","R$ 717,16 M"
2,31/12/2023,"R$ 2,79 B","- R$ 1,73 B","- R$ 9,42 M","R$ 1,05 B"
3,30/09/2023,"R$ 2,32 B","- R$ 5,88 B","- R$ 1,29 B","- R$ 4,85 B"
4,30/06/2023,"R$ 1,85 B","- R$ 5,80 B","R$ 1,86 B","- R$ 2,09 B"
5,31/03/2023,"R$ 1,56 B","- R$ 7,18 B","R$ 5,83 B","R$ 204,57 M"
6,31/12/2022,"R$ 1,27 B","- R$ 9,09 B","R$ 8,12 B","R$ 299,01 M"
7,30/09/2022,"R$ 1,20 B","- R$ 4,85 B","R$ 9,25 B","R$ 5,60 B"
8,30/06/2022,"R$ 1,22 B","- R$ 4,53 B","R$ 5,44 B","R$ 2,13 B"
9,31/03/2022,"R$ 842,26 M","- R$ 2,76 B","R$ 1,15 B","- R$ 767,35 M"
10,31/12/2021,"R$ 1,23 B","- R$ 1,25 B","- R$ 379,75 M","- R$ 392,64 M"
11,30/09/2021,"R$ 1,21 B","- R$ 1,69 B","- R$ 412,65 M","- R$ 899,52 M"
12,30/06/2021,"R$ 1,06 B","- R$ 1,75 B","- R$ 171,26 M","- R$ 860,27 M"
13,31/03/2021,"R$ 1,39 B","- R$ 2,23 B","R$ 1,02 B","R$ 177,00 M"
14,31/12/2020,"R$ 1,25 B","- R$ 2,27 B","R$ 887,66 M","- R$ 132,65 M"
15,30/09/2020,"R$ 1,48 B","- R$ 1,54 B","R$ 1,34 B","R$ 1,28 B"
16,30/06/2020,"R$ 1,54 B","- R$ 1,68 B","R$ 815,62 M","R$ 673,26 M"
17,31/03/2020,"R$ 1,60 B","- R$ 1,29 B","- R$ 177,94 M","R$ 135,37 M"
18,31/12/2019,"R$ 1,37 B","- R$ 848,22 M","- R$ 152,71 M","R$ 365,32 M"
19,30/09/2019,"R$ 1,51 B","- R$ 921,21 M","- R$ 206,75 M","R$ 386,59 M"
20,30/06/2019,"R$ 1,54 B","- R$ 614,07 M","- R$ 153,28 M","R$ 777,44 M"
21,31/03/2019,"R$ 1,44 B","- R$ 642,07 M","- R$ 145,77 M","R$ 653,28 M"
22,31/12/2018,"R$ 1,53 B","- R$ 704,31 M","- R$ 437,72 M","R$ 385,38 M"
23,30/09/2018,"R$ 1,55 B","- R$ 690,89 M","- R$ 522,27 M","R$ 339,63 M"
24,30/06/2018,"R$ 1,05 B","- R$ 693,93 M","- R$ 141,09 M","R$ 216,54 M"
25,31/03/2018,"R$ 1,08 B","- R$ 521,65 M","- R$ 386,15 M","R$ 171,80 M"
