,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 452,84 M","- R$ 129,47 M","- R$ 462,94 M","- R$ 39,28 M"
1,31/03/2024,"R$ 368,12 M","- R$ 94,33 M","- R$ 958,36 M","- R$ 667,14 M"
2,31/12/2023,"R$ 396,07 M","- R$ 221,85 M","- R$ 334,04 M","- R$ 92,31 M"
3,30/09/2023,"R$ 545,47 M","- R$ 132,37 M","R$ 188,65 M","R$ 596,08 M"
4,30/06/2023,"R$ 788,74 M","- R$ 87,78 M","- R$ 738,89 M","- R$ 146,15 M"
5,31/03/2023,"R$ 263,02 M","- R$ 88,18 M","R$ 208,92 M","R$ 317,69 M"
6,31/12/2022,"R$ 1,38 B","- R$ 189,81 M","- R$ 536,91 M","R$ 682,80 M"
7,30/09/2022,"R$ 350,26 M","- R$ 107,29 M","- R$ 55,73 M","R$ 211,36 M"
8,30/06/2022,"- R$ 172,60 M","- R$ 111,85 M","R$ 282,45 M","R$ 6,90 M"
9,31/03/2022,"R$ 323,23 M","- R$ 79,70 M","R$ 272,25 M","R$ 297,88 M"
10,31/12/2021,"R$ 319,68 M","- R$ 233,00 M","- R$ 64,45 M","R$ 81,13 M"
11,30/09/2021,"- R$ 337,94 M","- R$ 122,08 M","- R$ 137,35 M","- R$ 348,27 M"
12,30/06/2021,"R$ 75,54 M","- R$ 75,41 M","R$ 58,17 M","- R$ 153,67 M"
13,31/03/2021,"- R$ 130,98 M","- R$ 54,56 M","R$ 57,39 M","- R$ 96,51 M"
14,31/12/2020,"R$ 258,98 M","- R$ 88,51 M","- R$ 219,37 M","- R$ 36,20 M"
15,30/09/2020,"R$ 218,62 M","- R$ 72,61 M","R$ 50,51 M","R$ 249,07 M"
16,30/06/2020,"- R$ 240,31 M","- R$ 73,30 M","R$ 531,51 M","R$ 258,65 M"
17,31/03/2020,"- R$ 124,12 M","- R$ 101,37 M","R$ 606,65 M","R$ 487,78 M"
18,31/12/2019,"R$ 385,89 M","- R$ 137,56 M","- R$ 256,48 M","- R$ 25,24 M"
19,30/09/2019,"R$ 235,13 M","- R$ 158,38 M","R$ 193,14 M","R$ 318,34 M"
20,30/06/2019,"R$ 232,74 M","- R$ 111,48 M","- R$ 125,81 M","- R$ 82,04 M"
21,31/03/2019,"- R$ 196,08 M","- R$ 117,04 M","R$ 187,56 M","- R$ 51,83 M"
22,31/12/2018,"R$ 450,05 M","- R$ 203,18 M","- R$ 15,46 M","R$ 201,55 M"
23,30/09/2018,"R$ 119,13 M","- R$ 107,03 M","- R$ 81,80 M","- R$ 27,55 M"
24,30/06/2018,"R$ 59,44 M","- R$ 88,17 M","- R$ 531,26 M","- R$ 508,02 M"
25,31/03/2018,"- R$ 13,90 M","- R$ 72,36 M","R$ 354,38 M","R$ 277,59 M"
26,31/12/2017,"R$ 189,82 M","- R$ 681,95 M","R$ 513,56 M","R$ 40,59 M"
27,30/09/2017,"R$ 140,71 M","- R$ 40,24 M","- R$ 288,18 M","- R$ 192,77 M"
28,30/06/2017,"R$ 20,60 M","- R$ 33,50 M","- R$ 19,60 M","R$ 5,24 M"
29,31/03/2017,"- R$ 47,73 M","R$ 518,23 M","- R$ 203,84 M","R$ 258,68 M"
30,31/12/2016,"R$ 237,75 M","- R$ 88,20 M","- R$ 21,22 M","R$ 90,47 M"
31,30/09/2016,"- R$ 3,72 M","- R$ 81,47 M","- R$ 96,07 M","- R$ 168,06 M"
