,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,94 B","- R$ 1,26 B","R$ 85,05 M","R$ 1,15 B"
1,31/03/2024,"R$ 831,29 M","R$ 362,64 M","- R$ 516,07 M","R$ 737,48 M"
2,31/12/2023,"R$ 3,61 B","- R$ 1,97 B","- R$ 928,09 M","R$ 91,12 M"
3,30/09/2023,"R$ 2,34 B","- R$ 1,51 B","- R$ 531,85 M","R$ 358,49 M"
4,30/06/2023,"R$ 3,22 B","- R$ 1,21 B","- R$ 1,95 B","- R$ 25,84 M"
5,31/03/2023,"R$ 1,96 B","- R$ 1,07 B","- R$ 719,40 M","R$ 106,02 M"
6,31/12/2022,"R$ 1,72 B","- R$ 1,73 B","- R$ 3,42 B","- R$ 3,71 B"
7,30/09/2022,"R$ 3,25 B","- R$ 1,14 B","- R$ 1,93 B","R$ 408,90 M"
8,30/06/2022,"R$ 3,86 B","- R$ 975,20 M","- R$ 2,59 B","R$ 881,59 M"
9,31/03/2022,"R$ 2,32 B","- R$ 615,80 M","- R$ 314,52 M","R$ 734,51 M"
10,31/12/2021,"R$ 7,82 B","- R$ 1,10 B","- R$ 6,54 B","R$ 184,58 M"
11,30/09/2021,"R$ 2,58 B","- R$ 827,57 M","- R$ 895,12 M","R$ 949,85 M"
12,30/06/2021,"R$ 550,36 M","- R$ 597,47 M","- R$ 959,43 M","- R$ 1,22 B"
13,31/03/2021,"R$ 1,57 B","- R$ 471,57 M","- R$ 1,59 B","- R$ 375,33 M"
14,31/12/2020,"R$ 2,59 B","- R$ 1,06 B","- R$ 882,97 M","R$ 446,08 M"
15,30/09/2020,"R$ 2,49 B","- R$ 344,60 M","- R$ 2,02 B","R$ 107,47 M"
16,30/06/2020,"R$ 166,36 M","- R$ 278,98 M","R$ 214,69 M","R$ 247,81 M"
17,31/03/2020,"R$ 1,16 B","- R$ 549,52 M","R$ 195,16 M","R$ 1,17 B"
18,31/12/2019,"- R$ 217,37 M","- R$ 499,99 M","R$ 1,08 B","R$ 350,24 M"
