,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 23/09/2024,"5,40","1,63","0,90","3,13","1,10","R$ 729,41 M","6,21%",242
1,30/06/2024,"5,82","1,76","0,97","3,37","1,18","R$ 786,68 M","5,76%",242
2,31/03/2024,"6.734,45","1.696,06","1.133,25","3.933,32","1.128,21","R$ 758,67 B","5,97%",242
3,31/12/2023,"9,69","1,99","1,62","5,63","1,40","R$ 856,48 M","4,91%",242
4,30/09/2023,"8,48","1,78","1,37","5,04","1,20","R$ 732,75 M","5,61%",242
5,30/06/2023,"7,18","1,47","1,09","4,31","0,97","R$ 582,69 M","6,97%",242
6,31/03/2023,"6,16","1,22","0,90","3,60","0,79","R$ 482,37 M","8,15%",242
7,31/12/2022,"5,40","1,04","0,74","3,02","0,65","R$ 397,52 M","8,79%",242
8,30/09/2022,"8,66","1,63","1,12","5,00","1,00","R$ 591,47 M","6,16%",242
9,30/06/2022,"9,59","1,80","1,21","5,17","1,09","R$ 632,02 M","5,40%",242
10,31/03/2022,"10,01","1,78","1,21","5,07","1,09","R$ 632,02 M","5,40%",242
11,31/12/2021,"10,45","1,84","1,23","5,44","1,11","R$ 632,02 M","5,40%",242
12,30/09/2021,"10,93","1,97","1,26","5,20","1,13","R$ 632,02 M","5,40%",242
13,30/06/2021,"11,70","2,05","1,30","5,59","1,18","R$ 632,02 M","5,40%",242
14,31/03/2021,"12,57","2,09","1,36","5,01","1,17","R$ 632,02 M","5,40%",242
15,31/12/2020,"13,51","2,16","1,38","5,02","1,17","R$ 632,02 M","5,40%",242
16,30/09/2020,"14,90","2,24","1,37","5,18","1,21","R$ 632,02 M","5,40%",242
17,30/06/2020,"16,53","2,31","1,40","5,17","1,19","R$ 632,02 M","5,40%",242
18,31/03/2020,"19,98","2,39","1,42","7,25","1,31","R$ 632,02 M","5,40%",242
19,31/12/2019,"23,55","2,46","1,46","7,17","1,27","R$ 632,02 M","5,40%",242
20,30/09/2019,"23,92","2,51","1,49","7,59","1,29","R$ 632,02 M","5,40%",242
21,30/06/2019,"24,86","2,57","1,51","8,74","1,30","R$ 632,02 M","5,40%",242
22,31/03/2019,"21,64","2,57","1,52","10,32","1,30","R$ 632,02 M","5,40%",242
23,31/12/2018,"19,27","2,62","1,51","13,47","1,61","R$ 632,02 M","5,40%",242
24,30/09/2018,"15,56","2,61","1,43","9,96","1,62","R$ 632,02 M","5,40%",242
25,30/06/2018,"14,26","2,69","1,37","9,11","1,62","R$ 632,02 M","5,40%",242
26,31/03/2018,"14,05","2,72","1,33","6,44","1,61","R$ 632,02 M","5,40%",242
27,31/12/2017,"13,98","2,82","1,30","6,71","1,58","R$ 632,02 M","5,40%",242
28,30/09/2017,"16,16","2,87","1,33","7,54","1,64","R$ 632,02 M","5,40%",242
29,30/06/2017,"17,65","3,01","1,36","8,90","1,74","R$ 632,02 M","5,40%",242
30,31/03/2017,"18,02","3,13","1,37","8,16","1,83","R$ 632,02 M","5,40%",242
31,31/12/2016,"18,11","3,27","1,36","8,58","1,78","R$ 632,02 M","5,40%",242
32,30/09/2016,"20,17","3,24","1,34","8,71","1,85","R$ 632,02 M","5,40%",242
33,30/06/2016,"22,58","3,37","1,33","8,05","1,92","R$ 632,02 M","5,40%",242
34,31/03/2016,"26,93","3,52","1,34","13,03","1,65","R$ 632,02 M","5,40%",242
35,31/12/2015,"33,25","3,69","1,36","11,31","1,68","R$ 632,02 M","5,40%",242
36,30/09/2015,"41,58","3,70","1,40","10,46","1,69","R$ 632,02 M","5,40%",242
37,30/06/2015,"44,37","3,79","1,44","14,47","1,70","R$ 632,02 M","5,40%",242
38,31/03/2015,"46,82","3,88","1,52","12,07","1,76","R$ 632,02 M","5,40%",242
39,31/12/2014,"56,19","3,97","1,59","13,01","1,78","R$ 632,02 M","5,40%",242
40,30/09/2014,"65,30","3,97","1,66","18,11","1,78","R$ 632,02 M","5,40%",242
41,30/06/2014,"82,70","4,05","1,70","16,94","1,81","R$ 632,02 M","5,40%",242
42,31/03/2014,"124,41","4,13","1,73","25,57","1,82","R$ 632,02 M","5,40%",242
43,31/12/2013,"3.623,73","4,22","1,84","34,06","1,87","R$ 648,65 M","5,40%",242
44,30/09/2013,"521,99","4,35","1,93","55,44","1,89","R$ 672,84 M","5,40%",242
45,30/06/2013,"122,08","4,40","1,98","46,27","1,92","R$ 689,03 M","5,40%",242
46,31/03/2013,"64,16","4,47","1,99","28,63","1,95","R$ 704,15 M","5,40%",242
47,31/12/2012,"31,73","4,37","1,89","21,80","2,09","R$ 704,15 M","5,40%",242
48,30/09/2012,"25,89","4,20","1,82","12,52","2,09","R$ 704,15 M","5,40%",242
49,30/06/2012,"27,10","4,33","1,77","11,70","2,12","R$ 704,15 M","5,40%",242
50,31/03/2012,"27,09","4,48","1,74","13,62","2,16","R$ 704,15 M","5,40%",242
51,31/12/2011,"31,09","4,66","1,77","14,85","2,13","R$ 704,15 M","5,40%",242
52,30/09/2011,"31,37","4,74","1,89","24,73","2,20","R$ 734,41 M","5,40%",242
53,30/06/2011,"26,54","4,83","1,92","18,73","2,34","R$ 734,41 M","5,40%",242
54,31/03/2011,"24,89","4,73","1,94","12,00","2,38","R$ 734,41 M","5,40%",242
55,31/12/2010,"22,22","4,81","1,92","10,99","2,35","R$ 734,41 M","5,40%",242
56,30/09/2010,"27,03","4,79","1,89","8,34","2,34","R$ 734,41 M","5,40%",242
57,30/06/2010,"30,66","5,07","1,88","8,20","2,41","R$ 734,41 M","5,40%",242
58,31/03/2010,"34,63","5,28","1,87","9,21","2,46","R$ 734,41 M","5,40%",242
59,31/12/2009,"41,09","5,62","1,86","8,52","2,63","R$ 734,41 M","5,40%",242
60,30/09/2009,"38,68","5,26","1,86","10,23","2,51","R$ 734,41 M","5,40%",242
61,30/06/2009,"48,06","5,38","1,88","12,88","2,40","R$ 734,41 M","5,40%",242
62,31/03/2009,"58,17","5,55","1,93","12,57","2,39","R$ 734,41 M","5,40%",242
63,31/12/2008,"77,01","5,76","2,02","19,63","2,41","R$ 734,41 M","5,40%",242
64,30/09/2008,"140,85","5,93","2,12",,"2,45","R$ 734,41 M","5,40%",242
65,30/06/2008,"186,40","5,98","2,18",,"2,46","R$ 734,41 M","5,40%",242
66,31/03/2008,"-294,47","6,09","2,24",,"2,43","R$ 734,41 M","5,40%",242
67,31/12/2007,"-74,53","6,17","2,30",,"2,47","R$ 734,39 M","5,40%",242
68,30/09/2007,"-32,90","6,19","2,34",,"2,51","R$ 734,41 M","5,40%",242
69,30/06/2007,"-32,20","6,13","2,33",,"2,68","R$ 734,41 M","5,40%",242
70,31/03/2007,"-30,74","6,40","2,31",,"3,47","R$ 734,41 M","5,40%",242
71,31/12/2006,"-43,22","6,02","2,23",,"3,18","R$ 734,39 M","5,40%",242
72,30/09/2006,"-285,20","5,69","2,16",,"3,16","R$ 734,39 M","5,40%",242
73,30/06/2006,"88,96","5,43","2,16",,"2,88","R$ 734,39 M","5,40%",242
74,31/03/2006,"39,24","16,43","1,95",,"4,16","R$ 650,16 M","5,40%",242
75,31/12/2005,"80,99","23,41","4,15",,"8,35","R$ 1,30 B","5,40%",242
