,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"41,05%","24,03%","62,19%","36,41%","37,99%","17,18%","54,75%","34,11%","53,71%","69,35%","0,50","2,38","1,38","0,77"
1,30/06/2024,"51,70%","28,92%","78,33%","43,83%","52,47%","21,71%","58,84%","38,72%","59,69%","76,95%","0,56","2,10","1,10","0,61"
2,31/03/2024,"43,06%","23,56%","65,24%","35,69%","47,64%","19,76%","62,15%","41,20%","59,88%","84,25%","0,48","2,00","1,00","0,68"
3,31/12/2023,"67,80%","49,70%","102,72%","75,31%","52,36%","25,51%","64,33%","43,51%","60,11%","77,37%","0,59","2,04","1,04","0,78"
4,30/09/2023,"48,47%","36,75%","73,43%","55,69%","49,35%","22,88%","61,28%","46,12%","56,65%","75,85%","0,50","2,21","1,21","1,11"
5,30/06/2023,"33,28%","26,37%","50,42%","39,95%","45,00%","22,57%","65,22%","45,48%","57,43%","73,72%","0,50","2,42","1,42","1,53"
6,31/03/2023,"39,14%","35,07%","59,30%","53,13%","52,36%","27,37%","65,66%","46,02%","58,64%","67,55%","0,59","2,41","1,41","1,93"
7,31/12/2022,"30,31%","27,06%","45,92%","41,00%","51,77%","28,04%","66,90%","53,86%","61,54%","74,97%","0,52","2,05","1,05","-0,08"
8,30/09/2022,"40,64%","35,73%","61,57%","54,13%","59,46%","29,54%","65,73%","47,17%","58,63%","71,92%","0,63","2,16","1,16","0,16"
9,30/06/2022,"38,29%","37,57%","58,02%","56,92%","49,54%","25,57%","62,47%","43,88%","54,83%","69,30%","0,58","1,99","0,99","0,81"
10,31/03/2022,"38,31%","36,99%","58,04%","56,05%","46,25%","26,42%","59,99%","46,82%","52,28%","69,51%","0,56","1,91","0,91","0,47"
11,31/12/2021,"30,11%","28,71%","45,62%","43,50%","42,31%","19,62%","57,16%","30,32%","48,26%","68,07%","0,65","1,85","0,85","0,98"
12,30/09/2021,"23,83%","24,79%","36,10%","37,56%","46,30%","16,68%","51,59%","33,65%","52,94%","76,79%","0,50","2,01","1,01","0,77"
13,30/06/2021,"19,06%","19,82%","28,88%","30,03%","37,56%","14,55%","48,82%","31,81%","50,15%","77,63%","0,46","1,94","0,94","0,20"
14,31/03/2021,"14,12%","14,49%","21,39%","21,95%","17,51%","6,42%","43,65%","19,19%","51,73%","87,11%","0,33","1,75","0,75","-0,21"
15,31/12/2020,"15,11%","15,70%","22,89%","23,79%","20,92%","8,25%","32,42%","23,78%","49,51%","92,60%","0,35","2,16","1,16","0,98"
16,30/09/2020,"17,72%","26,00%","26,84%","39,39%","39,79%","11,37%","30,80%","33,04%","57,35%","106,84%","0,34","2,78","1,78","1,41"
17,30/06/2020,"17,74%","24,61%","26,88%","37,28%","53,33%","14,57%","32,46%","42,83%","53,40%","102,90%","0,34","2,58","1,58","1,63"
18,31/03/2020,"22,16%","28,19%","33,58%","42,71%","73,78%","17,57%","39,16%","44,04%","54,53%","89,78%","0,40","2,73","1,73","1,90"
19,31/12/2019,"68,29%","51,20%","103,47%","77,57%","83,68%","54,80%","42,81%","51,23%","53,41%","84,36%","1,07","2,54","1,54","1,30"
20,30/09/2019,"23,97%","18,38%","36,33%","27,85%","13,77%","10,32%","42,81%","9,76%","19,81%","41,60%","1,06","3,50","2,50","1,76"
21,30/06/2019,"24,23%","20,48%","36,72%","31,02%","21,13%","13,62%","44,42%","16,86%","28,99%","42,35%","0,81","3,66","2,66","1,88"
22,31/03/2019,"16,61%","14,17%","25,17%","21,47%","16,85%","12,09%","38,98%","17,05%","22,23%","31,04%","0,71","4,20","3,20","4,35"
23,31/12/2018,"14,44%","12,23%","21,87%","18,54%","23,81%","16,37%","37,71%","24,13%","20,06%","29,11%","0,68","1,53","0,53","0,51"
24,30/09/2018,"9,61%","8,73%","14,56%","13,22%","11,12%","7,83%","35,51%","13,92%","18,19%","38,29%","0,56","1,33","0,33","0,01"
25,30/06/2018,"5,03%","4,40%","7,62%","6,66%","5,67%","3,82%","27,87%","7,99%","10,97%","31,16%","0,48","1,55","0,55","0,78"
26,31/03/2018,"3,47%","3,17%","5,25%","4,81%","3,24%","2,09%","20,09%","5,08%","9,09%","24,61%","0,41","1,39","0,39","0,15"
27,31/12/2017,"3,50%","3,31%","5,30%","5,02%","3,67%","2,83%","18,52%","5,74%","7,91%","24,66%","0,49","1,45","0,45","0,44"
28,30/09/2017,"29,02%","27,34%","43,97%","41,43%","41,78%","32,57%","12,62%","77,98%","79,15%","83,85%","0,42","1,42","0,42","0,25"
29,30/06/2017,"32,06%","29,14%","48,57%","44,15%","52,83%","40,98%","11,47%","84,66%","71,14%","78,73%","0,48","1,48","0,48","0,41"
30,31/03/2017,"29,09%","27,21%","44,07%","41,22%","37,25%","28,30%","4,87%","72,14%","67,17%","83,31%","0,39","1,55","0,55","0,51"
