,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 14,57 B","R$ 8,57 B","R$ 8,70 B","- R$ 2,52 B","R$ 11,21 B","R$ 5,64 B","R$ 6,33"
1,31/03/2024,"R$ 12,29 B","R$ 7,64 B","R$ 7,36 B","- R$ 2,99 B","R$ 10,35 B","R$ 5,06 B","R$ 5,68"
2,31/12/2023,"R$ 11,91 B","R$ 7,66 B","R$ 7,16 B","- R$ 2,05 B","R$ 9,21 B","R$ 5,18 B","R$ 5,84"
3,30/09/2023,"R$ 9,88 B","R$ 6,06 B","R$ 5,60 B","- R$ 1,90 B","R$ 7,50 B","R$ 4,56 B","R$ 5,14"
4,30/06/2023,"R$ 8,09 B","R$ 5,27 B","R$ 4,64 B","- R$ 1,32 B","R$ 5,96 B","R$ 3,68 B","R$ 4,14"
5,31/03/2023,"R$ 7,65 B","R$ 5,02 B","R$ 4,49 B","- R$ 680,94 M","R$ 5,17 B","R$ 3,52 B","R$ 3,97"
6,31/12/2022,"R$ 6,36 B","R$ 4,26 B","R$ 3,92 B","- R$ 854,26 M","R$ 4,77 B","R$ 3,43 B","R$ 3,88"
7,30/09/2022,"R$ 7,17 B","R$ 4,71 B","R$ 4,20 B","- R$ 953,13 M","R$ 5,16 B","R$ 3,38 B","R$ 3,83"
8,30/06/2022,"R$ 6,12 B","R$ 3,82 B","R$ 3,36 B","- R$ 885,95 M","R$ 4,24 B","R$ 2,69 B","R$ 3,04"
9,31/03/2022,"R$ 5,27 B","R$ 3,16 B","R$ 2,76 B","- R$ 908,36 M","R$ 3,66 B","R$ 2,47 B","R$ 2,80"
10,31/12/2021,"R$ 4,40 B","R$ 2,51 B","R$ 2,12 B","- R$ 871,09 M","R$ 2,99 B","R$ 1,33 B","R$ 1,52"
11,30/09/2021,"R$ 3,50 B","R$ 1,80 B","R$ 1,85 B","- R$ 834,23 M","R$ 2,69 B","R$ 1,18 B","R$ 1,34"
12,30/06/2021,"R$ 3,05 B","R$ 1,49 B","R$ 1,53 B","- R$ 837,13 M","R$ 2,37 B","R$ 969,14 M","R$ 1,10"
13,31/03/2021,"R$ 2,34 B","R$ 1,02 B","R$ 1,21 B","- R$ 826,59 M","R$ 2,04 B","R$ 448,44 M","R$ 2,55"
14,31/12/2020,"R$ 1,90 B","R$ 617,26 M","R$ 942,75 M","- R$ 820,59 M","R$ 1,76 B","R$ 452,77 M","R$ 3,13"
15,30/09/2020,"R$ 1,58 B","R$ 487,25 M","R$ 907,29 M","- R$ 782,99 M","R$ 1,69 B","R$ 522,69 M","R$ 3,61"
16,30/06/2020,"R$ 1,49 B","R$ 484,53 M","R$ 796,96 M","- R$ 738,75 M","R$ 1,54 B","R$ 639,23 M","R$ 4,46"
17,31/03/2020,"R$ 1,73 B","R$ 676,85 M","R$ 942,48 M","- R$ 609,37 M","R$ 1,55 B","R$ 761,25 M","R$ 5,26"
18,31/12/2019,"R$ 1,64 B","R$ 703,97 M","R$ 878,26 M","- R$ 508,96 M","R$ 1,39 B","R$ 842,35 M","R$ 5,88"
19,30/09/2019,"R$ 1,35 B","R$ 579,73 M","R$ 268,31 M","- R$ 295,04 M","R$ 563,34 M","R$ 132,10 M","R$ 0,94"
20,30/06/2019,"R$ 1,18 B","R$ 524,00 M","R$ 342,00 M","- R$ 157,58 M","R$ 499,58 M","R$ 198,83 M","R$ 1,41"
21,31/03/2019,"R$ 871,20 M","R$ 339,55 M","R$ 193,63 M","- R$ 76,78 M","R$ 270,41 M","R$ 148,50 M","R$ 1,08"
22,31/12/2018,"R$ 848,92 M","R$ 320,11 M","R$ 170,30 M","- R$ 76,78 M","R$ 247,08 M","R$ 204,88 M","R$ 15,36"
23,30/09/2018,"R$ 774,80 M","R$ 275,15 M","R$ 140,98 M","- R$ 155,71 M","R$ 296,69 M","R$ 107,83 M","R$ 8,09"
24,30/06/2018,"R$ 660,19 M","R$ 184,01 M","R$ 72,40 M","- R$ 133,35 M","R$ 205,74 M","R$ 52,76 M","R$ 3,96"
25,31/03/2018,"R$ 576,29 M","R$ 115,78 M","R$ 52,37 M","- R$ 89,46 M","R$ 141,83 M","R$ 29,30 M","R$ 2,20"
26,31/12/2017,"R$ 533,92 M","R$ 98,86 M","R$ 42,21 M","- R$ 89,46 M","R$ 131,66 M","R$ 30,63 M","R$ 2,32"
27,30/09/2017,"R$ 454,05 M","R$ 57,29 M","R$ 359,38 M","- R$ 21,34 M","R$ 380,72 M","R$ 354,07 M","R$ 26,84"
28,30/06/2017,"R$ 483,27 M","R$ 55,41 M","R$ 343,78 M","- R$ 36,72 M","R$ 380,49 M","R$ 409,16 M","R$ 31,02"
29,31/03/2017,"R$ 431,15 M","R$ 21,02 M","R$ 289,61 M","- R$ 69,57 M","R$ 359,18 M","R$ 311,03 M","R$ 23,58"
30,31/12/2016,"R$ 397,87 M","- R$ 10,60 M","R$ 259,08 M","- R$ 69,57 M","R$ 328,65 M","R$ 241,62 M","R$ 18,32"
31,30/09/2016,"R$ 307,60 M","- R$ 15,04 M","R$ 86,06 M","- R$ 10,46 M","R$ 96,52 M","R$ 135,22 M","R$ 10,25"
32,30/06/2016,"R$ 296,30 M","- R$ 58,53 M","R$ 70,39 M","- R$ 35,25 M","R$ 105,64 M","R$ 63,79 M","R$ 4,63"
33,31/03/2016,"R$ 289,73 M","- R$ 67,27 M","R$ 79,60 M","- R$ 72,57 M","R$ 152,17 M","R$ 98,57 M","R$ 1,49"
34,31/12/2015,"R$ 253,07 M","- R$ 41,39 M","R$ 84,21 M","- R$ 65,84 M","R$ 150,05 M","R$ 110,42 M","R$ 1,67"
35,30/09/2015,"R$ 311,32 M","- R$ 133,23 M","- R$ 1,16 B","- R$ 203,30 M","- R$ 959,11 M","- R$ 1,09 B","- R$ 36,77"
36,30/06/2015,"R$ 307,59 M","- R$ 78,31 M","- R$ 1,13 B","- R$ 176,30 M","- R$ 957,28 M","- R$ 1,08 B","- R$ 36,45"
37,31/03/2015,"R$ 348,39 M","- R$ 3,72 M","- R$ 1,12 B","- R$ 155,76 M","- R$ 960,67 M","- R$ 1,06 B","- R$ 35,58"
38,31/12/2014,"R$ 486,84 M","R$ 18,76 M","- R$ 1,07 B","- R$ 176,34 M","- R$ 891,54 M","- R$ 1,00 B","- R$ 33,72"
39,30/09/2014,"R$ 404,11 M","R$ 103,06 M","- R$ 1,09 B","- R$ 87,01 M","- R$ 1,01 B","- R$ 847,41 M","- R$ 28,49"
40,30/06/2014,"R$ 282,31 M","R$ 78,69 M","- R$ 1,91 B","- R$ 59,43 M","- R$ 1,85 B","- R$ 1,58 B","- R$ 53,16"
41,31/03/2014,"R$ 145,56 M","R$ 23,78 M","- R$ 2,49 B","- R$ 44,35 M","- R$ 2,45 B","- R$ 2,14 B","- R$ 7,18"
42,31/12/2013,"R$ 4,40 M","R$ 2,13 M","- R$ 2,61 B","- R$ 25,33 M","- R$ 2,58 B","- R$ 2,24 B","- R$ 7,52"
43,30/09/2013,"R$ 8,36 M","R$ 5,90 M","- R$ 1,66 B","- R$ 19,52 M","- R$ 1,64 B","- R$ 1,51 B","- R$ 5,07"
