,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,61 B","- R$ 683,70 M","R$ 54,86 M","R$ 2,42 B"
1,31/03/2024,"R$ 1,61 B","- R$ 1,49 B","R$ 1,18 B","R$ 1,69 B"
2,31/12/2023,"R$ 2,80 B","- R$ 710,80 M","- R$ 1,10 B","R$ 110,14 M"
3,30/09/2023,"R$ 2,61 B","- R$ 1,13 B","- R$ 638,74 M","R$ 1,07 B"
4,30/06/2023,"R$ 2,42 B","- R$ 1,38 B","- R$ 457,63 M","R$ 628,07 M"
5,31/03/2023,"- R$ 90,11 M","- R$ 10,02 B","R$ 1,28 B","- R$ 9,09 B"
6,31/12/2022,"R$ 1,41 B","R$ 124,75 M","- R$ 29,61 M","R$ 1,25 B"
7,30/09/2022,"R$ 1,85 B","R$ 632,17 M","R$ 1,94 B","R$ 5,17 B"
8,30/06/2022,"R$ 701,41 M","- R$ 1,48 B","R$ 1,11 B","R$ 101,77 M"
9,31/03/2022,"R$ 969,77 M","R$ 549,47 M","R$ 992,90 M","R$ 2,12 B"
10,31/12/2021,"R$ 669,43 M","- R$ 1,34 B","- R$ 333,78 M","- R$ 978,30 M"
11,30/09/2021,"R$ 709,53 M","- R$ 1,86 B","- R$ 378,85 M","- R$ 1,43 B"
12,30/06/2021,"R$ 81,65 M","- R$ 1,17 B","R$ 1,40 B","R$ 196,59 M"
13,31/03/2021,"R$ 723,13 M","- R$ 376,10 M","R$ 1,94 B","R$ 2,38 B"
14,31/12/2020,"R$ 363,36 M","R$ 243,98 M","- R$ 191,05 M","R$ 386,69 M"
15,30/09/2020,"R$ 462,76 M","- R$ 143,24 M","- R$ 210,61 M","R$ 102,90 M"
16,30/06/2020,"R$ 554,68 M","R$ 7,56 M","- R$ 574,62 M","R$ 4,51 M"
17,31/03/2020,"R$ 236,75 M","- R$ 693,45 M","R$ 262,98 M","- R$ 144,22 M"
18,31/12/2019,"- R$ 77,13 M","- R$ 139,55 M","R$ 330,81 M","R$ 100,48 M"
19,30/09/2019,"R$ 147,76 M","- R$ 62,72 M","- R$ 127,62 M","- R$ 33,96 M"
20,30/06/2019,"R$ 329,11 M","- R$ 73,99 M","- R$ 3,20 M","R$ 252,63 M"
21,31/03/2019,"R$ 44,93 M","- R$ 1,11 B","R$ 989,76 M","- R$ 46,75 M"
22,31/12/2018,"R$ 102,41 M","- R$ 220,78 M","R$ 247,60 M","R$ 125,95 M"
23,30/09/2018,"R$ 90,65 M","R$ 65,07 M","- R$ 201,25 M","- R$ 41,17 M"
