,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 6,44 M","- R$ 323,75 M","R$ 310,28 M","- R$ 7,03 M"
1,31/03/2024,"- R$ 88,14 M","- R$ 186,45 M","R$ 270,68 M","- R$ 3,91 M"
2,31/12/2023,"- R$ 89,50 M","- R$ 186,45 M","R$ 266,37 M","- R$ 9,58 M"
3,30/09/2023,"- R$ 82,58 M","R$ 0,00","R$ 68,41 M","- R$ 14,17 M"
4,30/06/2023,"- R$ 88,69 M","R$ 0,00","R$ 80,11 M","- R$ 8,58 M"
5,31/03/2023,"- R$ 78,98 M","R$ 0,00","R$ 66,60 M","- R$ 12,38 M"
6,31/12/2022,"- R$ 92,54 M","R$ 0,00","R$ 84,87 M","- R$ 7,67 M"
7,30/09/2022,"- R$ 121,71 M","- R$ 80,58 M","R$ 152,50 M","- R$ 49,79 M"
8,30/06/2022,"- R$ 19,62 M","- R$ 120,83 M","R$ 149,42 M","R$ 8,98 M"
9,31/03/2022,"- R$ 16,62 M","- R$ 120,83 M","R$ 147,58 M","R$ 10,12 M"
10,31/12/2021,"- R$ 7,72 M","- R$ 120,83 M","R$ 136,25 M","R$ 7,70 M"
11,30/09/2021,"R$ 101,09 M","- R$ 40,25 M","- R$ 2,30 M","R$ 58,54 M"
12,30/06/2021,"R$ 7,08 M","R$ 0,00","- R$ 5,58 M","R$ 1,50 M"
13,31/03/2021,"R$ 5,86 M","R$ 0,00","- R$ 5,58 M","R$ 276,00 mil"
14,31/12/2020,"R$ 10,12 M","R$ 0,00","- R$ 5,58 M","R$ 4,54 M"
15,30/09/2020,"R$ 4,92 M","R$ 0,00","- R$ 4,74 M","R$ 183,00 mil"
16,30/06/2020,"R$ 5,21 M","R$ 0,00","- R$ 5,19 M","R$ 21,00 mil"
17,31/03/2020,"R$ 2,59 M","R$ 0,00","- R$ 2,58 M","R$ 9,00 mil"
18,31/12/2019,"R$ 1,53 M","R$ 0,00","- R$ 1,58 M","- R$ 47,00 mil"
19,30/09/2019,"- R$ 470,00 mil","- R$ 32,00 mil","R$ 411,00 mil","- R$ 91,00 mil"
20,30/06/2019,"- R$ 2,53 M","- R$ 53,00 mil","R$ 2,30 M","- R$ 286,00 mil"
21,31/03/2019,"R$ 3,98 M","- R$ 99,00 mil","- R$ 4,01 M","- R$ 128,00 mil"
22,31/12/2018,"R$ 6,20 M","- R$ 123,00 mil","- R$ 6,34 M","- R$ 263,00 mil"
23,30/09/2018,"R$ 4,76 M","- R$ 123,00 mil","- R$ 5,28 M","- R$ 648,00 mil"
24,30/06/2018,"R$ 5,92 M","- R$ 153,00 mil","- R$ 8,59 M","- R$ 2,82 M"
25,31/03/2018,"- R$ 3,38 M","- R$ 170,00 mil","R$ 1,04 M","- R$ 2,50 M"
26,31/12/2017,"- R$ 5,03 M","- R$ 239,00 mil","R$ 2,44 M","- R$ 2,83 M"
27,30/09/2017,"- R$ 22,26 M","- R$ 433,00 mil","R$ 21,12 M","- R$ 1,57 M"
28,30/06/2017,"- R$ 21,02 M","- R$ 939,00 mil","R$ 22,52 M","R$ 557,00 mil"
29,31/03/2017,"- R$ 23,38 M","- R$ 1,33 M","R$ 18,13 M","- R$ 6,58 M"
30,31/12/2016,"- R$ 20,67 M","- R$ 1,73 M","R$ 15,74 M","- R$ 6,67 M"
31,30/09/2016,"- R$ 1,61 M","- R$ 4,65 M","R$ 465,00 mil","- R$ 5,80 M"
32,30/06/2016,"- R$ 3,69 M","- R$ 5,48 M","R$ 392,00 mil","- R$ 8,78 M"
33,31/03/2016,"R$ 6,75 M","- R$ 5,46 M","- R$ 2,37 M","- R$ 1,09 M"
34,31/12/2015,"- R$ 4,62 M","- R$ 5,33 M","- R$ 3,60 M","- R$ 13,56 M"
35,30/09/2015,"- R$ 9,64 M","- R$ 2,67 M","- R$ 4,27 M","- R$ 16,59 M"
36,30/06/2015,"R$ 1,64 M","- R$ 1,82 M","- R$ 4,13 M","- R$ 4,32 M"
37,31/03/2015,"R$ 1,04 M","- R$ 2,91 M","- R$ 3,06 M","- R$ 4,93 M"
38,31/12/2014,"R$ 15,20 M","- R$ 5,17 M","R$ 2,43 M","R$ 12,45 M"
39,30/09/2014,"R$ 20,00 M","- R$ 5,66 M","R$ 1,96 M","R$ 16,31 M"
40,30/06/2014,"R$ 11,86 M","- R$ 7,55 M","R$ 637,00 mil","R$ 4,95 M"
41,31/03/2014,"R$ 16,08 M","- R$ 7,72 M","- R$ 437,00 mil","R$ 7,93 M"
42,31/12/2013,"R$ 4,99 M","- R$ 5,53 M","- R$ 5,13 M","- R$ 5,67 M"
43,30/09/2013,"R$ 16,59 M","- R$ 4,96 M","- R$ 7,12 M","R$ 4,51 M"
44,30/06/2013,"R$ 14,91 M","- R$ 4,06 M","- R$ 6,30 M","R$ 4,55 M"
45,31/03/2013,"R$ 6,20 M","- R$ 5,44 M","R$ 1,17 M","R$ 1,92 M"
46,31/12/2012,"R$ 9,76 M","- R$ 5,69 M","R$ 4,07 M","R$ 8,14 M"
47,30/09/2012,"- R$ 15,02 M","- R$ 6,00 M","R$ 8,23 M","- R$ 12,79 M"
48,30/06/2012,"- R$ 25,00 M","- R$ 6,31 M","R$ 11,55 M","- R$ 19,76 M"
49,31/03/2012,"- R$ 46,81 M","- R$ 7,56 M","R$ 2,99 M","- R$ 51,39 M"
50,31/12/2011,"R$ 8,06 M","- R$ 7,53 M","- R$ 2,79 M","- R$ 2,26 M"
51,30/09/2011,"R$ 15,19 M","- R$ 10,16 M","- R$ 2,43 M","R$ 2,60 M"
52,30/06/2011,"R$ 17,00 M","- R$ 8,84 M","- R$ 1,91 M","R$ 6,25 M"
53,31/03/2011,"R$ 48,85 M","- R$ 5,22 M","R$ 3,66 M","R$ 47,29 M"
