,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 29,62 B","R$ 5,24 B","R$ 1,36 B","- R$ 445,00 M","R$ 1,81 B","R$ 330,00 M","R$ 0,16"
1,31/03/2024,"R$ 26,35 B","R$ 5,05 B","R$ 939,00 M","- R$ 476,00 M","R$ 1,42 B","R$ 39,00 M","R$ 0,02"
2,31/12/2023,"R$ 29,61 B","R$ 5,63 B","R$ 283,00 M","- R$ 470,00 M","R$ 753,00 M","- R$ 565,00 M","- R$ 0,27"
3,30/09/2023,"R$ 26,99 B","R$ 5,12 B","R$ 913,00 M","- R$ 475,00 M","R$ 1,39 B","R$ 132,00 M","R$ 0,06"
4,30/06/2023,"R$ 27,47 B","R$ 5,11 B","R$ 769,00 M","- R$ 474,00 M","R$ 1,24 B","- R$ 249,00 M","- R$ 0,12"
5,31/03/2023,"R$ 25,79 B","R$ 4,80 B","R$ 876,00 M","- R$ 519,00 M","R$ 1,40 B","- R$ 113,00 M","- R$ 0,05"
6,31/12/2022,"R$ 29,85 B","R$ 6,11 B","R$ 1,49 B","- R$ 510,00 M","R$ 2,00 B","R$ 426,00 M","R$ 0,20"
7,30/09/2022,"R$ 27,74 B","R$ 5,25 B","R$ 1,28 B","- R$ 493,00 M","R$ 1,77 B","R$ 323,00 M","R$ 0,15"
8,30/06/2022,"R$ 25,28 B","R$ 4,57 B","R$ 1,31 B","- R$ 397,00 M","R$ 1,71 B","R$ 620,00 M","R$ 0,29"
9,31/03/2022,"R$ 20,02 B","R$ 3,72 B","R$ 855,00 M","- R$ 324,00 M","R$ 1,18 B","R$ 370,00 M","R$ 0,19"
10,31/12/2021,"R$ 21,86 B","R$ 4,26 B","R$ 1,61 B","- R$ 313,00 M","R$ 1,92 B","R$ 1,02 B","R$ 0,51"
11,30/09/2021,"R$ 19,86 B","R$ 3,77 B","R$ 1,17 B","- R$ 318,00 M","R$ 1,49 B","R$ 638,00 M","R$ 0,32"
12,30/06/2021,"R$ 18,72 B","R$ 3,60 B","R$ 1,03 B","- R$ 301,00 M","R$ 1,33 B","R$ 566,00 M","R$ 0,29"
13,31/03/2021,"R$ 17,31 B","R$ 3,25 B","R$ 1,31 B","- R$ 291,00 M","R$ 1,60 B","R$ 923,00 M","R$ 0,46"
14,31/12/2020,"R$ 20,80 B","R$ 3,94 B","R$ 1,51 B","- R$ 279,00 M","R$ 1,79 B","R$ 935,00 M","R$ 0,47"
15,30/09/2020,"R$ 18,22 B","R$ 3,44 B","R$ 1,01 B","- R$ 272,00 M","R$ 1,28 B","R$ 687,00 M","R$ 0,35"
16,30/06/2020,"R$ 16,79 B","R$ 3,42 B","R$ 1,14 B","- R$ 271,00 M","R$ 1,41 B","R$ 686,00 M","R$ 0,35"
17,31/03/2020,"R$ 15,38 B","R$ 3,12 B","R$ 843,00 M","- R$ 270,00 M","R$ 1,11 B","R$ 363,00 M","R$ 0,18"
18,31/12/2019,"R$ 17,01 B","R$ 3,51 B","R$ 1,12 B","- R$ 291,00 M","R$ 1,41 B","R$ 636,00 M","R$ 0,32"
19,30/09/2019,"R$ 14,68 B","R$ 3,06 B","R$ 864,00 M","- R$ 270,00 M","R$ 1,13 B","R$ 430,00 M","R$ 0,22"
20,30/06/2019,"R$ 14,73 B","R$ 3,01 B","- R$ 42,00 M","- R$ 259,00 M","R$ 217,00 M","- R$ 494,00 M","- R$ 0,25"
21,31/03/2019,"R$ 13,64 B","R$ 2,87 B","R$ 840,00 M","- R$ 253,00 M","R$ 1,09 B","R$ 441,00 M","R$ 0,22"
22,31/12/2018,"R$ 15,18 B","R$ 3,39 B","R$ 1,08 B","- R$ 203,00 M","R$ 1,28 B","R$ 636,00 M","R$ 0,32"
23,30/09/2018,"R$ 13,49 B","R$ 2,77 B","R$ 737,00 M","- R$ 194,00 M","R$ 931,00 M","R$ 355,00 M","R$ 0,18"
24,30/06/2018,"R$ 13,06 B","R$ 2,68 B","R$ 711,00 M","- R$ 190,00 M","R$ 901,00 M","R$ 389,00 M","R$ 0,20"
25,31/03/2018,"R$ 12,54 B","R$ 2,54 B","R$ 594,00 M","- R$ 187,00 M","R$ 781,00 M","R$ 280,00 M","R$ 0,14"
26,31/12/2017,"R$ 13,72 B","R$ 2,85 B","R$ 899,10 M","- R$ 176,00 M","R$ 1,08 B","R$ 597,00 M","R$ 0,30"
27,30/09/2017,"R$ 12,39 B","R$ 2,55 B","R$ 1,07 B","- R$ 183,00 M","R$ 1,25 B","R$ 562,00 M","R$ 0,28"
28,30/06/2017,"R$ 12,30 B","R$ 2,49 B","R$ 588,00 M","- R$ 141,00 M","R$ 729,00 M","R$ 279,00 M","R$ 0,16"
29,31/03/2017,"R$ 11,88 B","R$ 2,37 B","R$ 545,00 M","- R$ 181,00 M","R$ 726,00 M","R$ 161,00 M","R$ 0,09"
30,31/12/2016,NA,NA,NA,NA,NA,NA,NA
