,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 91,27 B","R$ 19,62 B","R$ 9,31",2.108.294.411,0,0,2.108.294.411,0,0,0,0,2.108.294.411,0,2.108.294.411
1,31/03/2024,"R$ 93,15 B","R$ 19,30 B","R$ 9,15",2.108.294.411,0,0,2.108.294.411,0,0,0,0,2.108.294.411,0,2.108.294.411
2,31/12/2023,"R$ 92,77 B","R$ 19,22 B","R$ 9,12",2.108.294.411,0,0,2.108.294.411,0,0,0,0,2.108.294.411,0,2.108.294.411
3,30/09/2023,"R$ 87,43 B","R$ 19,78 B","R$ 9,38",2.107.764.631,0,0,2.107.764.631,0,0,0,0,2.107.764.631,0,2.107.764.631
4,30/06/2023,"R$ 86,50 B","R$ 19,63 B","R$ 9,31",2.107.764.631,0,0,2.107.764.631,0,0,0,0,2.107.764.631,0,2.107.764.631
5,31/03/2023,"R$ 87,92 B","R$ 20,16 B","R$ 9,58",2.104.765.615,0,0,2.104.765.615,0,0,0,0,2.104.765.615,0,2.104.765.615
6,31/12/2022,"R$ 92,30 B","R$ 20,27 B","R$ 9,64",2.103.665.270,0,0,2.103.665.270,0,0,0,0,2.103.665.270,0,2.103.665.270
7,30/09/2022,"R$ 81,85 B","R$ 19,99 B","R$ 9,50",2.103.645.270,0,0,2.103.645.270,0,0,0,0,2.103.645.270,0,2.103.645.270
8,30/06/2022,"R$ 79,28 B","R$ 19,94 B","R$ 9,48",2.103.046.980,0,0,2.103.046.980,0,0,0,0,2.103.046.980,0,2.103.046.980
9,31/03/2022,"R$ 58,54 B","R$ 17,44 B","R$ 8,78",1.986.164.550,0,0,1.986.164.550,0,0,0,0,1.986.164.550,0,1.986.164.550
10,31/12/2021,"R$ 58,92 B","R$ 17,08 B","R$ 8,60",1.985.339.550,0,0,1.985.339.550,0,0,0,0,1.985.339.550,0,1.985.339.550
11,30/09/2021,"R$ 54,20 B","R$ 16,93 B","R$ 8,52",1.985.339.550,0,0,1.985.339.550,0,0,0,0,1.985.339.550,0,1.985.339.550
12,30/06/2021,"R$ 51,57 B","R$ 16,28 B","R$ 8,20",1.985.292.385,0,0,1.985.292.385,0,0,0,0,1.985.292.385,0,1.985.292.385
13,31/03/2021,"R$ 50,60 B","R$ 16,64 B","R$ 8,38",1.985.232.385,0,0,1.985.232.385,0,0,0,0,1.985.232.385,0,1.985.232.385
14,31/12/2020,"R$ 51,82 B","R$ 15,71 B","R$ 7,91",1.985.199.050,0,0,1.985.199.050,0,0,0,0,1.985.199.050,0,1.985.199.050
15,30/09/2020,"R$ 46,48 B","R$ 14,78 B","R$ 7,45",1.985.199.050,0,0,1.985.199.050,0,0,0,0,1.985.199.050,0,1.985.199.050
16,30/06/2020,"R$ 45,26 B","R$ 14,56 B","R$ 7,34",1.985.019.050,0,0,1.985.019.050,0,0,0,0,1.985.019.050,0,1.985.019.050
17,31/03/2020,"R$ 41,96 B","R$ 13,89 B","R$ 7,00",1.984.942.648,0,0,1.984.942.648,0,0,0,0,1.984.942.648,0,1.984.942.648
18,31/12/2019,"R$ 44,91 B","R$ 13,50 B","R$ 6,80",1.984.655.599,0,0,1.984.655.599,0,0,0,0,1.984.655.599,0,1.984.655.599
19,30/09/2019,"R$ 37,41 B","R$ 12,87 B","R$ 6,48",1.984.106.480,0,0,1.984.106.480,0,0,0,0,1.984.106.480,0,1.984.106.480
20,30/06/2019,"R$ 36,58 B","R$ 12,90 B","R$ 6,50",1.983.727.443,0,0,1.983.727.443,0,0,0,0,1.983.727.443,0,1.983.727.443
21,31/03/2019,"R$ 35,66 B","R$ 13,48 B","R$ 6,80",1.983.527.147,0,0,1.983.527.147,0,0,0,0,1.983.527.147,0,1.983.527.147
22,31/12/2018,"R$ 36,68 B","R$ 13,03 B","R$ 6,57",1.983.437.967,0,0,1.983.437.967,0,0,0,0,1.983.437.967,0,1.983.437.967
23,30/09/2018,"R$ 32,18 B","R$ 12,77 B","R$ 6,44",1.982.672.519,0,0,1.982.672.519,0,0,0,0,1.982.672.519,0,1.982.672.519
24,30/06/2018,"R$ 32,00 B","R$ 12,53 B","R$ 6,32",1.981.844.854,0,0,1.981.844.854,0,0,0,0,1.981.844.854,0,1.981.844.854
25,31/03/2018,"R$ 31,12 B","R$ 12,33 B","R$ 6,22",1.981.709.041,0,0,1.981.709.041,0,0,0,0,1.981.709.041,0,1.981.709.041
26,31/12/2017,"R$ 33,88 B","R$ 12,15 B","R$ 6,13",1.980.958.942,0,0,1.980.958.942,0,0,0,0,1.980.958.942,0,1.980.958.942
27,30/09/2017,"R$ 28,27 B","R$ 11,55 B","R$ 5,83",1.980.958.942,0,0,1.980.958.942,0,0,0,0,1.980.958.942,0,1.980.958.942
28,30/06/2017,"R$ 27,51 B","R$ 7,96 B","R$ 4,48",1.775.076.589,0,0,1.775.076.589,0,0,0,0,1.775.076.589,0,1.775.076.589
29,31/03/2017,"R$ 25,92 B","R$ 7,66 B","R$ 4,32",1.775.076.589,0,0,1.775.076.589,0,0,0,0,1.775.076.589,0,1.775.076.589
30,31/12/2016,"R$ 28,33 B","R$ 7,50 B","R$ 4,23",1.775.076.589,0,0,1.775.076.589,0,0,0,0,1.775.076.589,0,1.775.076.589
