,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,CARREFOUR BR,ATACADÃO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Comércio varejista e atacadista de mercadorias em geral; Carga e descarga; Correspondentes de instituições financeiras; Atividades de teleatendimento; Serviços de Alimentação entre outros,"R$ 60,34 M",Consumo não Cíclico,Comércio e Distribuição,Alimentos,"AGFS, IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX"
