,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,13 B","- R$ 1,28 B","R$ 88,54 M","- R$ 63,81 M"
1,31/03/2024,"R$ 1,11 B","- R$ 702,55 M","- R$ 402,28 M","R$ 373,00 mil"
2,31/12/2023,"R$ 1,50 B","- R$ 1,22 B","- R$ 216,95 M","R$ 57,87 M"
3,30/09/2023,"R$ 932,85 M","- R$ 784,93 M","- R$ 1,07 B","- R$ 920,75 M"
4,30/06/2023,"R$ 946,09 M","- R$ 519,01 M","- R$ 8,91 M","R$ 418,16 M"
5,31/03/2023,"R$ 854,06 M","R$ 252,20 M","- R$ 628,91 M","R$ 477,36 M"
6,31/12/2022,"R$ 897,97 M","- R$ 64,15 M","- R$ 641,59 M","R$ 192,24 M"
7,30/09/2022,"R$ 1,06 B","- R$ 1,00 B","- R$ 150,53 M","- R$ 95,86 M"
8,30/06/2022,"R$ 1,34 B","- R$ 818,72 M","- R$ 856,64 M","- R$ 331,59 M"
9,31/03/2022,"R$ 518,74 M","- R$ 417,72 M","R$ 201,92 M","R$ 302,94 M"
10,31/12/2021,"R$ 369,16 M","- R$ 273,91 M","- R$ 138,10 M","- R$ 42,85 M"
11,30/09/2021,"R$ 26,23 M","R$ 341,82 M","- R$ 518,36 M","- R$ 150,31 M"
12,30/06/2021,"R$ 286,90 M","- R$ 38,42 M","- R$ 424,23 M","- R$ 175,76 M"
13,31/03/2021,"R$ 356,37 M","R$ 777,01 M","- R$ 1,24 B","- R$ 105,01 M"
14,31/12/2020,"R$ 617,57 M","- R$ 688,10 M","R$ 16,93 M","- R$ 53,59 M"
15,30/09/2020,"R$ 1,29 B","- R$ 1,72 B","R$ 149,89 M","- R$ 279,30 M"
16,30/06/2020,"R$ 714,87 M","- R$ 3,33 M","- R$ 238,91 M","R$ 472,63 M"
17,31/03/2020,"R$ 624,36 M","- R$ 776,42 M","R$ 521,76 M","R$ 369,71 M"
18,31/12/2019,"R$ 460,64 M","- R$ 569,26 M","- R$ 10,78 M","- R$ 119,40 M"
19,30/09/2019,"R$ 528,49 M","R$ 79,35 M","- R$ 577,01 M","R$ 30,83 M"
20,30/06/2019,"R$ 224,06 M","R$ 215,45 M","- R$ 373,31 M","R$ 66,21 M"
21,31/03/2019,"R$ 596,39 M","- R$ 856,50 M","R$ 374,83 M","R$ 114,72 M"
22,31/12/2018,"R$ 182,99 M","- R$ 544,80 M","R$ 201,24 M","- R$ 160,57 M"
23,30/09/2018,"R$ 162,36 M","- R$ 106,76 M","R$ 180,82 M","R$ 236,41 M"
24,30/06/2018,"R$ 164,35 M","- R$ 569,06 M","R$ 127,59 M","- R$ 277,11 M"
25,31/03/2018,"R$ 165,60 M","R$ 37,28 M","- R$ 243,08 M","- R$ 40,21 M"
26,31/12/2017,"- R$ 171,21 M","- R$ 260,02 M","R$ 275,55 M","- R$ 155,68 M"
27,30/09/2017,"R$ 202,52 M","- R$ 298,16 M","R$ 330,64 M","R$ 235,00 M"
28,30/06/2017,"R$ 323,24 M","- R$ 83,77 M","- R$ 286,83 M","- R$ 47,37 M"
29,31/03/2017,"R$ 324,03 M","- R$ 233,86 M","- R$ 182,29 M","- R$ 92,12 M"
30,31/12/2016,"R$ 303,59 M","- R$ 225,95 M","- R$ 57,00 M","R$ 20,64 M"
31,30/09/2016,"R$ 269,84 M","- R$ 117,55 M","- R$ 226,50 M","- R$ 74,21 M"
32,30/06/2016,"R$ 166,40 M","- R$ 554,12 M","R$ 532,46 M","R$ 144,73 M"
33,31/03/2016,"R$ 361,26 M","- R$ 279,53 M","- R$ 257,79 M","- R$ 176,06 M"
34,31/12/2015,"R$ 287,25 M","- R$ 379,34 M","R$ 422,94 M","R$ 330,85 M"
35,30/09/2015,"R$ 260,32 M","- R$ 11,72 M","- R$ 395,12 M","- R$ 146,52 M"
36,30/06/2015,"- R$ 188,21 M","R$ 223,44 M","- R$ 2,00 M","R$ 33,23 M"
37,31/03/2015,"R$ 284,46 M","- R$ 23,27 M","- R$ 300,90 M","- R$ 39,71 M"
38,31/12/2014,"- R$ 213,03 M","- R$ 519,96 M","R$ 618,02 M","- R$ 114,97 M"
39,30/09/2014,"- R$ 247,46 M","- R$ 1,31 B","R$ 1,03 B","- R$ 527,11 M"
40,30/06/2014,"R$ 624,98 M","R$ 730,04 M","- R$ 426,81 M","R$ 928,21 M"
41,31/03/2014,"R$ 20,78 M","R$ 0,00","- R$ 2,67 M","R$ 18,11 M"
42,31/12/2013,"R$ 12,52 M","- R$ 476,00 mil","- R$ 2,02 M","R$ 10,03 M"
43,30/09/2013,"R$ 19,84 M","- R$ 282,00 mil","- R$ 4,94 M","R$ 14,62 M"
44,30/06/2013,"R$ 12,16 M","- R$ 733,00 mil","- R$ 7,01 M","R$ 4,41 M"
45,31/03/2013,"R$ 16,85 M","R$ 733,00 mil","- R$ 16,88 M","R$ 701,00 mil"
46,31/12/2012,"R$ 11,28 M","R$ 0,00","- R$ 31,88 M","- R$ 20,60 M"
47,30/09/2012,"- R$ 508,20 M","- R$ 97,74 M","R$ 203,24 M","- R$ 402,69 M"
48,30/06/2012,"R$ 98,78 M","- R$ 254,13 M","- R$ 121,49 M","- R$ 276,84 M"
49,31/03/2012,"R$ 593,74 M","- R$ 255,54 M","- R$ 301,56 M","R$ 36,64 M"
50,31/12/2011,"R$ 304,36 M","- R$ 273,10 M","- R$ 107,62 M","- R$ 76,36 M"
51,30/09/2011,"R$ 149,37 M","- R$ 162,47 M","R$ 34,90 M","R$ 21,80 M"
52,30/06/2011,"R$ 41,18 M","- R$ 271,80 M","R$ 331,25 M","R$ 100,63 M"
53,31/03/2011,"R$ 215,75 M","- R$ 250,01 M","- R$ 85,39 M","- R$ 119,65 M"
