,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 7,88 B","- R$ 1,49 B","- R$ 2,49 B","R$ 3,93 B",7
1,31/03/2024,"R$ 6,47 B","- R$ 1,22 B","- R$ 3,91 B","R$ 1,40 B",7
2,31/12/2023,"R$ 8,25 B","- R$ 1,21 B","- R$ 3,73 B","R$ 3,31 B",7
3,30/09/2023,"R$ 6,90 B","- R$ 1,40 B","- R$ 4,46 B","R$ 1,04 B",7
4,30/06/2023,"R$ 5,44 B","- R$ 1,19 B","- R$ 3,77 B","R$ 479,17 M",7
5,31/03/2023,"R$ 5,68 B","- R$ 1,48 B","- R$ 1,48 B","R$ 2,66 B",7
6,31/12/2022,"- R$ 584,55 M","- R$ 1,54 B","- R$ 2,10 B","- R$ 4,23 B",7
7,30/09/2022,"- R$ 730,63 M","- R$ 1,07 B","- R$ 446,91 M","- R$ 2,25 B",7
8,30/06/2022,"R$ 2,57 B","- R$ 1,43 B","- R$ 2,84 B","- R$ 1,70 B",7
9,31/03/2022,"R$ 3,06 B","- R$ 1,49 B","- R$ 326,90 M","R$ 1,24 B",7
10,31/12/2021,"R$ 9,04 B","- R$ 1,34 B","R$ 38,51 M","R$ 7,74 B",7
11,30/09/2021,"R$ 11,27 B","- R$ 1,34 B","- R$ 936,67 M","R$ 8,99 B",7
12,30/06/2021,"R$ 8,96 B","- R$ 942,26 M","- R$ 939,86 M","R$ 7,07 B",7
13,31/03/2021,"R$ 7,87 B","- R$ 642,94 M","- R$ 2,78 B","R$ 4,45 B",7
14,31/12/2020,"R$ 5,83 B","- R$ 641,92 M","- R$ 2,64 B","R$ 2,54 B",7
15,30/09/2020,"R$ 4,30 B","- R$ 607,57 M","- R$ 1,74 B","R$ 1,95 B",7
16,30/06/2020,"R$ 4,28 B","- R$ 594,01 M","- R$ 2,72 B","R$ 958,26 M",7
17,31/03/2020,"R$ 4,03 B","- R$ 628,45 M","- R$ 4,95 B","- R$ 1,55 B",7
18,31/12/2019,"R$ 5,83 B","- R$ 613,68 M","- R$ 6,23 B","- R$ 1,02 B",7
