,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 30,86 B","R$ 11,75 B","R$ 2,14",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
1,31/03/2024,"R$ 29,73 B","R$ 12,08 B","R$ 2,20",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
2,31/12/2023,"R$ 29,69 B","R$ 10,70 B","R$ 1,95",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
3,30/09/2023,"R$ 29,63 B","R$ 11,44 B","R$ 2,09",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
4,30/06/2023,"R$ 26,31 B","R$ 10,46 B","R$ 1,91",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
5,31/03/2023,"R$ 28,10 B","R$ 12,09 B","R$ 2,20",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
6,31/12/2022,"R$ 25,05 B","R$ 11,39 B","R$ 2,08",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
7,30/09/2022,"R$ 26,51 B","R$ 13,17 B","R$ 2,40",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
8,30/06/2022,"R$ 24,14 B","R$ 12,75 B","R$ 2,32",5.485.338.838,0,0,5.485.338.838,0,0,0,0,5.485.338.838,0,5.485.338.838,7
9,31/03/2022,"R$ 24,05 B","R$ 14,74 B","R$ 2,64",5.591.246.138,0,0,5.591.246.138,105.407.300,0,0,105.407.300,5.485.838.838,0,5.485.838.838,7
10,31/12/2021,"R$ 26,99 B","R$ 14,00 B","R$ 2,55",5.485.838.838,0,0,5.485.838.838,105.407.300,0,0,105.407.300,5.380.431.538,0,5.380.431.538,7
11,30/09/2021,"R$ 28,36 B","R$ 14,24 B","R$ 2,56",5.561.054.438,0,0,5.561.054.438,30.191.700,0,0,30.191.700,5.530.862.738,0,5.530.862.738,7
12,30/06/2021,"R$ 27,33 B","R$ 15,49 B","R$ 2,77",5.591.246.138,0,0,5.591.246.138,0,0,0,0,5.591.246.138,0,5.591.246.138,7
13,31/03/2021,"R$ 21,80 B","R$ 13,24 B","R$ 2,37",5.591.246.138,0,0,5.591.246.138,0,0,0,0,5.591.246.138,0,5.591.246.138,7
14,31/12/2020,"R$ 19,62 B","R$ 10,60 B","R$ 58,57",181.001.902,0,0,181.001.902,0,0,0,0,181.001.902,0,181.001.902,7
15,30/09/2020,"R$ 19,38 B","R$ 10,67 B","R$ 58,94",181.001.902,0,0,181.001.902,0,0,0,0,181.001.902,0,181.001.902,7
16,30/06/2020,"R$ 17,27 B","R$ 10,36 B","R$ 57,21",181.001.902,0,0,181.001.902,0,0,0,0,181.001.902,0,181.001.902,7
17,31/03/2020,"R$ 16,17 B","R$ 9,76 B","R$ 53,92",181.001.902,0,0,181.001.902,0,0,0,0,181.001.902,0,181.001.902,7
18,31/12/2019,"R$ 15,88 B","R$ 9,36 B","R$ 51,70",181.001.902,0,0,181.001.902,0,0,0,0,181.001.902,0,181.001.902,7
