,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,CSNMINERACAO,CSN MINERAÇÃO S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Mineração e comercialização de minério de ferro. infraestrutura de transporte portuária; geração de energia e participação em sociedades com objeto social compatível com o da Companhia.,"R$ 77,02 M",Materiais Básicos,Mineração,Minerais Metálicos,"IBOVESPA, IBRA, IBRX, ICO2, IDIV, IGC, IGCT, IMAT, ITAG, MLCX"
