,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,31/05/2024,"- R$ 343,97 M","- R$ 62,02 M","- R$ 343,05 M","- R$ 772,89 M",187
1,28/02/2024,"R$ 1,01 B","- R$ 76,74 M","R$ 365,28 M","R$ 1,31 B",187
2,30/11/2023,"- R$ 478,55 M","- R$ 93,72 M","- R$ 35,22 M","- R$ 577,21 M",187
3,31/08/2023,"R$ 313,99 M","- R$ 46,51 M","R$ 895,61 M","R$ 1,16 B",187
4,31/05/2023,"- R$ 294,71 M","- R$ 95,03 M","R$ 78,20 M","- R$ 318,64 M",187
5,28/02/2023,"R$ 306,85 M","- R$ 90,56 M","R$ 220,21 M","R$ 450,56 M",187
6,30/11/2022,"- R$ 263,34 M","- R$ 235,80 M","- R$ 173,51 M","- R$ 663,04 M",187
7,31/08/2022,"R$ 104,92 M","- R$ 107,53 M","R$ 128,87 M","R$ 130,58 M",187
8,31/05/2022,"- R$ 287,34 M","- R$ 185,15 M","R$ 218,06 M","- R$ 288,84 M",187
9,28/02/2022,"R$ 226,38 M","R$ 128,61 M","- R$ 609,66 M","- R$ 270,77 M",187
10,30/11/2021,"R$ 186,39 M","- R$ 639,81 M","R$ 978,69 M","R$ 534,67 M",187
11,31/08/2021,"R$ 41,22 M","- R$ 39,47 M","- R$ 92,89 M","- R$ 117,76 M",187
12,31/05/2021,"R$ 31,60 M","- R$ 44,50 M","R$ 402,07 M","R$ 368,25 M",187
13,28/02/2021,"R$ 474,17 M","- R$ 79,92 M","- R$ 518,13 M","- R$ 83,53 M",187
14,30/11/2020,"R$ 146,45 M","- R$ 90,26 M","- R$ 107,80 M","- R$ 55,51 M",187
15,31/08/2020,"- R$ 71,96 M","R$ 90,75 M","- R$ 494,82 M","- R$ 478,79 M",187
16,31/05/2020,"- R$ 75,60 M","- R$ 134,53 M","R$ 1,37 B","R$ 1,16 B",187
17,29/02/2020,"R$ 515,38 M","R$ 124,65 M","- R$ 412,03 M","R$ 235,40 M",187
18,30/11/2019,"- R$ 14,85 M","R$ 125,47 M","- R$ 336,85 M","- R$ 227,29 M",187
19,31/08/2019,"- R$ 100,82 M","- R$ 48,75 M","R$ 25,52 M","- R$ 101,05 M",187
20,31/05/2019,"R$ 100,19 M","- R$ 336,94 M","R$ 521,30 M","R$ 265,41 M",187
21,28/02/2019,"R$ 181,03 M","- R$ 6,17 M","- R$ 15,01 M","R$ 142,67 M",187
22,30/11/2018,"- R$ 17,58 M","R$ 2,45 M","- R$ 125,51 M","- R$ 146,47 M",187
23,31/08/2018,"- R$ 137,02 M","- R$ 158,05 M","R$ 78,46 M","- R$ 203,17 M",187
24,31/05/2018,"R$ 67,49 M","R$ 223,51 M","R$ 620,00 mil","R$ 295,81 M",187
25,28/02/2018,"R$ 295,01 M","- R$ 229,54 M","R$ 21,04 M","R$ 89,03 M",187
26,30/11/2017,"R$ 182,25 M","- R$ 42,87 M","- R$ 154,66 M","- R$ 14,75 M",187
27,31/08/2017,"- R$ 88,48 M","- R$ 194,85 M","R$ 216,05 M","- R$ 66,43 M",187
28,31/05/2017,"R$ 99,25 M","R$ 435,89 M","- R$ 406,22 M","R$ 128,92 M",187
29,28/02/2017,,,,,187
