,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 441,36 M","R$ 324,58 M","R$ 1,60",202.630.000,0,0,202.630.000,0,0,0,0,202.630.000,0,202.630.000
1,31/03/2024,"R$ 444,41 M","R$ 331,85 M","R$ 1,64",202.630.000,0,0,202.630.000,0,0,0,0,202.630.000,0,202.630.000
2,31/12/2023,"R$ 412,86 M","R$ 339,84 M","R$ 1,68",202.630.000,0,0,202.630.000,0,0,0,0,202.630.000,0,202.630.000
3,30/09/2023,"R$ 433,94 M","R$ 353,99 M","R$ 1,75",202.630.000,0,0,202.630.000,0,0,0,0,202.630.000,0,202.630.000
4,30/06/2023,"R$ 422,66 M","R$ 375,09 M","R$ 1,85",202.630.000,0,0,202.630.000,0,0,0,0,202.630.000,0,202.630.000
5,31/03/2023,"R$ 422,75 M","R$ 375,88 M","R$ 1,88",200.243.000,0,0,200.243.000,0,0,0,0,200.243.000,0,200.243.000
6,31/12/2022,"R$ 430,70 M","R$ 380,85 M","R$ 1,90",200.243.000,0,0,200.243.000,0,0,0,0,200.243.000,0,200.243.000
7,30/09/2022,"R$ 436,44 M","R$ 383,69 M","R$ 1,92",200.243.000,0,0,200.243.000,0,0,0,0,200.243.000,0,200.243.000
8,30/06/2022,"R$ 445,08 M","R$ 389,91 M","R$ 1,97",197.991.000,0,0,197.991.000,0,0,0,0,197.991.000,0,197.991.000
9,31/03/2022,"R$ 454,38 M","R$ 401,24 M","R$ 2,03",197.856.000,0,0,197.856.000,0,0,0,0,197.856.000,0,197.856.000
10,31/12/2021,"R$ 472,30 M","R$ 424,56 M","R$ 2,15",197.856.000,0,0,197.856.000,0,0,0,0,197.856.000,0,197.856.000
11,30/09/2021,"R$ 495,67 M","R$ 450,93 M","R$ 2,28",197.856.000,0,0,197.856.000,0,0,0,0,197.856.000,0,197.856.000
12,30/06/2021,"R$ 501,98 M","R$ 466,25 M","R$ 2,36",197.856.000,0,0,197.856.000,0,0,0,0,197.856.000,0,197.856.000
13,31/03/2021,"R$ 520,38 M","R$ 482,92 M","R$ 2,47",195.468.000,0,0,195.468.000,0,0,0,0,195.468.000,0,195.468.000
14,31/12/2020,"R$ 529,07 M","R$ 497,14 M","R$ 2,54",195.468.000,0,0,195.468.000,0,0,0,0,195.468.000,0,195.468.000
15,30/09/2020,"R$ 109,30 M","R$ 72,85 M","R$ 0,49",149.533.000,0,0,149.533.000,0,0,0,0,149.533.000,0,149.533.000
16,30/06/2020,"R$ 51,53 M","R$ 10,82 M","R$ 0,12",89.590.000,0,0,89.590.000,0,0,0,0,89.590.000,0,89.590.000
17,31/03/2020,"R$ 35,19 M","R$ 13,58 M","R$ 0,15",89.590.000,0,0,89.590.000,0,0,0,0,89.590.000,0,89.590.000
18,31/12/2019,"R$ 36,95 M","R$ 14,95 M","R$ 0,17",89.590.000,0,0,89.590.000,0,0,0,0,89.590.000,0,89.590.000
