,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
1,31/03/2024,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
2,31/12/2023,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
3,30/09/2023,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
4,30/06/2023,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
5,31/03/2023,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
6,31/12/2022,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
7,30/09/2022,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
8,30/06/2022,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
9,31/03/2022,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
10,31/12/2021,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
11,30/09/2021,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
12,30/06/2021,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
13,31/03/2021,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
14,31/12/2020,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
15,30/09/2020,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
16,30/06/2020,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
17,31/03/2020,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
18,31/12/2019,"- R$ 4,74 M","- R$ 14,60 M","- R$ 503,00 mil","- R$ 19,84 M"
