,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"14,79%","14,98%","22,41%","22,70%","35,57%","9,99%","30,96%","15,85%","24,73%","28,65%","0,63","3,56","2,56","2,54"
1,30/06/2024,"17,12%","18,22%","25,93%","27,61%","43,88%","11,31%","33,85%","18,02%","28,01%","31,78%","0,63","3,53","2,53","2,37"
2,31/03/2024,"18,20%","19,62%","27,57%","29,72%","51,79%","12,80%","35,23%","19,41%","29,57%","33,23%","0,66","3,51","2,51","2,01"
3,31/12/2023,"16,59%","18,07%","25,13%","27,38%","44,50%","11,68%","34,14%","18,23%","28,55%","32,23%","0,64","3,46","2,46","2,14"
4,30/09/2023,"15,03%","16,43%","22,78%","24,90%","35,61%","10,32%","33,32%","16,66%","27,57%","31,26%","0,62","3,56","2,56","2,26"
5,30/06/2023,"13,18%","14,36%","19,98%","21,76%","30,15%","8,65%","30,90%","14,63%","25,04%","28,74%","0,59","3,88","2,88","2,36"
6,31/03/2023,"15,50%","16,96%","23,49%","25,70%","37,42%","9,85%","31,95%","15,90%","26,40%","29,92%","0,62","4,04","3,04","2,30"
7,31/12/2022,"15,35%","16,99%","23,25%","25,74%","41,38%","10,55%","31,44%","16,70%","26,34%","29,73%","0,63","3,81","2,81","2,26"
8,30/09/2022,"16,13%","17,57%","24,44%","26,62%","43,45%","10,97%","29,95%","16,24%","25,13%","28,34%","0,68","3,45","2,45","2,19"
9,30/06/2022,"17,89%","19,40%","27,11%","29,40%","41,56%","12,07%","30,03%","15,87%","24,92%","27,90%","0,76","3,49","2,49","2,13"
10,31/03/2022,"20,59%","18,40%","31,19%","27,88%","44,43%","13,55%","28,14%","15,45%","23,02%","26,08%","0,88","3,80","2,80","2,14"
11,31/12/2021,"18,15%","16,10%","27,49%","24,39%","40,76%","11,97%","27,78%","15,48%","22,97%","26,14%","0,77","3,92","2,92","2,31"
12,30/09/2021,"19,07%","16,36%","28,89%","24,78%","43,86%","12,71%","28,44%","16,82%","24,08%","27,72%","0,76","3,96","2,96","2,24"
13,30/06/2021,"18,77%","15,62%","28,44%","23,67%","50,96%","13,66%","28,21%","19,86%","24,77%","28,91%","0,69","3,44","2,44","2,12"
14,31/03/2021,"15,43%","12,63%","23,38%","19,14%","41,01%","10,95%","25,68%","17,08%","22,34%","26,87%","0,64","3,28","2,28","2,52"
15,31/12/2020,"13,09%","10,42%","19,84%","15,78%","30,56%","8,76%","22,44%","13,30%","18,28%","23,03%","0,66","3,40","2,40","3,51"
16,30/09/2020,"12,50%","9,33%","18,94%","14,13%","28,38%","7,78%","21,11%","12,10%","16,41%","20,93%","0,64","3,45","2,45","4,02"
17,30/06/2020,"12,07%","8,90%","18,28%","13,49%","25,41%","6,47%","19,41%","9,48%","14,88%","19,21%","0,68","3,73","2,73","4,23"
18,31/03/2020,"14,89%","10,50%","22,57%","15,92%","27,45%","7,36%","20,67%","10,36%","15,99%","20,12%","0,71","3,74","2,74","4,09"
19,31/12/2019,"16,33%","11,60%","24,74%","17,58%","34,03%","9,01%","22,14%","12,04%","17,39%","21,41%","0,75","3,49","2,49","3,49"
20,30/09/2019,"16,97%","11,57%","25,72%","17,53%","29,91%","8,18%","21,84%","11,33%","16,79%","21,10%","0,72","3,65","2,65","3,57"
21,30/06/2019,"15,84%","10,90%","23,99%","16,51%","28,13%","7,91%","21,65%","10,79%","16,02%","20,35%","0,73","3,93","2,93","3,80"
22,31/03/2019,"15,80%","10,93%","23,93%","16,55%","21,88%","7,01%","20,85%","9,45%","15,14%","19,51%","0,74","3,73","2,73","3,57"
23,31/12/2018,"17,83%","12,13%","27,01%","18,38%","23,74%","7,22%","21,96%","9,76%","16,28%","21,05%","0,74","3,78","2,78","3,40"
24,30/09/2018,"17,13%","11,43%","25,96%","17,32%","9,55%","3,26%","20,07%","4,31%","14,58%","19,62%","0,76","3,66","2,66","3,23"
25,30/06/2018,"15,85%","9,79%","24,02%","14,84%","5,02%","1,78%","17,07%","2,26%","12,06%","17,42%","0,79","3,56","2,56","3,69"
26,31/03/2018,"15,02%","8,79%","22,76%","13,32%","4,87%","1,67%","16,37%","2,20%","11,07%","16,43%","0,76","3,12","2,12","3,24"
27,31/12/2017,"10,81%","6,41%","16,37%","9,72%","0,27%","0,09%","13,05%","0,12%","8,33%","13,38%","0,72","3,29","2,29","4,03"
28,30/09/2017,"11,61%","7,43%","17,59%","11,25%","11,08%","3,17%","13,99%","4,20%","9,20%","13,76%","0,76","2,93","1,93","3,19"
29,30/06/2017,"13,75%","8,96%","20,84%","13,58%","10,94%","3,04%","16,25%","4,35%","11,41%","15,79%","0,70","2,82","1,82","2,71"
30,31/03/2017,"16,90%","10,48%","25,60%","15,88%","9,98%","3,04%","16,84%","4,01%","12,45%","16,80%","0,76","2,92","1,92","2,67"
31,31/12/2016,"14,16%","9,32%","21,46%","14,13%","8,91%","2,58%","16,32%","3,61%","11,17%","15,41%","0,71","2,97","1,97","2,94"
32,30/09/2016,"9,93%","7,25%","15,04%","10,98%","8,35%","2,43%","12,83%","3,34%","8,42%","12,42%","0,73","3,49","2,49","4,05"
33,30/06/2016,"6,36%","4,73%","9,63%","7,16%","3,45%","1,04%","10,04%","1,40%","5,43%","9,26%","0,75","3,59","2,59","5,01"
34,31/03/2016,"6,11%","4,46%","9,25%","6,76%","5,24%","1,51%","8,28%","2,00%","4,94%","8,52%","0,75","3,28","2,28","4,43"
35,31/12/2015,"6,47%","5,06%","9,80%","7,66%","3,44%","1,03%","8,90%","1,30%","5,54%","8,94%","0,79","3,46","2,46","4,13"
36,30/09/2015,"9,33%","6,69%","14,14%","10,14%","11,04%","3,34%","17,84%","4,40%","7,14%","12,20%","0,76","3,44","2,44","3,25"
