,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 13,89 B","- R$ 654,37 M","- R$ 4,38 B","R$ 8,85 B"
1,31/03/2024,"- R$ 70,66 B","R$ 1,57 B","- R$ 17,49 B","- R$ 86,59 B"
2,31/12/2023,NA,NA,NA,NA
3,30/09/2023,"R$ 60,21 B","- R$ 607,62 M","- R$ 2,22 B","R$ 56,95 B"
4,30/06/2023,"- R$ 10,92 B","- R$ 1,74 B","R$ 11,59 B","- R$ 624,04 M"
5,31/03/2023,"- R$ 6,71 B","R$ 2,49 B","- R$ 6,63 B","- R$ 10,85 B"
6,31/12/2022,NA,NA,NA,NA
7,30/09/2022,"R$ 2,05 B","- R$ 343,53 M","R$ 2,53 B","R$ 4,23 B"
8,30/06/2022,"- R$ 6,84 B","- R$ 904,42 M","R$ 25,63 B","R$ 17,88 B"
9,31/03/2022,"R$ 11,37 B","- R$ 423,79 M","- R$ 14,31 B","- R$ 3,37 B"
10,31/12/2021,"R$ 6,40 B","- R$ 1,27 B","- R$ 3,20 B","R$ 1,93 B"
11,30/09/2021,"- R$ 10,37 B","- R$ 747,16 M","R$ 2,22 B","- R$ 8,90 B"
12,30/06/2021,"- R$ 5,56 B","- R$ 448,66 M","R$ 3,45 B","- R$ 2,55 B"
13,31/03/2021,"R$ 16,34 B","R$ 537,75 M","- R$ 3,13 B","R$ 13,74 B"
14,31/12/2020,"R$ 3,90 B","- R$ 48,00 M","- R$ 5,62 B","- R$ 1,77 B"
15,30/09/2020,"R$ 990,04 M","- R$ 373,73 M","- R$ 9,78 B","- R$ 9,17 B"
16,30/06/2020,"R$ 18,96 B","- R$ 455,80 M","- R$ 9,89 B","R$ 8,60 B"
17,31/03/2020,"R$ 18,46 B","- R$ 285,58 M","- R$ 8,85 B","R$ 9,34 B"
18,31/12/2019,"R$ 12,47 B","R$ 310,68 M","- R$ 7,92 B","R$ 4,86 B"
19,30/09/2019,"R$ 1,29 B","- R$ 215,36 M","- R$ 3,99 B","- R$ 2,90 B"
20,30/06/2019,"R$ 4,33 B","- R$ 568,86 M","- R$ 1,97 B","R$ 1,80 B"
21,31/03/2019,"R$ 6,77 B","- R$ 1,83 B","- R$ 12,33 B","- R$ 7,39 B"
22,31/12/2018,"- R$ 6,62 B","- R$ 1,85 B","R$ 5,83 B","- R$ 2,64 B"
23,30/09/2018,"R$ 2,86 B","- R$ 547,19 M","R$ 2,31 B","R$ 4,62 B"
24,30/06/2018,"R$ 10,90 B","R$ 587,27 M","- R$ 10,20 B","R$ 1,29 B"
25,31/03/2018,"R$ 1,13 B","- R$ 552,30 M","- R$ 1,24 B","- R$ 659,46 M"
26,31/12/2017,"R$ 13,23 B","- R$ 684,21 M","- R$ 3,88 B","R$ 8,67 B"
27,30/09/2017,"R$ 2,23 B","- R$ 249,41 M","- R$ 10,08 B","- R$ 8,10 B"
28,30/06/2017,"R$ 15,87 B","- R$ 270,96 M","- R$ 13,19 B","R$ 2,54 B"
29,31/03/2017,"R$ 18,96 B","- R$ 248,42 M","- R$ 17,15 B","R$ 1,43 B"
30,31/12/2016,"R$ 3,78 B","- R$ 81,38 M","R$ 78,72 M","R$ 2,56 B"
31,30/09/2016,"- R$ 2,73 B","- R$ 605,37 M","- R$ 8,41 B","- R$ 9,98 B"
32,30/06/2016,"R$ 2,80 B","- R$ 269,78 M","- R$ 1,14 B","- R$ 18,23 M"
33,31/03/2016,"R$ 2,90 B","- R$ 311,75 M","- R$ 8,72 B","- R$ 7,56 B"
34,31/12/2015,"- R$ 2,04 B","- R$ 795,24 M","- R$ 5,69 B","- R$ 6,42 B"
35,30/09/2015,"R$ 5,57 B","R$ 671,13 M","R$ 2,58 B","R$ 8,81 B"
36,30/06/2015,"R$ 5,26 B","- R$ 243,02 M","R$ 3,45 B","R$ 8,47 B"
37,31/03/2015,"- R$ 4,76 B","- R$ 393,71 M","R$ 4,02 B","- R$ 1,13 B"
38,31/12/2014,"- R$ 9,35 B","- R$ 1,04 B","- R$ 3,54 B","- R$ 13,94 B"
39,30/09/2014,"R$ 19,97 B","- R$ 1,73 B","R$ 540,57 M","R$ 18,78 B"
40,30/06/2014,"- R$ 408,62 M","- R$ 231,72 M","R$ 1,88 B","R$ 1,24 B"
41,31/03/2014,"- R$ 14,30 B","- R$ 155,22 M","- R$ 6,22 B","- R$ 20,67 B"
42,31/12/2013,"R$ 5,74 B","- R$ 936,98 M","R$ 2,61 B","R$ 7,41 B"
43,30/09/2013,"R$ 13,09 B","- R$ 630,45 M","- R$ 4,07 B","R$ 8,39 B"
44,30/06/2013,"- R$ 6,82 B","- R$ 325,46 M","- R$ 224,90 M","- R$ 7,37 B"
45,31/03/2013,"R$ 9,72 B","- R$ 423,24 M","R$ 652,93 M","R$ 9,95 B"
46,31/12/2012,"- R$ 9,37 B","- R$ 525,36 M","R$ 4,26 B","- R$ 5,64 B"
47,30/09/2012,"R$ 11,14 B","- R$ 788,39 M","- R$ 2,45 B","R$ 7,90 B"
48,30/06/2012,"- R$ 374,50 M","- R$ 983,53 M","R$ 1,56 B","R$ 205,60 M"
49,31/03/2012,"R$ 3,19 B","- R$ 438,05 M","R$ 5,37 B","R$ 8,13 B"
50,31/12/2011,"R$ 199,57 M","R$ 1,66 B","- R$ 196,35 M","R$ 1,66 B"
51,30/09/2011,"- R$ 934,01 M","- R$ 648,14 M","R$ 1,20 B","- R$ 383,31 M"
52,30/06/2011,"- R$ 6,69 B","- R$ 421,15 M","R$ 5,32 B","- R$ 1,79 B"
53,31/03/2011,"- R$ 3,68 B","- R$ 377,54 M","R$ 4,25 B","R$ 185,59 M"
