,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 18/09/2024,"0,11","0,11","0,12","-0,33","0,03","R$ 41,94 M","0,00%",302
1,30/06/2024,"0,11","0,11","0,13","-0,33","0,03","R$ 42,74 M","0,00%",302
2,31/03/2024,"0,09","0,13","0,18","-1,04","0,04","R$ 55,29 M","0,00%",302
3,31/12/2023,"0,09","0,18","0,17","-1,38","0,04","R$ 51,55 M","0,00%",302
4,30/09/2023,"0,33","-5,13","0,26","-4,95","0,06","R$ 86,01 M","0,00%",302
5,30/06/2023,"0,33","24,45","0,13","0,73","0,04","R$ 55,02 M","0,00%",302
6,31/03/2023,"-0,06","-0,08","0,05","0,25","0,02","R$ 27,24 M","0,00%",302
7,31/12/2022,"-0,08","-0,12","0,05","0,33","0,02","R$ 36,06 M","0,00%",302
8,30/09/2022,"-0,08","-0,13","0,04","0,27","0,02","R$ 36,59 M","0,00%",302
9,30/06/2022,"-0,12","-0,27","0,05","0,87","0,03","R$ 44,07 M","0,00%",302
10,31/03/2022,"-0,29","0,67","0,05","0,96","0,03","R$ 51,02 M","0,00%",302
11,31/12/2021,"-0,53","0,47","0,07","1,61","0,04","R$ 72,39 M","0,00%",302
12,30/09/2021,"-0,94","0,50","0,09","1,69","0,06","R$ 95,94 M","0,00%",302
13,30/06/2021,"-1,04","0,73","0,15","2,28","0,09","R$ 155,10 M","0,00%",302
14,31/03/2021,"-1,44","1,76","0,24","3,53","0,13","R$ 233,51 M","0,00%",302
15,31/12/2020,"-0,43","0,55","0,10","1,81","0,05","R$ 91,28 M","0,00%",302
16,30/09/2020,"-0,24","-1,18","0,11","2,55","0,06","R$ 88,91 M","0,00%",302
17,30/06/2020,"-0,25","-3,90","0,12","2,37","0,06","R$ 96,18 M","0,00%",302
18,31/03/2020,"-0,26","34,88","0,15","12,95","0,07","R$ 120,81 M","0,00%",302
19,31/12/2019,"-0,03","-0,07","0,01","0,76","0,01","R$ 12,38 M","0,00%",302
20,30/09/2019,"-0,04","-0,99","0,01","4,67","0,01","R$ 12,31 M","0,00%",302
21,30/06/2019,"-1,69","5,11","0,32","-12,21","0,24","R$ 369,40 M","0,00%",302
22,31/03/2019,"-0,46","1,91","0,08","-1,16","0,06","R$ 96,66 M","0,00%",302
23,31/12/2018,"-0,31","0,83","0,05","-1,14","0,05","R$ 69,20 M","0,00%",302
24,30/09/2018,"-0,16","0,48","0,03","-5,09","0,03","R$ 48,44 M","0,00%",302
25,30/06/2018,"-0,09","0,40","0,02","0,42","0,02","R$ 32,81 M","0,00%",302
26,31/03/2018,"-0,05","0,15","0,01","0,16","0,01","R$ 18,42 M","0,00%",302
27,31/12/2017,"-0,05","-0,04","0,01","0,69","0,01","R$ 18,42 M","0,00%",302
28,30/09/2017,"-0,06","-0,07","0,01","-0,14","0,01","R$ 18,42 M","0,00%",302
29,30/06/2017,"-0,15","-0,11","0,01","-0,08","0,01","R$ 18,42 M","0,00%",302
30,31/03/2017,"-0,24","-0,28","0,01","-0,07","0,01","R$ 18,42 M","0,00%",302
31,31/12/2016,"-0,25","1,44","0,01","-0,04","0,01","R$ 18,42 M","0,00%",302
32,30/09/2016,"-0,08","0,54","0,01","-0,04","0,01","R$ 15,21 M","0,00%",302
33,30/06/2016,"-0,05","0,87","0,01","-0,05","0,01","R$ 15,21 M","0,00%",302
34,31/03/2016,"-5,34","21,49","0,50","-10,40","0,54","R$ 1,52 B","0,00%",302
35,31/12/2015,"-6,71","8,91","0,47","7,32","0,58","R$ 1,52 B","0,00%",302
36,30/09/2015,"-38,35","4,27","0,45","5,68","0,51","R$ 1,49 B","0,00%",302
37,30/06/2015,"33,43","3,78","0,45","4,59","0,55","R$ 1,52 B","0,00%",302
38,31/03/2015,"21,31","3,61","0,44","4,93","0,56","R$ 1,52 B","0,00%",302
39,31/12/2014,"15,74","3,84","0,44","6,81","0,57","R$ 1,52 B","0,00%",302
40,30/09/2014,"12,46","3,18","0,44","4,55","0,52","R$ 1,52 B","0,00%",302
41,30/06/2014,"12,04","3,46","0,43","4,26","0,60","R$ 1,52 B","0,00%",302
42,31/03/2014,"13,43","3,61","0,42","3,74","0,60","R$ 1,52 B","0,00%",302
43,31/12/2013,"14,88","3,47","0,42","4,24","0,58","R$ 1,52 B","0,00%",302
