,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 28,09 B","R$ 5,94 B","R$ 2,15 B","- R$ 543,34 M","R$ 2,69 B","R$ 70,76 M","R$ 0,12"
1,31/03/2024,"R$ 27,70 B","R$ 5,79 B","R$ 2,13 B","- R$ 533,70 M","R$ 2,66 B","R$ 100,34 M","R$ 0,17"
2,31/12/2023,"R$ 26,89 B","R$ 5,51 B","R$ 2,05 B","- R$ 512,43 M","R$ 2,56 B","R$ 421,05 M","R$ 0,69"
3,30/09/2023,"R$ 27,56 B","R$ 5,48 B","R$ 2,04 B","- R$ 519,65 M","R$ 2,56 B","R$ 365,07 M","R$ 0,60"
4,30/06/2023,"R$ 28,93 B","R$ 5,66 B","R$ 2,17 B","- R$ 483,34 M","R$ 2,66 B","R$ 351,06 M","R$ 0,58"
5,31/03/2023,"R$ 30,13 B","R$ 5,67 B","R$ 2,27 B","- R$ 450,58 M","R$ 2,72 B","R$ 657,72 M","R$ 1,08"
6,31/12/2022,"R$ 30,98 B","R$ 5,74 B","R$ 2,42 B","- R$ 414,53 M","R$ 2,84 B","R$ 652,53 M","R$ 1,07"
7,30/09/2022,"R$ 31,64 B","R$ 5,80 B","R$ 2,56 B","- R$ 399,54 M","R$ 2,96 B","R$ 831,04 M","R$ 1,37"
8,30/06/2022,"R$ 30,58 B","R$ 5,40 B","R$ 2,41 B","- R$ 386,97 M","R$ 2,79 B","R$ 761,93 M","R$ 1,25"
9,31/03/2022,"R$ 28,39 B","R$ 4,93 B","R$ 2,19 B","- R$ 358,69 M","R$ 2,55 B","R$ 453,93 M","R$ 0,75"
10,31/12/2021,"R$ 26,97 B","R$ 4,65 B","R$ 2,04 B","- R$ 346,79 M","R$ 2,38 B","R$ 598,88 M","R$ 0,99"
11,30/09/2021,"R$ 25,16 B","R$ 4,30 B","R$ 1,94 B","- R$ 321,81 M","R$ 2,26 B","R$ 562,72 M","R$ 1,02"
12,30/06/2021,"R$ 22,93 B","R$ 4,05 B","R$ 1,85 B","- R$ 312,66 M","R$ 2,16 B","R$ 548,69 M","R$ 1,00"
13,31/03/2021,"R$ 21,04 B","R$ 4,03 B","R$ 1,89 B","- R$ 315,41 M","R$ 2,20 B","R$ 685,43 M","R$ 1,25"
14,31/12/2020,"R$ 19,41 B","R$ 3,83 B","R$ 1,79 B","- R$ 308,66 M","R$ 2,10 B","R$ 697,09 M","R$ 1,27"
15,30/09/2020,"R$ 18,56 B","R$ 3,84 B","R$ 1,79 B","- R$ 303,90 M","R$ 2,09 B","R$ 826,59 M","R$ 1,51"
16,30/06/2020,"R$ 17,94 B","R$ 3,67 B","R$ 1,71 B","- R$ 290,24 M","R$ 2,00 B","R$ 685,50 M","R$ 1,41"
17,31/03/2020,"R$ 17,56 B","R$ 3,38 B","R$ 1,53 B","- R$ 264,07 M","R$ 1,79 B","R$ 318,77 M","R$ 0,66"
18,31/12/2019,"R$ 17,12 B","R$ 3,29 B","R$ 1,46 B","- R$ 263,99 M","R$ 1,73 B","R$ 16,16 M","R$ 0,04"
19,30/09/2019,"R$ 16,87 B","R$ 3,00 B","R$ 1,31 B","- R$ 265,49 M","R$ 1,57 B","- R$ 319,52 M","- R$ 0,85"
20,30/06/2019,"R$ 16,70 B","R$ 2,98 B","R$ 1,32 B","- R$ 246,50 M","R$ 1,57 B","- R$ 368,81 M","- R$ 0,98"
21,31/03/2019,"R$ 16,41 B","R$ 2,93 B","R$ 695,20 M","- R$ 246,72 M","R$ 941,92 M","- R$ 1,18 B","- R$ 3,14"
22,31/12/2018,"R$ 16,21 B","R$ 2,85 B","R$ 674,51 M","- R$ 221,73 M","R$ 896,24 M","- R$ 1,26 B","- R$ 3,36"
23,30/09/2018,"R$ 15,57 B","R$ 2,78 B","R$ 602,02 M","- R$ 213,66 M","R$ 815,68 M","- R$ 1,49 B","- R$ 6,56"
24,30/06/2018,"R$ 14,65 B","R$ 2,58 B","R$ 463,86 M","- R$ 198,89 M","R$ 662,74 M","- R$ 1,27 B","- R$ 5,67"
