,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 4,25 B","- R$ 2,31 B","R$ 7,73 B","R$ 10,32 B"
1,31/03/2024,"R$ 4,06 B","- R$ 2,29 B","R$ 7,49 B","R$ 9,43 B"
2,31/12/2023,"R$ 2,70 B","- R$ 2,48 B","R$ 5,35 B","R$ 5,61 B"
3,30/09/2023,"R$ 2,84 B","- R$ 3,35 B","R$ 3,25 B","R$ 2,49 B"
4,30/06/2023,"R$ 2,76 B","- R$ 1,86 B","- R$ 621,95 M","- R$ 6,04 M"
5,31/03/2023,"R$ 2,29 B","- R$ 1,86 B","R$ 430,27 M","R$ 1,08 B"
6,31/12/2022,"R$ 3,13 B","- R$ 1,66 B","- R$ 1,45 B","- R$ 230,55 M"
7,30/09/2022,"R$ 2,71 B","- R$ 797,09 M","- R$ 2,23 B","- R$ 64,56 M"
8,30/06/2022,"R$ 2,01 B","- R$ 777,43 M","- R$ 1,98 B","- R$ 138,64 M"
9,31/03/2022,"R$ 2,38 B","- R$ 667,93 M","- R$ 2,77 B","- R$ 1,12 B"
10,31/12/2021,"R$ 2,59 B","- R$ 568,52 M","- R$ 1,97 B","R$ 910,58 M"
11,30/09/2021,"R$ 1,79 B","- R$ 437,25 M","- R$ 1,43 B","R$ 690,06 M"
12,30/06/2021,"R$ 2,33 B","- R$ 373,41 M","- R$ 2,69 B","- R$ 489,61 M"
13,31/03/2021,"R$ 2,56 B","- R$ 353,99 M","- R$ 2,74 B","R$ 94,15 M"
14,31/12/2020,"R$ 3,22 B","- R$ 376,10 M","- R$ 1,83 B","R$ 1,92 B"
15,30/09/2020,"R$ 3,62 B","- R$ 339,80 M","- R$ 353,89 M","R$ 3,73 B"
16,30/06/2020,"R$ 3,63 B","- R$ 270,68 M","- R$ 247,19 M","R$ 3,74 B"
17,31/03/2020,"R$ 3,24 B","- R$ 314,74 M","- R$ 909,58 M","R$ 2,45 B"
18,31/12/2019,"R$ 1,76 B","- R$ 247,06 M","- R$ 1,27 B","R$ 72,70 M"
19,30/09/2019,"R$ 1,86 B","- R$ 227,13 M","- R$ 2,23 B","- R$ 559,10 M"
20,30/06/2019,"R$ 1,31 B","- R$ 211,29 M","- R$ 2,31 B","- R$ 1,11 B"
21,31/03/2019,"R$ 1,38 B","- R$ 168,03 M","- R$ 1,26 B","- R$ 14,30 M"
22,31/12/2018,"R$ 1,33 B","- R$ 189,09 M","- R$ 606,11 M","R$ 589,64 M"
23,30/09/2018,"R$ 915,32 M","- R$ 232,25 M","R$ 511,60 M","R$ 973,58 M"
24,30/06/2018,"R$ 1,09 B","- R$ 1,36 B","R$ 234,39 M","- R$ 177,83 M"
25,31/03/2018,"R$ 659,03 M","- R$ 1,37 B","R$ 1,56 B","R$ 932,51 M"
26,31/12/2017,"R$ 588,21 M","- R$ 1,38 B","R$ 1,21 B","R$ 409,47 M"
27,30/09/2017,"R$ 1,10 B","- R$ 1,38 B","R$ 238,39 M","- R$ 36,05 M"
28,30/06/2017,"R$ 346,13 M","- R$ 265,74 M","R$ 1,52 B","R$ 1,60 B"
29,31/03/2017,"R$ 436,66 M","- R$ 195,40 M","- R$ 650,49 M","- R$ 409,23 M"
30,31/12/2016,"R$ 582,11 M","- R$ 179,60 M","R$ 245,44 M","R$ 647,94 M"
31,30/09/2016,"R$ 425,80 M","- R$ 157,17 M","- R$ 675,09 M","- R$ 406,45 M"
32,30/06/2016,"R$ 993,94 M","- R$ 256,25 M","- R$ 628,57 M","R$ 109,12 M"
33,31/03/2016,"R$ 722,19 M","- R$ 296,11 M","- R$ 78,82 M","R$ 347,26 M"
34,31/12/2015,"R$ 959,27 M","- R$ 361,80 M","- R$ 321,92 M","R$ 275,55 M"
35,30/09/2015,"R$ 993,81 M","- R$ 401,65 M","R$ 1,01 B","R$ 1,60 B"
36,30/06/2015,"R$ 740,66 M","- R$ 296,74 M","R$ 316,57 M","R$ 760,49 M"
37,31/03/2015,"R$ 962,88 M","- R$ 372,41 M","R$ 1,11 B","R$ 1,70 B"
