,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 283,71 M","- R$ 114,94 M","R$ 364,04 M","- R$ 57,88 M"
1,31/03/2024,"- R$ 516,86 M","- R$ 9,28 M","R$ 381,70 M","- R$ 150,62 M"
2,31/12/2023,"- R$ 1,28 B","R$ 1,04 B","- R$ 229,39 M","- R$ 473,60 M"
3,30/09/2023,"- R$ 546,68 M","R$ 702,99 M","- R$ 199,34 M","- R$ 36,65 M"
4,30/06/2023,"- R$ 49,09 M","- R$ 79,91 M","R$ 832,35 M","R$ 710,81 M"
5,31/03/2023,"- R$ 919,64 M","- R$ 350,03 M","- R$ 153,17 M","- R$ 1,42 B"
6,31/12/2022,"- R$ 56,47 M","- R$ 242,16 M","- R$ 59,28 M","- R$ 373,01 M"
7,30/09/2022,"- R$ 1,19 B","- R$ 110,25 M","- R$ 163,51 M","- R$ 1,45 B"
8,30/06/2022,"- R$ 2,17 B","R$ 19,60 B","- R$ 14,11 B","R$ 3,28 B"
9,31/03/2022,"R$ 828,70 M","- R$ 1,82 B","- R$ 517,86 M","- R$ 1,37 B"
10,31/12/2021,"R$ 1,52 B","- R$ 1,22 B","- R$ 381,26 M","- R$ 102,93 M"
11,30/09/2021,"R$ 796,34 M","- R$ 1,64 B","R$ 2,47 B","R$ 1,59 B"
12,30/06/2021,"- R$ 1,98 B","- R$ 1,39 B","R$ 2,05 B","- R$ 1,32 B"
13,31/03/2021,"- R$ 449,09 M","- R$ 551,69 M","- R$ 362,08 M","- R$ 1,36 B"
14,31/12/2020,"R$ 646,64 M","- R$ 1,84 B","- R$ 164,61 M","- R$ 1,36 B"
15,30/09/2020,"R$ 1,92 B","- R$ 1,83 B","- R$ 465,53 M","- R$ 387,54 M"
16,30/06/2020,"R$ 1,32 B","- R$ 1,13 B","- R$ 455,96 M","- R$ 239,37 M"
17,31/03/2020,"R$ 525,25 M","R$ 1,42 B","R$ 1,89 B","R$ 4,01 B"
18,31/12/2019,"R$ 1,36 B","- R$ 1,82 B","- R$ 443,02 M","- R$ 896,58 M"
19,30/09/2019,"R$ 1,20 B","- R$ 1,85 B","- R$ 433,32 M","- R$ 1,08 B"
20,30/06/2019,"R$ 244,35 M","- R$ 1,77 B","- R$ 438,62 M","- R$ 1,97 B"
21,31/03/2019,"- R$ 497,50 M","- R$ 1,41 B","R$ 3,55 B","R$ 1,64 B"
22,31/12/2018,"R$ 610,60 M","- R$ 1,21 B","- R$ 62,06 M","- R$ 683,79 M"
23,30/09/2018,"R$ 1,10 B","- R$ 991,64 M","- R$ 146,02 M","- R$ 26,98 M"
24,30/06/2018,"R$ 332,53 M","- R$ 1,28 B","- R$ 40,72 M","- R$ 977,15 M"
25,31/03/2018,"R$ 814,50 M","- R$ 1,43 B","- R$ 175,55 M","- R$ 789,44 M"
26,31/12/2017,"R$ 527,25 M","- R$ 1,19 B","- R$ 82,43 M","- R$ 745,61 M"
27,30/09/2017,"R$ 1,48 B","- R$ 1,14 B","- R$ 66,70 M","R$ 279,68 M"
28,30/06/2017,"R$ 1,47 B","- R$ 1,14 B","- R$ 516,15 M","- R$ 175,47 M"
29,31/03/2017,"R$ 916,61 M","- R$ 948,94 M","- R$ 26,51 M","- R$ 59,17 M"
30,31/12/2016,"R$ 1,62 B","- R$ 871,43 M","R$ 7,99 M","R$ 610,85 M"
31,30/09/2016,"R$ 2,40 B","- R$ 235,87 M","R$ 188,87 M","R$ 2,10 B"
32,30/06/2016,"- R$ 1,51 B","- R$ 1,57 B","- R$ 355,39 M","- R$ 3,44 B"
33,31/03/2016,"R$ 597,39 M","- R$ 1,24 B","- R$ 5,96 B","- R$ 6,61 B"
34,31/12/2015,"- R$ 5,15 B","- R$ 1,22 B","R$ 1,97 B","R$ 1,71 B"
35,30/09/2015,"R$ 7,93 B","- R$ 1,08 B","- R$ 4,21 B","- R$ 303,30 M"
36,30/06/2015,"- R$ 4,06 B","R$ 16,12 B","- R$ 578,41 M","R$ 11,67 B"
37,31/03/2015,"R$ 223,75 M","- R$ 1,27 B","R$ 456,89 M","- R$ 627,37 M"
38,31/12/2014,"R$ 5,71 B","- R$ 6,05 B","- R$ 813,54 M","- R$ 1,19 B"
39,30/09/2014,"R$ 2,02 B","- R$ 1,63 B","- R$ 2,52 B","- R$ 2,18 B"
40,30/06/2014,"R$ 2,20 B","R$ 1,78 B","- R$ 858,51 M","R$ 3,11 B"
41,31/03/2014,"- R$ 176,41 M","R$ 1,74 B","- R$ 360,96 M","R$ 1,21 B"
42,31/12/2013,"R$ 1,37 B","- R$ 1,48 B","- R$ 595,42 M","- R$ 705,07 M"
43,30/09/2013,"R$ 2,19 B","- R$ 1,49 B","- R$ 19,23 M","R$ 687,94 M"
44,30/06/2013,"R$ 1,87 B","- R$ 1,83 B","- R$ 1,09 B","- R$ 1,00 B"
45,31/03/2013,"R$ 1,61 B","- R$ 1,97 B","- R$ 590,32 M","- R$ 961,91 M"
46,31/12/2012,"- R$ 412,72 M","- R$ 1,23 B","R$ 1,45 B","- R$ 195,39 M"
47,30/09/2012,"R$ 3,19 B","- R$ 1,64 B","- R$ 1,58 B","- R$ 414,56 M"
48,30/06/2012,"R$ 341,42 M","- R$ 1,97 B","- R$ 6,58 B","- R$ 7,92 B"
49,31/03/2012,"R$ 741,54 M","- R$ 1,60 B","R$ 7,69 B","R$ 6,94 B"
50,31/12/2011,"R$ 384,65 M","- R$ 472,02 M","R$ 2,32 B","R$ 2,23 B"
51,30/09/2011,"R$ 526,52 M","- R$ 561,10 M","R$ 1,89 B","R$ 1,97 B"
52,30/06/2011,"R$ 553,96 M","- R$ 557,72 M","- R$ 937,44 M","- R$ 941,20 M"
53,31/03/2011,"R$ 374,16 M","- R$ 498,04 M","- R$ 348,64 M","- R$ 472,52 M"
