,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"7,48%","7,29%","11,33%","11,05%","14,67%","9,70%","35,48%","10,90%","10,62%","13,37%","0,89","1,48","0,48","1,49"
1,31/03/2024,"6,53%","6,42%","9,89%","9,72%","14,57%","8,91%","36,04%","11,74%","11,18%","13,97%","0,76","1,52","0,52","2,01"
2,31/12/2023,"8,95%","8,76%","13,57%","13,28%","16,86%","10,16%","36,51%","12,88%","13,09%","15,77%","0,79","1,49","0,49","0,98"
3,30/09/2023,"10,23%","8,77%","15,49%","13,29%","16,10%","11,09%","37,83%","14,38%","15,21%","17,95%","0,77","1,48","0,48","1,00"
4,30/06/2023,"14,25%","13,96%","21,59%","21,15%","26,21%","14,38%","39,73%","16,68%","19,32%","21,81%","0,86","1,51","0,51","0,99"
5,31/03/2023,"16,20%","15,91%","24,55%","24,10%","29,63%","16,70%","39,16%","17,41%","21,10%","23,22%","0,96","1,63","0,63","1,28"
6,31/12/2022,"18,99%","18,60%","28,77%","28,18%","31,23%","17,74%","38,35%","17,62%","21,30%","23,15%","1,01","1,66","0,66","0,85"
7,30/09/2022,"20,88%","20,43%","31,64%","30,96%","31,31%","15,51%","37,01%","15,91%","20,66%","22,19%","0,97","1,45","0,45","0,95"
8,30/06/2022,"21,04%","20,58%","31,87%","31,18%","41,72%","17,71%","35,67%","13,81%","18,21%","19,68%","1,28","1,82","0,82","1,23"
9,31/03/2022,"17,44%","17,09%","26,43%","25,90%","46,22%","20,14%","36,15%","16,90%","17,65%","19,12%","1,19","1,77","0,77","1,56"
10,31/12/2021,"19,47%","19,10%","29,50%","28,95%","37,42%","17,25%","36,49%","13,75%","18,34%","19,69%","1,25","1,76","0,76","1,06"
11,30/09/2021,"19,51%","19,52%","29,55%","29,58%","39,34%","16,91%","36,94%","14,20%","18,31%","19,69%","1,19","2,02","1,02","1,02"
12,30/06/2021,"17,72%","17,53%","26,85%","26,56%","38,15%","17,30%","35,34%","13,69%","16,24%","17,74%","1,26","2,36","1,36","2,05"
13,31/03/2021,"17,90%","17,76%","27,11%","26,91%","40,78%","16,66%","36,82%","15,36%","19,21%","20,67%","1,08","2,29","1,29","2,15"
14,31/12/2020,"18,69%","18,58%","28,31%","28,15%","38,31%","17,79%","36,54%","15,41%","18,95%","20,48%","1,15","2,17","1,17","1,91"
15,30/09/2020,"17,98%","17,87%","27,24%","27,08%","35,52%","16,49%","38,43%","15,83%","20,21%","21,72%","1,04","2,33","1,33","1,75"
16,30/06/2020,"15,99%","15,89%","24,22%","24,08%","32,54%","15,11%","37,75%","15,14%","18,76%","20,30%","1,00","2,21","1,21","1,64"
17,31/03/2020,"13,79%","13,71%","20,90%","20,78%","28,02%","13,01%","36,55%","13,61%","16,89%","18,48%","0,96","2,45","1,45","2,41"
18,31/12/2019,NA,NA,NA,NA,NA,NA,"35,88%","12,68%","15,39%","16,99%",NA,"2,15","1,15","1,96"
