,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 133,37 M","- R$ 39,84 M","- R$ 99,86 M","- R$ 6,34 M",224
1,31/03/2024,"R$ 161,32 M","- R$ 46,06 M","- R$ 130,22 M","- R$ 14,96 M",224
2,31/12/2023,"R$ 146,71 M","- R$ 52,88 M","- R$ 99,63 M","- R$ 5,80 M",224
3,30/09/2023,"R$ 141,04 M","- R$ 57,59 M","- R$ 95,27 M","- R$ 11,83 M",224
4,30/06/2023,"R$ 158,39 M","- R$ 53,00 M","- R$ 128,23 M","- R$ 22,84 M",224
5,31/03/2023,"R$ 150,56 M","- R$ 58,27 M","- R$ 73,62 M","R$ 18,68 M",224
6,31/12/2022,"R$ 119,98 M","- R$ 58,56 M","- R$ 62,79 M","- R$ 1,37 M",224
7,30/09/2022,"R$ 130,40 M","- R$ 49,31 M","- R$ 153,40 M","- R$ 72,31 M",224
8,30/06/2022,"R$ 54,41 M","- R$ 64,38 M","R$ 37,99 M","R$ 28,02 M",224
9,31/03/2022,"- R$ 5,18 M","- R$ 54,61 M","R$ 45,14 M","- R$ 14,65 M",224
10,31/12/2021,"R$ 26,41 M","- R$ 48,72 M","R$ 65,90 M","R$ 43,59 M",224
11,30/09/2021,"R$ 12,38 M","- R$ 62,25 M","R$ 157,29 M","R$ 107,41 M",224
12,30/06/2021,"R$ 31,35 M","- R$ 61,58 M","R$ 34,43 M","R$ 4,20 M",224
13,31/03/2021,"R$ 22,70 M","- R$ 62,80 M","R$ 24,31 M","- R$ 15,78 M",224
14,31/12/2020,"R$ 43,99 M","- R$ 65,35 M","R$ 30,54 M","R$ 9,18 M",224
15,30/09/2020,"R$ 37,60 M","- R$ 50,88 M","R$ 25,75 M","R$ 12,47 M",224
16,30/06/2020,"R$ 55,25 M","- R$ 44,22 M","R$ 4,25 M","R$ 15,29 M",224
17,31/03/2020,"R$ 53,43 M","- R$ 36,36 M","R$ 14,86 M","R$ 31,93 M",224
18,31/12/2019,"R$ 45,28 M","- R$ 28,21 M","R$ 1,74 M","R$ 18,82 M",224
